Name,Wikipedia link (en),Redirected,Redirect link,Is it in Wikidata?
LGCR,https://en.wikipedia.org/wiki/LGCR,Yes,https://en.wikipedia.org/wiki/Langer%E2%80%93Giedion_syndrome,Yes
LGS,https://en.wikipedia.org/wiki/Leaky_gut_syndrome,No,https://en.wikipedia.org/wiki/Leaky_gut_syndrome,Yes
Lhermitte–Duclos disease,https://en.wikipedia.org/wiki/Lhermitte%E2%80%93Duclos_disease,No,https://en.wikipedia.org/wiki/Lhermitte%E2%80%93Duclos_disease
Lichen myxedematosus,https://en.wikipedia.org/wiki/Lichen_myxedematosus,No,https://en.wikipedia.org/wiki/Lichen_myxedematosus,Yes
Lichen planus follicularis,https://en.wikipedia.org/wiki/Lichen_planus_follicularis,Yes,https://en.wikipedia.org/wiki/Lichen_planus#Classification
Lichen planus,https://en.wikipedia.org/wiki/Lichen_planus,No,https://en.wikipedia.org/wiki/Lichen_planus,Yes
Lichen sclerosus et atrophicus,https://en.wikipedia.org/wiki/Lichen_sclerosus_et_atrophicus,Yes,https://en.wikipedia.org/wiki/Lichen_sclerosus
Lichen spinulosus,https://en.wikipedia.org/wiki/Lichen_spinulosus,No,https://en.wikipedia.org/wiki/Lichen_spinulosus
Liddle syndrome,https://en.wikipedia.org/wiki/Liddle_syndrome,Yes,https://en.wikipedia.org/wiki/Liddle%27s_syndrome,Yes
Li–Fraumeni syndrome,https://en.wikipedia.org/wiki/Li%E2%80%93Fraumeni_syndrome,No,https://en.wikipedia.org/wiki/Li%E2%80%93Fraumeni_syndrome,Yes
Light chain disease,https://en.wikipedia.org/wiki/Light_chain_disease,Yes,https://en.wikipedia.org/wiki/Light_chain_deposition_disease,Yes
Ligyrophobia,https://en.wikipedia.org/wiki/Ligyrophobia,Yes,https://en.wikipedia.org/wiki/Phonophobia,Yes
Limb-body wall complex,https://en.wikipedia.org/wiki/Limb-body_wall_complex,Yes,https://en.wikipedia.org/wiki/Limb_body_wall_complex,Yes
Limb-girdle muscular dystrophy,https://en.wikipedia.org/wiki/Limb-girdle_muscular_dystrophy,Yes,https://en.wikipedia.org/wiki/Limb%E2%80%93girdle_muscular_dystrophy,Yes
Lipodystrophy,https://en.wikipedia.org/wiki/Lipodystrophy,No,https://en.wikipedia.org/wiki/Lipodystrophy,Yes
Lipogranulomatosis,https://en.wikipedia.org/wiki/Lipogranulomatosis,Yes,https://en.wikipedia.org/wiki/Farber_disease,Yes
Lipoid congenital adrenal hyperplasia,https://en.wikipedia.org/wiki/Lipoid_congenital_adrenal_hyperplasia,No,https://en.wikipedia.org/wiki/Lipoid_congenital_adrenal_hyperplasia,Yes
Lipoid proteinosis of Urbach and Wiethe,https://en.wikipedia.org/wiki/Lipoid_proteinosis_of_Urbach_and_Wiethe,Yes,https://en.wikipedia.org/wiki/Urbach%E2%80%93Wiethe_disease,Yes
Liposarcoma,https://en.wikipedia.org/wiki/Liposarcoma,No,https://en.wikipedia.org/wiki/Liposarcoma,Yes
Lissencephaly syndrome type 1,https://en.wikipedia.org/wiki/Lissencephaly_syndrome_type_1,Yes,https://en.wikipedia.org/wiki/Lissencephaly,Yes
"Lissencephaly, isolated","https://en.wikipedia.org/wiki/Lissencephaly,_isolated",Yes,https://en.wikipedia.org/wiki/Lissencephaly#Classification
Lissencephaly,https://en.wikipedia.org/wiki/Lissencephaly,No,https://en.wikipedia.org/wiki/Lissencephaly,Yes
Listeria infection,https://en.wikipedia.org/wiki/Listeria_infection,Yes,https://en.wikipedia.org/wiki/Listeriosis,Yes
Listeriosis,https://en.wikipedia.org/wiki/Listeriosis,No,https://en.wikipedia.org/wiki/Listeriosis,Yes
Livedoid dermatitis,https://en.wikipedia.org/wiki/Livedoid_dermatitis,No,https://en.wikipedia.org/wiki/Livedoid_dermatitis
Liver cirrhosis,https://en.wikipedia.org/wiki/Liver_cirrhosis,Yes,https://en.wikipedia.org/wiki/Cirrhosis,Yes
Liver neoplasms,https://en.wikipedia.org/wiki/Liver_neoplasms,Yes,https://en.wikipedia.org/wiki/Hepatocellular_carcinoma,Yes
Lobster hand,https://en.wikipedia.org/wiki/Lobster_hand,Yes,https://en.wikipedia.org/wiki/Ectrodactyly,Yes
Lobstein disease,https://en.wikipedia.org/wiki/Lobstein_disease,Yes,https://en.wikipedia.org/wiki/Osteogenesis_imperfecta,Yes
Locked-in syndrome,https://en.wikipedia.org/wiki/Locked-in_syndrome,No,https://en.wikipedia.org/wiki/Locked-in_syndrome,Yes
Loiasis,https://en.wikipedia.org/wiki/Loiasis,Yes,https://en.wikipedia.org/wiki/Loa_loa_filariasis,Yes
Loin pain hematuria syndrome,https://en.wikipedia.org/wiki/Loin_pain_hematuria_syndrome,No,https://en.wikipedia.org/wiki/Loin_pain_hematuria_syndrome,Yes
Long QT Syndrome,https://en.wikipedia.org/wiki/Long_QT_Syndrome,Yes,https://en.wikipedia.org/wiki/Long_QT_syndrome,Yes
Long QT syndrome type 1,https://en.wikipedia.org/wiki/Long_QT_syndrome_type_1,Yes,https://en.wikipedia.org/wiki/Long_QT_syndrome,Yes
Long QT syndrome type 2,https://en.wikipedia.org/wiki/Long_QT_syndrome_type_2,Yes,https://en.wikipedia.org/wiki/Long_QT_syndrome,Yes
Long QT syndrome type 3,https://en.wikipedia.org/wiki/Long_QT_syndrome_type_3,Yes,https://en.wikipedia.org/wiki/Long_QT_syndrome,Yes
Loose anagen hair syndrome,https://en.wikipedia.org/wiki/Loose_anagen_hair_syndrome,Yes,https://en.wikipedia.org/wiki/Loose_anagen_syndrome,Yes
Loose anagen syndrome,https://en.wikipedia.org/wiki/Loose_anagen_syndrome,No,https://en.wikipedia.org/wiki/Loose_anagen_syndrome,Yes
Lou Gehrig's disease,https://en.wikipedia.org/wiki/Amyotrophic_lateral_sclerosis,No,https://en.wikipedia.org/wiki/Amyotrophic_lateral_sclerosis,Yes
Louis–Bar syndrome,https://en.wikipedia.org/wiki/Louis%E2%80%93Bar_syndrome,Yes,https://en.wikipedia.org/wiki/Ataxia%E2%80%93telangiectasia,Yes
Lowe syndrome,https://en.wikipedia.org/wiki/Lowe_syndrome,Yes,https://en.wikipedia.org/wiki/Oculocerebrorenal_syndrome,Yes
Lowry–MacLean syndrome,https://en.wikipedia.org/wiki/Lowry%E2%80%93MacLean_syndrome,No,https://en.wikipedia.org/wiki/Lowry%E2%80%93MacLean_syndrome,Yes
LSA,https://en.wikipedia.org/wiki/Lichen_sclerosus_et_atrophicus,Yes,https://en.wikipedia.org/wiki/Lichen_sclerosus
L-transposition and ccTGA,https://en.wikipedia.org/wiki/L-transposition_and_ccTGA,Yes,https://en.wikipedia.org/wiki/Levo-Transposition_of_the_great_arteries,Yes
Lubani Al Saleh Teebi syndrome,https://en.wikipedia.org/wiki/Lubani_Al_Saleh_Teebi_syndrome,No,https://en.wikipedia.org/wiki/Lubani_Al_Saleh_Teebi_syndrome,Yes
Lucey–Driscoll syndrome,https://en.wikipedia.org/wiki/Lucey%E2%80%93Driscoll_syndrome,No,https://en.wikipedia.org/wiki/Lucey%E2%80%93Driscoll_syndrome,Yes
Ludomania,https://en.wikipedia.org/wiki/Ludomania,Yes,https://en.wikipedia.org/wiki/Problem_gambling,Yes
Lúes Congénita,https://en.wikipedia.org/wiki/L%C3%BAes_Cong%C3%A9nita,Yes,https://en.wikipedia.org/wiki/Syphilis,Yes
Lujan–Fryns syndrome,https://en.wikipedia.org/wiki/Lujan%E2%80%93Fryns_syndrome,No,https://en.wikipedia.org/wiki/Lujan%E2%80%93Fryns_syndrome,Yes
Lumbar spinal stenosis,https://en.wikipedia.org/wiki/Lumbar_spinal_stenosis,No,https://en.wikipedia.org/wiki/Lumbar_spinal_stenosis,Yes
Lung cancer,https://en.wikipedia.org/wiki/Lung_cancer,No,https://en.wikipedia.org/wiki/Lung_cancer,Yes
Lung neoplasm,https://en.wikipedia.org/wiki/Lung_neoplasm,Yes,https://en.wikipedia.org/wiki/Lung_cancer,Yes
"Lupus anticoagulant, familial","https://en.wikipedia.org/wiki/Lupus_anticoagulant,_familial",Yes,https://en.wikipedia.org/wiki/Lupus_anticoagulant
Lupus erythematosus,https://en.wikipedia.org/wiki/Lupus_erythematosus,No,https://en.wikipedia.org/wiki/Lupus_erythematosus,Yes
Lutz–Lewandowsky epidermodysplasia verruciformis,https://en.wikipedia.org/wiki/Lutz%E2%80%93Lewandowsky_epidermodysplasia_verruciformis,Yes,https://en.wikipedia.org/wiki/Epidermodysplasia_verruciformis,Yes
Lyell's syndrome,https://en.wikipedia.org/wiki/Lyell%27s_syndrome,Yes,https://en.wikipedia.org/wiki/Toxic_epidermal_necrolysis,Yes
Lygophobia,https://en.wikipedia.org/wiki/Lygophobia,Yes,https://en.wikipedia.org/wiki/Fear_of_the_dark,Yes
Lyme disease,https://en.wikipedia.org/wiki/Lyme_disease,No,https://en.wikipedia.org/wiki/Lyme_disease,Yes
Lymphangiectasis,https://en.wikipedia.org/wiki/Lymphangiectasis,Yes,https://en.wikipedia.org/wiki/Lymphangiectasia,Yes
Lymphangioleiomyomatosis,https://en.wikipedia.org/wiki/Lymphangioleiomyomatosis,No,https://en.wikipedia.org/wiki/Lymphangioleiomyomatosis,Yes
Lymphangiomyomatosis,https://en.wikipedia.org/wiki/Lymphangiomyomatosis,Yes,https://en.wikipedia.org/wiki/Lymphangioleiomyomatosis,Yes
Lymphatic filariasis,https://en.wikipedia.org/wiki/Lymphatic_filariasis,No,https://en.wikipedia.org/wiki/Lymphatic_filariasis,Yes
Lymphedema distichiasis,https://en.wikipedia.org/wiki/Lymphedema_distichiasis,Yes,https://en.wikipedia.org/wiki/Lymphedema%E2%80%93distichiasis_syndrome,Yes
Lymphedema hereditary type 1,https://en.wikipedia.org/wiki/Lymphedema_hereditary_type_1,Yes,https://en.wikipedia.org/wiki/Milroy%27s_disease,Yes
Lymphedema hereditary type 2,https://en.wikipedia.org/wiki/Lymphedema_hereditary_type_2,Yes,https://en.wikipedia.org/wiki/Meige_disease
"Lymphedema, congenital",https://en.wikipedia.org/wiki/Congenital_lymphedema,Yes,https://en.wikipedia.org/wiki/Lymphedema#Congenital_lymphedema
Lymphedema,https://en.wikipedia.org/wiki/Lymphedema,No,https://en.wikipedia.org/wiki/Lymphedema,Yes
Lymphedema–distichiasis syndrome,https://en.wikipedia.org/wiki/Lymphedema%E2%80%93distichiasis_syndrome,No,https://en.wikipedia.org/wiki/Lymphedema%E2%80%93distichiasis_syndrome,Yes
Lymphoblastic lymphoma,https://en.wikipedia.org/wiki/Lymphoblastic_lymphoma,Yes,https://en.wikipedia.org/wiki/Acute_lymphoblastic_leukemia,Yes
Lymphocytic colitis,https://en.wikipedia.org/wiki/Lymphocytic_colitis,No,https://en.wikipedia.org/wiki/Lymphocytic_colitis,Yes
Lymphocytic infiltrate of Jessner,https://en.wikipedia.org/wiki/Lymphocytic_infiltrate_of_Jessner,Yes,https://en.wikipedia.org/wiki/Cutaneous_lymphoid_hyperplasia,Yes
"Lymphoma, AIDS-related","https://en.wikipedia.org/wiki/Lymphoma,_AIDS-related",Yes,https://en.wikipedia.org/wiki/AIDS-related_lymphoma,Yes
"Lymphoma, large-cell, immunoblastic","https://en.wikipedia.org/wiki/Lymphoma,_large-cell,_immunoblastic",Yes,https://en.wikipedia.org/wiki/Lymphoma,Yes
"Lymphoma, large-cell","https://en.wikipedia.org/wiki/Lymphoma,_large-cell",Yes,https://en.wikipedia.org/wiki/Anaplastic_large-cell_lymphoma,Yes
"Lymphoma, small cleaved-cell, diffuse","https://en.wikipedia.org/wiki/Lymphoma,_small_cleaved-cell,_diffuse",Yes,https://en.wikipedia.org/wiki/Small_cleaved_cells
"Lymphoma, small cleaved-cell, follicular","https://en.wikipedia.org/wiki/Lymphoma,_small_cleaved-cell,_follicular",Yes,https://en.wikipedia.org/wiki/Small_cleaved_cells
Lymphoma,https://en.wikipedia.org/wiki/Lymphoma,No,https://en.wikipedia.org/wiki/Lymphoma,Yes
Lymphomatoid granulomatosis,https://en.wikipedia.org/wiki/Lymphomatoid_granulomatosis,No,https://en.wikipedia.org/wiki/Lymphomatoid_granulomatosis,Yes
Lymphomatoid Papulosis (LyP),https://en.wikipedia.org/wiki/Lymphomatoid_Papulosis_(LyP),Yes,https://en.wikipedia.org/wiki/Lymphomatoid_papulosis
Lymphomatous thyroiditis,https://en.wikipedia.org/wiki/Lymphomatous_thyroiditis,Yes,https://en.wikipedia.org/wiki/Hashimoto%27s_thyroiditis,Yes
Lymphosarcoma,https://en.wikipedia.org/wiki/Lymphosarcoma,Yes,https://en.wikipedia.org/wiki/Lymphoma,Yes
Lyngstadaas syndrome,https://en.wikipedia.org/wiki/Lyngstadaas_syndrome,No,https://en.wikipedia.org/wiki/Lyngstadaas_syndrome,Yes
LyP (lymphomatoid papulosis),https://en.wikipedia.org/wiki/LyP_(lymphomatoid_papulosis),Yes,https://en.wikipedia.org/wiki/Lymphomatoid_papulosis
Lysinuric protein intolerance,https://en.wikipedia.org/wiki/Lysinuric_protein_intolerance,No,https://en.wikipedia.org/wiki/Lysinuric_protein_intolerance,Yes
Lysosomal alpha-D-mannosidase deficiency,https://en.wikipedia.org/wiki/Lysosomal_alpha-D-mannosidase_deficiency,Yes,https://en.wikipedia.org/wiki/Alpha-mannosidosis,Yes
Lysosomal beta-mannosidase deficiency,https://en.wikipedia.org/wiki/Lysosomal_beta-mannosidase_deficiency,Yes,https://en.wikipedia.org/wiki/Beta-mannosidosis,Yes
Lysosomal storage disease,https://en.wikipedia.org/wiki/Lysosomal_storage_disease,No,https://en.wikipedia.org/wiki/Lysosomal_storage_disease,Yes
Mac Dermot Winter syndrome,https://en.wikipedia.org/wiki/Macdermot-Winter_syndrome,No,https://en.wikipedia.org/wiki/Macdermot-Winter_syndrome,Yes
Macrocephaly cutis marmorata telangiectatica,https://en.wikipedia.org/wiki/Macrocephaly_cutis_marmorata_telangiectatica,Yes,https://en.wikipedia.org/wiki/Cutis_marmorata_telangiectatica_congenita,Yes
Macroglobulinemia,https://en.wikipedia.org/wiki/Macroglobulinemia,No,https://en.wikipedia.org/wiki/Macroglobulinemia,Yes
Macroglossia dominant,https://en.wikipedia.org/wiki/Macroglossia_dominant,Yes,https://en.wikipedia.org/wiki/Macroglossia,Yes
Macroglossia exomphalos gigantism,https://en.wikipedia.org/wiki/Macroglossia_exomphalos_gigantism,Yes,https://en.wikipedia.org/wiki/Beckwith%E2%80%93Wiedemann_syndrome,Yes
Macrophagic myofasciitis,https://en.wikipedia.org/wiki/Macrophagic_myofasciitis,No,https://en.wikipedia.org/wiki/Macrophagic_myofasciitis
Macrothrombocytopenia with leukocyte inclusions,https://en.wikipedia.org/wiki/Macrothrombocytopenia_with_leukocyte_inclusions,Yes,https://en.wikipedia.org/wiki/May%E2%80%93Hegglin_anomaly,Yes
Macular corneal dystrophy,https://en.wikipedia.org/wiki/Macular_corneal_dystrophy,No,https://en.wikipedia.org/wiki/Macular_corneal_dystrophy,Yes
Macular degeneration,https://en.wikipedia.org/wiki/Macular_degeneration,Yes,https://en.wikipedia.org/wiki/Macular_degeneration,Yes
Macular degeneration juvenile,https://en.wikipedia.org/wiki/Macular_degeneration_juvenile,Yes,https://en.wikipedia.org/wiki/Macular_degeneration,Yes
"Macular degeneration, age-related","https://en.wikipedia.org/wiki/Macular_degeneration,_age-related",Yes,https://en.wikipedia.org/wiki/Macular_degeneration,Yes
"Macular degeneration, polymorphic","https://en.wikipedia.org/wiki/Macular_degeneration,_polymorphic",Yes,https://en.wikipedia.org/wiki/Macular_degeneration,Yes
"Macular dystrophy, vitelliform","https://en.wikipedia.org/wiki/Macular_dystrophy,_vitelliform",Yes,https://en.wikipedia.org/wiki/Vitelliform_macular_dystrophy,Yes
Mad cow disease,https://en.wikipedia.org/wiki/Mad_cow_disease,Yes,https://en.wikipedia.org/wiki/Bovine_spongiform_encephalopathy,Yes
Madelung's disease,https://en.wikipedia.org/wiki/Madelung%27s_disease,Yes,https://en.wikipedia.org/wiki/Benign_symmetric_lipomatosis,Yes
Maffucci syndrome,https://en.wikipedia.org/wiki/Maffucci_syndrome,No,https://en.wikipedia.org/wiki/Maffucci_syndrome,Yes
Major depressive disorder,https://en.wikipedia.org/wiki/Major_depressive_disorder,No,https://en.wikipedia.org/wiki/Major_depressive_disorder
Mal de debarquement,https://en.wikipedia.org/wiki/Mal_de_debarquement,No,https://en.wikipedia.org/wiki/Mal_de_debarquement,Yes
Malakoplakia,https://en.wikipedia.org/wiki/Malakoplakia,No,https://en.wikipedia.org/wiki/Malakoplakia,Yes
Malaria,https://en.wikipedia.org/wiki/Malaria,No,https://en.wikipedia.org/wiki/Malaria,Yes
Male pseudohermaphroditism due to 17-beta-hydroxysteroid dehydrogenase deficiency,https://en.wikipedia.org/wiki/Male_pseudohermaphroditism_due_to_17-beta-hydroxysteroid_dehydrogenase_deficiency,Yes,https://en.wikipedia.org/wiki/17%CE%B2-Hydroxysteroid_dehydrogenase_III_deficiency,Yes
Malignant astrocytoma,https://en.wikipedia.org/wiki/Malignant_astrocytoma,Yes,https://en.wikipedia.org/wiki/Astrocytoma,Yes
Malignant fibrous histiocytoma,https://en.wikipedia.org/wiki/Malignant_fibrous_histiocytoma,Yes,https://en.wikipedia.org/wiki/Undifferentiated_pleomorphic_sarcoma,Yes
Malignant hyperthermia,https://en.wikipedia.org/wiki/Malignant_hyperthermia,No,https://en.wikipedia.org/wiki/Malignant_hyperthermia,Yes
Malignant hyperthermia susceptibility type 1,https://en.wikipedia.org/wiki/Malignant_hyperthermia_susceptibility_type_1,Yes,https://en.wikipedia.org/wiki/Malignant_hyperthermia,Yes
Malignant hyperthermia susceptibility type 2,https://en.wikipedia.org/wiki/Malignant_hyperthermia_susceptibility_type_2,Yes,https://en.wikipedia.org/wiki/Malignant_hyperthermia,Yes
Malignant hyperthermia susceptibility type 3,https://en.wikipedia.org/wiki/Malignant_hyperthermia_susceptibility_type_3,Yes,https://en.wikipedia.org/wiki/Malignant_hyperthermia,Yes
Malignant hyperthermia susceptibility type 4,https://en.wikipedia.org/wiki/Malignant_hyperthermia_susceptibility_type_4,Yes,https://en.wikipedia.org/wiki/Malignant_hyperthermia,Yes
Malignant hyperthermia susceptibility type 5,https://en.wikipedia.org/wiki/Malignant_hyperthermia_susceptibility_type_5,Yes,https://en.wikipedia.org/wiki/Malignant_hyperthermia,Yes
Malignant hyperthermia susceptibility type 6,https://en.wikipedia.org/wiki/Malignant_hyperthermia_susceptibility_type_6,Yes,https://en.wikipedia.org/wiki/Malignant_hyperthermia,Yes
Malignant mixed Müllerian tumor,https://en.wikipedia.org/wiki/Malignant_mixed_M%C3%BCllerian_tumor,Yes,https://en.wikipedia.org/wiki/Mixed_M%C3%BCllerian_tumor
Mallory–Weiss syndrome,https://en.wikipedia.org/wiki/Mallory%E2%80%93Weiss_syndrome,No,https://en.wikipedia.org/wiki/Mallory%E2%80%93Weiss_syndrome,Yes
Malonic aciduria,https://en.wikipedia.org/wiki/Malonic_aciduria,Yes,https://en.wikipedia.org/wiki/Malonyl-CoA_decarboxylase_deficiency
Malonyl-CoA decarboxylase deficiency,https://en.wikipedia.org/wiki/Malonyl-CoA_decarboxylase_deficiency,No,https://en.wikipedia.org/wiki/Malonyl-CoA_decarboxylase_deficiency
Malouf syndrome,https://en.wikipedia.org/wiki/Malouf_syndrome,No,https://en.wikipedia.org/wiki/Malouf_syndrome,Yes
Malpuech facial clefting syndrome,https://en.wikipedia.org/wiki/Malpuech_facial_clefting_syndrome,No,https://en.wikipedia.org/wiki/Malpuech_facial_clefting_syndrome,Yes
Mandibuloacral dysplasia,https://en.wikipedia.org/wiki/Mandibuloacral_dysplasia,No,https://en.wikipedia.org/wiki/Mandibuloacral_dysplasia,Yes
"Manic Depression, Bipolar","https://en.wikipedia.org/wiki/Manic_Depression,_Bipolar",Yes,https://en.wikipedia.org/wiki/Bipolar_disorder,Yes
Mannosidosis,https://en.wikipedia.org/wiki/Mannosidosis,No,https://en.wikipedia.org/wiki/Mannosidosis,Yes
Mansonelliasis,https://en.wikipedia.org/wiki/Mansonelliasis,No,https://en.wikipedia.org/wiki/Mansonelliasis,Yes
Mantle cell lymphoma,https://en.wikipedia.org/wiki/Mantle_cell_lymphoma,No,https://en.wikipedia.org/wiki/Mantle_cell_lymphoma,Yes
Marburg fever,https://en.wikipedia.org/wiki/Marburg_fever,Yes,https://en.wikipedia.org/wiki/Marburg_virus_disease,Yes
Marchiafava–Bignami disease,https://en.wikipedia.org/wiki/Marchiafava%E2%80%93Bignami_disease,No,https://en.wikipedia.org/wiki/Marchiafava%E2%80%93Bignami_disease
Marcus Gunn phenomenon,https://en.wikipedia.org/wiki/Marcus_Gunn_phenomenon,No,https://en.wikipedia.org/wiki/Marcus_Gunn_phenomenon,Yes
Marden–Walker syndrome,https://en.wikipedia.org/wiki/Marden%E2%80%93Walker_syndrome,No,https://en.wikipedia.org/wiki/Marden%E2%80%93Walker_syndrome,Yes
Marek disease,https://en.wikipedia.org/wiki/Marek_disease,Yes,https://en.wikipedia.org/wiki/Marek%27s_disease
Marfan syndrome,https://en.wikipedia.org/wiki/Marfan_syndrome,Yes,https://en.wikipedia.org/wiki/Marfan_syndrome,Yes
Marfan Syndrome type II,https://en.wikipedia.org/wiki/Marfan_Syndrome_type_II,Yes,https://en.wikipedia.org/wiki/Loeys%E2%80%93Dietz_syndrome,Yes
Marfanoid hypermobility,https://en.wikipedia.org/wiki/Marfanoid_hypermobility,Yes,https://en.wikipedia.org/wiki/Marfanoid
Marinesco–Sjögren syndrome,https://en.wikipedia.org/wiki/Marinesco%E2%80%93Sj%C3%B6gren_syndrome,No,https://en.wikipedia.org/wiki/Marinesco%E2%80%93Sj%C3%B6gren_syndrome,Yes
Marker chromosome 15 syndrome,https://en.wikipedia.org/wiki/Small_supernumerary_marker_chromosome#Marker_chromosome_15_syndrome,No,https://en.wikipedia.org/wiki/Small_supernumerary_marker_chromosome#Marker_chromosome_15_syndrome
Maroteaux–Lamy syndrome,https://en.wikipedia.org/wiki/Maroteaux%E2%80%93Lamy_syndrome,No,https://en.wikipedia.org/wiki/Maroteaux%E2%80%93Lamy_syndrome,Yes
Marshall syndrome,https://en.wikipedia.org/wiki/Marshall%E2%80%93Smith_syndrome,No,https://en.wikipedia.org/wiki/Marshall%E2%80%93Smith_syndrome,Yes
Marshall–Smith syndrome,https://en.wikipedia.org/wiki/Marshall%E2%80%93Smith_syndrome,No,https://en.wikipedia.org/wiki/Marshall%E2%80%93Smith_syndrome,Yes
MASA syndrome,https://en.wikipedia.org/wiki/MASA_syndrome,No,https://en.wikipedia.org/wiki/MASA_syndrome,Yes
Mass psychogenic illness,https://en.wikipedia.org/wiki/Mass_psychogenic_illness,No,https://en.wikipedia.org/wiki/Mass_psychogenic_illness
MASS syndrome,https://en.wikipedia.org/wiki/MASS_syndrome,No,https://en.wikipedia.org/wiki/MASS_syndrome,Yes
Mast cell disease,https://en.wikipedia.org/wiki/Mast_cell_disease,Yes,https://en.wikipedia.org/wiki/Mast_cell#Role_in_disease
Mastocytosis,https://en.wikipedia.org/wiki/Mastocytosis,No,https://en.wikipedia.org/wiki/Mastocytosis,Yes
Mastoiditis,https://en.wikipedia.org/wiki/Mastoiditis,No,https://en.wikipedia.org/wiki/Mastoiditis,Yes
MAT deficiency,https://en.wikipedia.org/wiki/Hypermethioninemia,No,https://en.wikipedia.org/wiki/Hypermethioninemia,Yes
Maternally inherited diabetes and deafness,https://en.wikipedia.org/wiki/Maternally_inherited_diabetes_and_deafness,Yes,https://en.wikipedia.org/wiki/Diabetes_and_deafness,Yes
Maturity onset diabetes of the young,https://en.wikipedia.org/wiki/Maturity_onset_diabetes_of_the_young,Yes,https://en.wikipedia.org/wiki/Maturity-onset_diabetes_of_the_young,Yes
"Maxillonasal dysplasia, Binder type","https://en.wikipedia.org/wiki/Maxillonasal_dysplasia,_Binder_type",Yes,https://en.wikipedia.org/wiki/Binder%27s_syndrome,Yes
Mayer–Rokitanski–Kuster syndrome,https://en.wikipedia.org/wiki/Mayer%E2%80%93Rokitanski%E2%80%93Kuster_syndrome,Yes,https://en.wikipedia.org/wiki/M%C3%BCllerian_agenesis,Yes
May–Hegglin anomaly,https://en.wikipedia.org/wiki/May%E2%80%93Hegglin_anomaly,No,https://en.wikipedia.org/wiki/May%E2%80%93Hegglin_anomaly,Yes
McArdle disease,https://en.wikipedia.org/wiki/McArdle_disease,Yes,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_V,Yes
McCune–Albright syndrome,https://en.wikipedia.org/wiki/McCune%E2%80%93Albright_syndrome,No,https://en.wikipedia.org/wiki/McCune%E2%80%93Albright_syndrome,Yes
McDonough syndrome,https://en.wikipedia.org/wiki/McDonough_syndrome,No,https://en.wikipedia.org/wiki/McDonough_syndrome,Yes
McGillivray syndrome,https://en.wikipedia.org/wiki/McGillivray_syndrome,No,https://en.wikipedia.org/wiki/McGillivray_syndrome,Yes
McKusick–Kaufman syndrome,https://en.wikipedia.org/wiki/McKusick%E2%80%93Kaufman_syndrome,No,https://en.wikipedia.org/wiki/McKusick%E2%80%93Kaufman_syndrome,Yes
McKusick type metaphyseal chondrodysplasia,https://en.wikipedia.org/wiki/McKusick_type_metaphyseal_chondrodysplasia,Yes,https://en.wikipedia.org/wiki/Cartilage%E2%80%93hair_hypoplasia,Yes
Munchausen syndrome by proxy,https://en.wikipedia.org/wiki/Munchausen_syndrome_by_proxy,Yes,https://en.wikipedia.org/wiki/Factitious_disorder_imposed_on_another,Yes
Munchausen syndrome by proxy,https://en.wikipedia.org/wiki/Munchausen_syndrome_by_proxy,Yes,https://en.wikipedia.org/wiki/Factitious_disorder_imposed_on_another,Yes
Peripartum cardiomyopathy,https://en.wikipedia.org/wiki/Peripartum_cardiomyopathy,No,https://en.wikipedia.org/wiki/Peripartum_cardiomyopathy,Yes
Measles,https://en.wikipedia.org/wiki/Measles,No,https://en.wikipedia.org/wiki/Measles,Yes
Meckel syndrome,https://en.wikipedia.org/wiki/Meckel_syndrome,Yes,https://en.wikipedia.org/wiki/Meckel%E2%80%93Gruber_syndrome,Yes
Mediterranean fever,https://en.wikipedia.org/wiki/Brucellosis,No,https://en.wikipedia.org/wiki/Brucellosis
Medium-chain Acyl-CoA dehydrogenase deficiency,https://en.wikipedia.org/wiki/Medium-chain_Acyl-CoA_dehydrogenase_deficiency,Yes,https://en.wikipedia.org/wiki/Medium-chain_acyl-coenzyme_A_dehydrogenase_deficiency,Yes
Medullary cystic disease,https://en.wikipedia.org/wiki/Medullary_cystic_disease,Yes,https://en.wikipedia.org/wiki/Medullary_cystic_kidney_disease,Yes
Medullary thyroid carcinoma,https://en.wikipedia.org/wiki/Medullary_thyroid_carcinoma,Yes,https://en.wikipedia.org/wiki/Medullary_thyroid_cancer,Yes
Medulloblastoma,https://en.wikipedia.org/wiki/Medulloblastoma,No,https://en.wikipedia.org/wiki/Medulloblastoma,Yes
Megacystis microcolon intestinal hypoperistalsis syndrome,https://en.wikipedia.org/wiki/Megacystis_microcolon_intestinal_hypoperistalsis_syndrome,Yes,https://en.wikipedia.org/wiki/Berdon_syndrome,Yes
Megaduodenum,https://en.wikipedia.org/wiki/Megaduodenum,No,https://en.wikipedia.org/wiki/Megaduodenum,Yes
Mega-epiphyseal dwarfism,https://en.wikipedia.org/wiki/Mega-epiphyseal_dwarfism,Yes,https://en.wikipedia.org/wiki/Otospondylomegaepiphyseal_dysplasia,Yes
Megaloblastic anemia,https://en.wikipedia.org/wiki/Megaloblastic_anemia,No,https://en.wikipedia.org/wiki/Megaloblastic_anemia,Yes
Meige syndrome,https://en.wikipedia.org/wiki/Meige_syndrome,Yes,https://en.wikipedia.org/wiki/Meige%27s_syndrome,Yes
