diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
épilepsie myoclono-astatique, , , , , , , , ,C4085238, ,C165674, 
syndrome de Nakajo, , ,syndrome de Nakajo-Nishimura, , , , , , ,C538334, , 
syndrome d'arthrite purulente-pyoderma gangrenosum-acné, , , , , , , , ,C1858361,C536253,C119055, 
persistance du cloaque, , , , , , , , ,C0266225, ,C99014, 
Pachydermopériostose,hippocratisme digital, , , , , , ,M89.4,"C0029411,C2678439",D010004,"C179057,C85023", 
acidémie propionique, , , , , , , ,"E71.1,E71.121","C0268579,C0311298,C2717876",D056693,C85030, 
hémangiomatose capillaire pulmonaire, , , , , , ,416.8,D18.0,"C0340548,C0340848",C535861, , 
tyrosinémie type 2, , , , , , , , , , ,C129032, 
sidérose superficielle  du système nerveux central, , , , , , , ,I69.0, , , , 
tyrosinémie type 3, ,"ascorbate de sodium,nitisinone", , , , , , , , , , 
syndrome de Worster-Drought, , , , , , , ,G80.8,C0796204,C536747, , 
syndrome de Young-Simpson,Ptosis, , , , , ,759.89,Q87.8,C1863557,C536717, , 
syndrome de Schwartz-Jampel, , , , , , ,759.89,"G71.1,Q78.8",C0036391, ,C35008, 
myélite atopique, , , , , , , , , , , , 
ossification du ligament longitudinal postérieur, , , , , , , , ,C1865343,D017887,C84975, 
Q11571042, , , , , , , , , , , , 
ossification du ligament jaune, , , , , , , , , , , , 
polykystose rénale, , , , , , ,753.12,Q61.3,"C0022680,C1567435", ,C75464, 
hypercholestérolémie familiale homozygote, , , , , , , ,E78.0,C0342881,D000090542, , 
hypertension artérielle pulmonaire, , , , , , , , ,C2973725,D000081029, , 
syndrome épileptique par infection fébrile, , , , , , , ,G40.5, , , , 
maladie de Still de l'enfant, ,"anakinra,méthotrexate,prednisolone,tocilizumab,étanercept", , , , , ,M08.2,"C0087031,C1384600", ,C119031, 
dystonie dopa-sensible par déficit en sépiaptérine réductase, , , , , , ,277.89,G24.1,C0268468,C562657, , 
syndrome hémolytique et urémique atypique, , , , , , , , , ,D065766,C123223, 
maladie veino-occlusive pulmonaire, , , , , , ,416.8, ,"C0034091,C4280802",D011668,C85039, 
Syndrome JMP, , , , , , , , , , , , 
glycogénose type 8, , , , , , , , ,C0017927,D006015, , 
hémangiome veineux, , , , , , ,228.09, ,C0334532, ,C4296, 
adénome hypophysaire à GH, , , , , , , , ,C0346302,D049912,C7461, 
tumeur  hypophysaire à TSH, , , , , , , , ,"C0346303,C2362538", ,"C7915,C8011", 
syndrome de Perry, , , , , , ,348.89, ,C1868594,C566822, , 
CARASIL,démence, , , , , , , , , , , 
syndrome CANDLE, , , , , , , , ,C1850568, , , 
gastroentérite à éosinophiles, , , , , , ,558.41, ,C1262481,C535952,C35330, 
colite à éosinophiles, , , , , , ,558.42,"K52.8,K52.82",C0267448, ,C27053, 
Sténose trachéale congénitale, , , , , , , , ,C0265767, , , 
déficit en décarboxylase des acides aminés aromatiques,Ptosis, , , , , ,270.8,G24.8,"C0342686,C1291564",C537437,C142085, 
hémimégalencéphalie, , , , , , ,742.4,Q04.5,C0431391,D065705,C177779, 
Maladie de Castleman multicentrique, , , , , , , ,D36.0,C1334815,C537372,C27855, 
rachitisme hypophosphatémique, , , , , , , , ,C1704375,D063730,C131449, 
syndrome de Joubert et maladies associées, , , , , , , , , , , , 
Q55782242, , , , , , , ,Q22.6,C0344975,C562832,C99032, 
malformation lymphatique, , , , , , , , , , , , 
trouble du cycle de la carnitine et du transport de la carnitine, , , , , , , ,E71.3, , , , 
Q55787788, , , , , , , ,G40.4, , , , 
dystonie héréditaire, , , , , , , , ,C0752207, , , 
Q55781700, , , , , , , ,Q87.8,C0796282,C537959, , 
campomélie type Cumming, , , , , , , ,Q87.8,C1859371,C537966, , 
Q55781702, , , , , , , ,Q87.1,"C1859359,C2931679",C537970, , 
Q55781704, , , , , , , ,Q87.1,"C2673861,C2931680","C537971,C567138", , 
Q55781717, , , , , , , ,Q87.2,C1859327,C535850, , 
kératodermie palmoplantaire et alopécie congénitale autosomique récessive, , , , , , , ,"Q82.8,Q84.0",C1859316,C535336, , 
Q55781721, , , , , , , , ,C1859315,C538281, , 
Q55781723, , , , , , , ,G11.2,C0796123,C538283, , 
Q55781727, , , , , , , ,G11.1,C1859306,C535350, , 
Q55781731, , , , , , , ,Q87.8,C1859301,C535353, , 
syndrome d'ataxie-hypogonadisme-dystrophie choroïdienne, , , , , , , ,G11.8,C1859093,C565850, , 
syndrome de Verloove-Van Horick-Brubakk, , , , , , , ,Q87.8,C1859082,C536541, , 
Q55781757, , , , , , , ,Q87.8,C1859081,C565844, , 
syndrome de colobome maculaire-fente palatine-hallux valgus,"colobome maculaire,fente palatine,hallux valgus", , , , , , ,Q87.8,C1857619,C565686, , 
Q55781762, , , , , , , ,Q87.8,"C1857587,C2931046",C535849, , 
Q55781764, , , , , , , ,Q87.8,C1857576,C565679, , 
Q55781769, , , , , , , , ,C1857568,C565674, , 
dyssynostose craniofaciale, , , , , , , ,Q87.0,C1857511,C536455, , 
Q55781778, , , , , , , ,Q87.2,C1857492,C565665, , 
Q55781793, , , , , , , , ,C1857423, , , 
Q55781798, , , , , , , ,Q87.8,C1857352,C535985, , 
Q55781799, , , , , , , ,Q87.8,C1857351,C535771, , 
Q55781803, , , , , , , , ,"C1857341,C2931454", , , 
Q55781805, , , , , , , , ,C1857340,C535993, , 
Q55781806, , , , , , , ,Q87.8,C1857339,C565642, , 
Q55781807, , , , , , , , ,C1857338,C537305, , 
syndrome de surdité-oligodontie, , , , , , , , ,C1857333,C538049, , 
Q55781811, , , , , , , , ,C1857332,C565637, , 
dermato-ostéolyse type Kirghize, , , , , , , , ,C1857301,C535373, , 
syndrome marfanoïde type de Silva, , , , , , , , ,C1857227,C565619, , 
syndrome de von Voss-Cherstvoy, , , , , , , ,Q87.8,C1857226,C565618, , 
dysplasie dyssegmentaire type  Rolland-Desbuquois, , , , , , ,756.59,Q77.7,C0432209,C537999, , 
Syndrome de dysplasie ectodermique-surdité neurosensorielle, , , , , , , , ,"C1857068,C2931012","C535757,C565606", , 
Q55781846, , , , , , , ,Q87.8,C1857053,C565605, , 
Syndrome d'Ehlers-Danlos avec déficit en fibronectine, , , , , , , ,Q79.6,C1857038,C565600, , 
syndrome d'Ehlers-Danlos type cardiaque valvulaire, , , , , , , ,Q79.6,C1857034,C536200, , 
syndrome d'Ehlers Danlos type dermato sparaxis, , , , , , , ,Q79.6,C2700425,C567527, , 
syndrome de Bonnemann-Meinecke-Reich, , , , , , , ,Q04.8,C1856973,C565594, , 
Q55781865, , , , , , , ,Q81.8,C1856969,C535492, , 
syndrome d'épilepsie-télangiectasie, , , , , , , ,G40.8,C1856929,C535497, , 
syndrome de Lowry-Wood, , , , , , , ,Q87.5,C0796021,C537038, , 
Q55781881, , , , , , , , ,C1856896,C536383, , 
syndrome de Thakker Donnai, , , , , , , ,Q87.8,"C1856892,C2931219", , , 
dysplasie facio-cardio-mélique létale, , , , , , , ,Q87.8,C1856891,C565578, , 
Q55781889, , , , , , , ,Q87.8,C1856871, , , 
Q55781891, , , , , , , ,Q87.0,C1856761,C565567, , 
Q55781892, , , , , , , ,Q87.8,C1856727,C537226, , 
Dysplasie fronto-facio-nasale, , , , , , , ,Q75.8,"C1856687,C2931720",C538063, , 
syndrome génito-palato-cardiaque, , , , , , , ,Q87.8,C1856466,C537683, , 
Q55781918, , , , , , , ,Q99.1,C1856272,C565536, , 
syndrome de Gorlin-Chaudhry-Moss, , , , , , ,759.89,Q87.0,C0345382,C537290, , 
syndrome de Hall-Riggs, , , , , , , ,Q87.8,C1856198,C535623, , 
Q55781927, , , , , , , ,Q74.2,C1856197,C536885, , 
Q55781934, , , , , , , ,Q43.1,"C1856112,C2931452", , , 
Q55781936, , , , , , , ,Q43.1,C1856110,C535615, , 
Q55781943, , , , , , , , ,C1968717,C566888, , 
syndrome de retard de croissance-hydrocéphalie-hypoplasie pulmonaire, , , , , , , ,Q87.8,C1856052,C535406, , 
Q55781947, , , , , , , ,Q87.8,C1856051,C535770, , 
maladie de Paget juvénile, , , , , , , ,"M88.0,M88.8,M88.9",C0268414,C537701,C131861, 
Q55781961, , , , , , , ,E21.0,"C1832615,C1832645",C563375,C131853, 
syndrome d'hypertrichose cervicale-neuropathie périphérique, , , , , , , , ,"C1855902,C2931676",C565492, , 
Q55781970, , , , , , , , ,"C1855860,C3278384", , , 
Q55781971, , , , , , , ,E29.1,C1855859,C543092, , 
dysostose facio-crânienne hypomandibulaire, , , , , , , ,Q75.4,C1855848,C537154, , 
syndrome d'hypospadias-déficience intellectuelle type Goldblatt, , , , , , , ,Q87.8,C0795989,C563067, , 
Q55781986, , , , , , , , ,C1855788,C537364, , 
Q55781987, , , , , , , , ,C1855787,C536274, , 
Q55781999, , , , , , , ,Q87.8,C1855732,C538341, , 
Q55782003, , , , , , , ,Q87.8,"C0432364,C1855715",C535542, , 
dysplasie létale Kniest-like, , , , , , , ,Q77.8,C1855605,C537208, , 
syndrome de  Lambert, , , , , , , ,Q87.8,C1855551,C538396, , 
syndrome Larsen-like type B3GAT3, , , , , , , ,Q74.8,"C1855536,C3278404",C537874, , 
syndrome létal Larsen-like, , , , , , , ,Q74.8,C1855535,C537872, , 
Q55782038, , , , , , , , ,C1855523,C565442, , 
Q55782041, , , , , , , ,Q82.4,C1855504,C565440, , 
Q55782055, , , , , , , ,Q87.8,C0796024,C537714, , 
syndrome oculo-tricho-anal, , , , , , ,759.89,Q87.8,C1855425,C536022, , 
Q55782068, , , , , , , ,Q87.8,C1855348,C565411, , 
Q55782069, , , , , , , ,Q87.8,"C0268364,C1855347",C565410, , 
syndrome de Hennekam-Beemer, , , , , , , ,Q82.2,"C1855345,C3151493", , , 
syndrome de McDonough, , , , , , , ,Q87.8,C0796038,C538158, , 
Q55782074, , , , , , , ,Q87.8,C1855303,C537447, , 
syndrome de Mietens, , , , , , ,759.89,Q87.8,C0265249,C537444, , 
Q55782076, , , , , , , ,Q87.8,C0796080,C563095, , 
acroscyphodysplasie métaphysaire, , , , , , , ,Q78.5,C1855243,C537350, , 
Q55782081, , , , , , , ,Q77.8,C1855229,C535798, , 
Q55782082, , , , , , , , ,C1855217,C565400, , 
Q55782084, , , , , , , ,Q78.5,C0432225,C537353, , 
Q55782085, , , , , , , , ,C1855188,C565398, , 
Q55782086, , , , , , , ,Q78.5,C1855175,C565396, , 
Q55782088, , , , , , , , ,C1834821,C563574, , 
nanisme microcéphalique primordial type Toriello, , , , , , , ,Q87.1,C1855089,C537321, , 
Q55782098, , , , , , , ,Q87.8,"C0796061,C1855080","C536711,C537324", , 
syndrome de Say-Barber-Miller, , , , , , , ,Q87.8,"C1855078,C2931267",C536618, , 
Q55782102, , , , , , , ,Q87.8,C0796066,C537325, , 
syndrome de Jawad, , , , , , , , ,"C0796063,C2673414", , , 
microphtalmie colobomateuse 4, , , , , , , , ,C1855053, , , 
Q55782113, , , , , , , , ,C1855034,C565376, , 
myopathie héréditaire avec acidose lactique par déficit en ISCU, , , , , , ,259.8,G71.3,C1850718,C564972, , 
syndrome de Richieri-Costa-da Silva, , , , , , , ,Q87.8,"C1850654,C2930978",C535675, , 
Q54553054, , , , , , , , , , ,C133729, 
leucémie aiguë de lignée ambiguë, , , , , , , ,C95.0,"C0023464,C1301357", ,"C7464,C82179", 
Q54553084, , , , , , , , , , ,C122658, 
Q54553148, , , , , , , , ,C3810400, ,C142802, 
Q54553171, , , , , , , , , , ,C142803, 
Q54553262, , , , , , , , , , ,C147070, 
Q54553341, , , , , , , , , , ,C45516, 
diplégie brachiale amyotrophique, , , , , , , , ,CL519697, ,C133085, 
luxation du genou, , , , , , , , ,C0159970,D031221, , 
fibromatose abdominale, , , , , , , , , ,D018221,C3741, 
Q54889350, , , , , , , ,E70.1,"C0268467,C2673535", ,C141442, 
Q54889362, , , , , , , , , , ,C138173, 
mâchoire édentée, , , , , , , , , ,D007575, , 
grossesse angulaire, , , , , , , , , ,D065170, , 
troubles neurologiques de l'intoxication par le plomb chez l'adulte, , , , , , , , , ,D020265, , 
rupture spontanée, , , , , , , , , ,D012422, , 
insuffisance ventriculaire, , , , , , , , , ,D018754,C111655, 
effets différés de l'exposition prénatale aux facteurs de risque, , , , , , , , , ,D011297, , 
cocancérogenèse, , , , , , , , , ,D003043, , 
parasitose cutanée, , , , , , , , , ,D012876, , 
hémorragie postopératoire, , , , , , , , , ,D019106, , 
maladie virale cutanée, , , , , , , , ,C0162628,D017193, , 
déplacement mésial des dents, , , , , , , , , ,D008644, , 
calcification vasculaire, , , , , , , , ,C0342649,D061205,C114846, 
encéphalopathie associée au sepsis, , , , , , , , , ,D065166, , 
mésothéliome kystique du péritoine, , , , , , , ,C45.1,"C0206680,C1266156,C1334818",D018261,"C3765,C6536", 
dysplasie ectodermique hypohidrotique autosomique recessive, , , , , , , ,Q82.4,C0406702,D053360,C84580, 
maladie nécrobiotique, , , , ,nécrobiose, , , , ,D017441, , 
anévrisme de l'artère iliaque, , , , , , , , , ,D017543, , 
lèpre paucibacillaire, , , , , , , , , ,D056005, , 
morsures et piqûres,"abrasion,hémorragie,lacération,tuméfaction", , , ,animal,http://www.wikidata.org/.well-known/genid/c49031be88b922c62d058dcbfa258924, , , ,D001733, , 
neuropathie amyloïde, , , , , , , , , ,D017772, , 
malformation oculaire, , , , , , , , , ,D005124, , 
malformation de l'appareil digestif, , , , , , , , ,C0266015,D004065, , 
thrombose veineuse profonde du membre supérieur, , , , , , , , ,C2717899,D056824, , 
lésion du nerf accessoire, , , , , , , , , ,D061227, , 
infiltration leucémique, , , , , , , , ,C0162679,D017254, , 
troubles neurologiques de l'intoxication par le plomb chez l'enfant, , , , , , , , , ,D020264, , 
néoplasie intraépithéliale de la prostate, , , , , , , , ,C0282612,D019048,C4064, 
varice de l'estomac et de l'œsophage, , , , , , , , ,C0014867,D004932, , 
mycose du système nerveux central, , , , , , , , , ,D020314, , 
anomalie cardio-vasculaire, , , , , , , , , ,D018376, , 
fracture du radius, , , , , , , , ,C0034628,D011885,C99039, 
infection à Birnaviridae, , , , ,infection, , , , ,D018175, , 
sarcome aviaire, , , , , , , , , ,D001357, , 
infection à Circoviridae, , , , ,infection, , , , ,D018173, , 
fistule cutanée, , , , , , , , , ,D017577,C98957, 
lissencéphalie pavimenteuse;, , , , , , , ,Q04.3,C0431376,D054222, , 
lèpre multibacillaire, , , , , , , , , ,D056006, , 
fracture périprothétique, , , , , , , , , ,D057068, , 
traumatismes de l'avant bras, , , , , , , , , ,D005543, , 
fissure dentaire, , , , , , , , , ,D003750, , 
lésion du nerf olfactif, , , , , , , , , ,D061219, , 
traumatisme du système nerveux central, , , , , , , , , ,D020196, , 
blessure du poignet, , , , , , , , , ,D014954, , 
encéphalite infectieuse, , , , , , ,"049.8,323.4", ,C0596773,D000069544,C79550, 
arthropathie de la coiffe des rotateurs, , , , , , , , , ,D000070656, , 
thromboembolisme cérébral, , , , , , , , , ,D002542, , 
lésion du nerf pneumogastrique, , , , , , , , , ,D061223, , 
infections des espaces méningés, , , , , , , , , ,D020819, , 
céphalée primaire, , , , , , ,339.81,G44.8,C0752150,D051270, , 
maladie du système génito-urinaire féminin, , , , , , , , , ,D052776, , 
tumeur oto-rhino-laryngologique, , , , , , , , , ,D010039, , 
léiomyome épithélioïde, , , , , , , , ,C0086533,D018230,C3486, 
rupture de la capsule antérieure du cristallin, , , , , , , , , ,D057971, , 
déminéralisation dentaire, , , , , , , , , ,D017001, , 
dissection de l'artère carotide interne, , , , , , , , ,C0751815,D020215, , 
structure  lymphoïde  tertiaire, , , , , , , , , ,D000072717, , 
déformation acquise de la main, , , , , , , , , ,D006227, , 
lésion du nerf hypoglosse, , , , , , , , , ,D061228, , 
fracture-luxation, , , , , , , , , ,D000072039, , 
trouble provoqué par des substances chimiques, , , , ,substance chimique, , , ,C0520761,D064419, , 
tumeur du glomus tympanique, , , , , , , , , ,D043604, , 
complication parasitaire de la grossesse, , , , , , , , , ,D015597, , 
fistule intestinale, , , , , , , , ,C0021833,D007412,C34732, 
syndrome paranéoplasique du système nerveux, , , , , , , , , ,D020361, , 
infection génitale, , , , , , , , , ,D060737, , 
malformation de la bouche, , , , , , , , ,C0026633,D009056, , 
Q54931852, , , , , , , , , ,D011833, , 
lésion du nerf abducens, , , , , , , , , ,D020222, , 
paragangliome extrasurrénalien, , , , , , , , ,CL497918,D010236,C3309, 
parasomnie survenant en sommeil paradoxal, , , , , , , , , ,D020923, , 
édentement complet, , , , , , , , , ,D009066, , 
lésion cérébrale diffuse, , , , , , , , , ,D000070625, , 
maladie du système génito-urinaire masculin, , , , , , , , , ,D052801, , 
épiphysiolyse, , , , , , , , ,C0014571,D004839,C118382, 
lésion du nerf trochléaire, , , , , , , , , ,D061247, , 
troubles neurologiques de l'intoxication par le plomb, , , , , , , , , ,D020263, , 
malformation congénitale de la main, , , , , , , , , ,D006228, , 
adénomatose pulmonaire, , , , , , , , , ,D018255, , 
Q54943809, , , , , , , , , ,D003789, , 
troubles de l'homéostasie des protéines, , , , , , , , ,C2718000,D057165, , 
infection à cytophagaceae, , , , ,infection, , , , ,D045827, , 
lésion du système vasculaire, , , , , , , , , ,D057772, , 
lymphangiectasie intestinale, , , , , , ,457.1,I89.0,C0024215,D008201, , 
traumatisme mandibulaire, , , , , , , , , ,D008338, , 
anomalie du développement sexuel due à une anomalie des chromosomes sexuels, , , , , , , , ,C2936421,D058533, , 
fracture mal consolidée, , , , , , , , , ,D017759,C118393, 
lésion du nerf optique, , , , , , , , , ,D020221, , 
maladie coeliaque collagénique, , , , , , , , , ,D064068, , 
troubles ovotesticulaires du développement sexuel, , , , , , , ,Q56.0,"C0266361,C2748895",D050090,C127167, 
anomalie maxillo-faciale, , , , , , , , , ,D019767, , 
maladie périapicale, , , , , , , , , ,D010483, , 
infection à protozoaires du système nerveux central, , , , , , , , , ,D020808, , 
virilisme, , , , , , , , , ,D014770, , 
fracture maxillaire, , , , , , , , , ,D008440, , 
angio-œdème héréditaire type 3, , , , , , , , , ,D056828, , 
maladie du prématuré, , , , , , , , , ,D007235, , 
maladies des annexes de l'utérus, , , , , , , , , ,D000291, , 
récidive tumorale locale, , , , , , , , , ,D009364, , 
anomalie du  système stomatognathique, , , , , , , , , ,D018640, , 
blessures par arme à décharge électrique, , , , ,pistolet à impulsion électrique, , , , ,D057667, , 
rachitisme hypophosphatémique, , , , , , , , ,C1704375,D063730,C131449, 
Q54945742, , , , , , , , , ,D053307, , 
lymphome immunoblastique à grandes cellules, , , , , , , , ,C0079746,D016400, , 
malformation congénitale du pied, , , , , , , , , ,D005532, , 
trouble neurocomportemental, , , , , , , , , ,D019954, , 
infection pelvienne, , , , , , , , , ,D034161, , 
malformation vasculaire du système nerveux central, , , , , , , , , ,D020785, , 
coma insulinique, , , , , , , , ,C0021645,D007331, , 
maladie bactérienne du système nerveux central, , , , , , , , , ,D020806, , 
parasitose hépatique, , , , , , , , , ,D008109, , 
Candidémie, , , , , , , , , ,D058387, , 
saignement buccal, , , , , , , , ,C0029163,D006472, , 
dommage préconceptionnel, , , , , , , , , ,D047489, , 
Q54946565, , , , , , , , , ,D003763, , 
aspergillose pulmonaire invasive, , , , , , , , , ,D055744, , 
blessure du doigt, , , , , , , , , ,D005383, , 
tachycardie atriale ectopique, , , , , , , , ,C0039234,D013612,C99113, 
tendinopathie du coude, , , , , , , , , ,D000070639, , 
embarrure, , , , , , , , , ,D020204, , 
perte de cellules endothéliales cornéennes, , , , , , , , , ,D055954, , 
kyste oesophagien, , , , , , , , , ,D004934, , 
trouble de l'audition central, , , , , , , , , ,D001304, , 
fistule urinaire, , , , , , , , , ,D014548, , 
Q54962877, , , , , , , , , , , , 
Q54963515, , , , , , , , ,C3280153, , , 
Q54963646, , , , , , , , ,C4310678, , , 
syndrome de Harel-Yoon, , , , , , , , ,"C4310677,CL602185", , , 
Q54963650, , , , , , , , ,C4310675, , , 
Q54963651, , , , , , , , ,C4310674, , , 
Q54963652, , , , , , , , ,C4310673, , , 
syndrome de Shashi-Pena, , , , , , , , ,C4310672, , , 
Q54963654, , , , , , , , ,C4310671, , , 
Q54963655, , , , , , , , ,C4310670, , , 
Q54963657, , , , , , , , ,C4310668, , , 
endartérite, , , , , , , , , ,D004692, , 
dégénérescence nerveuse, , , , , , , , ,C0027746,D009410, , 
opacification de la capsule postérieure, , , , , , , , ,"C1306068,C1444680",D058442, , 
lésion du nerf vestibulocochléaire, , , , , , , , , ,D061285, , 
occlusion du greffon vasculaire, , , , , , , , , ,D006083, , 
anomalie des chromosomes sexuels, , , , , , ,"758.8,758.81", ,"C0036868,C0949683",D012729, , 
entérocolite du patient neutropénique, , , , , , , , , ,D044504, , 
lésion de reperfusion myocardique, , , , , , , , , ,D015428, , 
anémie réfractaire, , , , , , ,238.72,D46.7,C0002893,D000753,C2872, 
spina bifida cystica, , , , , , , ,"Q05.0,Q05.1,Q05.2,Q05.3,Q05.4,Q05.5,Q05.6,Q05.7,Q05.8,Q05.9","C0025312,C0037917",D016137,C101201, 
malnutrition aigüe sévère, , , , , , , , , ,D000067011, , 
choléra-morbus, , , , , , , , , ,D017688, , 
Trouble veille sommeil, ,"Q7650517,alprazolam,armodafinil,clonazépam,diazépam,eszopiclone,gabapentine,ibuprofène,lorazépam,mirtazapine,olanzapine,oxybate de sodium,quétiapine,ramelteon,rispéridone,trazodone,triazolam,témazépam,zolpidem", , , , , , , ,D012893, , 
nodules pulmonaires multiples, , , ,fumer, , , , , ,D055613, , 
séropositivité VIH, , , , , , , , , ,D006679, , 
aphakie après chirurgie de la cataracte, , , , , , , , , ,D001036, , 
fractures du col fémoral, , , , , , , , , ,D005265, , 
Q54973435, , , , , , , , , ,D009384, , 
infection liée à une prothèse, , , , , , , , , ,D016459, , 
Metatarsus valgus, , , , , , , , ,C4082144,D000070591, , 
avortement incomplet, , , , , , , , , ,D000027,C50608, 
malformations dues aux radiations, , , , , , , , , ,D000016, , 
perte d'attache parodontale, , , , , , , , , ,D017622, , 
malformation congénitale du membre inférieur, , , , , , , , , ,D038061, , 
coma post-traumatique, , , , , , , , , ,D020207, , 
angiome veineux du système nerveux central, , , , , , , , ,C1956261,D020787, , 
migration d'un corps étranger, , , , , , , , , ,D005548, , 
hémorragie intracrânienne hypertensive, , , , , , , , , ,D020299, , 
céphalée secondaire, , , , , , , , ,C1565107,D051271, , 
insuffisance hépatique terminale, , , , , , , , ,C2936476,D058625,C84428, 
lymphœdème du membre supérieur, , , , , , , , , ,D000072656, , 
Q55009044, , , , , , , , ,C0571411, , , 
Q55009047, , , , ,carbamazépine, , , ,C0570787, , , 
Q55009048, , , , ,abacavir, , , , , , , 
Q55009052, , , , ,phénobarbital, , , ,C0570785, , , 
Q55009061, , , , , , , , ,C0570633, , , 
Q55009066, , , , ,amodiaquine, , , ,C0571303, , , 
Q55009068, , , , , , , , ,C0571453, , , 
Q55009076, , , , , , , , ,C0571460, , , 
Q55009083, , , , , , , , ,C0571147, , , 
Q55009084, , , , ,aztréonam, , , ,C0571476, , , 
Q55009085, , , , ,méropénem, , , ,C2711220, , , 
Q55009108, , , , , , , , , , , , 
Q55009110, , , , , , , , , , , , 
allergie respiratoire à l'anhydride tétrachlorophtalique, , , , ,anhydride tétrachlorophtalique, , , , , , , 
Q55009121, , , , , , , , , , , , 
Q55009126, , , , ,dichromate de potassium, , , , , , , 
Q55009127, , , , , , , , ,C0570547, , , 
Q55009129, , , , , , , , , , , , 
Q55009135, , , , , , , , , , , , 
Q55009144, , , , , , , , ,C0571482, , , 
Q55009146, , , , ,Q27225753, , , , , , , 
Q55009176, , , , ,anhydride d'acide, , , , , , , 
sepsis bactérien, , , , ,bactériémie, ,995.91, ,C0684256, , , 
Q55782138, , , , , , , ,Q87.8,C1850553,C536401, , 
Q55782140, , , , , , , ,Q87.8,C1850552,C536402, , 
syndrome neuro-facio-digito-rénal, , , , , , , ,Q87.8,C0796088,C537388, , 
syndrome oculo-palato-cérébral, , , , , , , ,Q87.1,C1850338,C564935, , 
oculo-tricho-dysplasie, , , , , , , , ,C1850332,C564934, , 
Q55782160, , , , , , , ,Q82.4,"C0796093,C1275074",C537742, , 
syndrome d'Oliver, , , , , , , ,Q87.2,C1850320,C564931, , 
Q55782165, , , , , , , ,Q87.8,C1850317,C537747, , 
Q55782168, , , , , , , , ,C1850303, , , 
Q55782174, , , , , , , , ,C1850268,C536272, , 
Q55782176, , , , , , , , ,C1850186,C564923, , 
Q55782178, , , , , , , ,Q78.0,C1850184,C537558, , 
Q55782179, , , , , , , , ,C1850143,C536052, , 
Q55782182, , , , , , , , ,C1850140,C537706, , 
syndrome oto-onycho-péronéal, , , , , , ,759.89,Q87.5,"C1850105,C2711794",C564912, , 
Q55782185, , , , , , , , ,C1850103,C538094, , 
dysplasie pelviscapulaire, , , , , , , ,Q87.5,C1850040,C535550, , 
syndrome de Pfeiffer-Palm-Teller, , , , , , , ,Q87.1,C1849929,C537889, , 
syndrome Phaver, , , , , , , ,Q87.8,C1849928,C538357, , 
Q55782209, , , , , , , , ,C1849805,C535763, , 
Q55782220, , , , , , , , ,C3550661, , , 
Q55782221, , , , , , , ,Q87.2,C1849732,C564880, , 
Q55782226, , , , , , , ,Q87.8,C1849719,C564875, , 
Q55782235, , , , , , , ,Q56.2,C1849696,C564869, , 
syndrome acro-oto-oculaire, , , , , , , ,Q87.0,C1849661,C564866, , 
Q55782242, , , , , , , ,Q22.6,C0344975,C562832,C99032, 
pyknoachondrogenèse, , , , , , , ,Q78.8,C1849523,C536251, , 
Q55782257, , , , , , , ,Q87.8,"C1849470,C2931776","C538217,C564856", , 
"Anomalies rénales, génitales et de l'oreille moyenne", , , , , , , ,Q87.8,C1849432,C564849, , 
Q55782280, , , , , , , ,Q87.8,C1849401,C564841, , 
Q55782294, , , , , , , ,Q87.1,C1849382,C537611, , 
syndrome de Richieri-Costa-Pereira, , , , , , , ,Q87.8,C1849348,C535677, , 
Syndrome de microbrachycéphalie-ptosis-fente labiale, , , , , , , ,Q87.8,C0796142, , , 
Q55782299, , , , , , , ,Q78.8,C0265292, , , 
Q55782323, , , , , , , ,G11.8,C1849088,C564802, , 
Q55782325, , , , , , , ,Q87.8,C1849069,C564799, , 
spondyloenchondrodysplasie, , , , , , ,756.9,Q77.7,C0432222,C535782, , 
Q55782327, , , , , , , ,Q77.7,C1849053,C564796, , 
Q55782329, , , , , , , ,Q77.7,C0432213,C562958, , 
déficit isolé en sulfite oxydase, , , , , , , ,E72.1,"C0268624,C2931746",C538141, , 
syndrome de Summitt, , , , , , , ,Q82.0,C1802405,C538142, , 
Q55782337, , , , , , , , ,C1848932,C564788, , 
Q55782339, , , , , , , , ,C1848909,C536945, , 
Q55782341, , , , , , , , ,"C1848903,C2931509","C536952,C537496", , 
Dysplasie thoracomélique, , , , , , , ,Q77.2,"C1848863,C2931227", , , 
Q55782352, , , , , , , ,Q87.8,C1848816,C564769, , 
syndrome thyro-cérébro-renal, , , , , , , , ,C1848813,C536908, , 
Q55782356, , , , , , , ,Q87.8,C1848812,C536907, , 
dysplasie tricho-odonto-onychiale, , , , , , , , ,"C1848744,C3279457,C3502453",C564760, , 
trigonocéphalie - nez bifide - anomalies des extrémités, , , , , , , ,Q87.0,C1848743,C564759, , 
phocomélie Schinzel, , , , , , , ,Q87.2,C1848651,C535612, , 
Q55782375, , , , , , , ,Q87.2,"C1848650,C2931370","C536934,C564757", , 
Q55782390, , , , , , , ,Q22.6,C1848587,C535682, , 
Q55782398, , , , , , , , ,C1848470,C536699, , 
syndrome de mèches blanches-anomalies multiples,achromotrichie, , , , , , ,Q87.8,C1848463,C536700, , 
