diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
kaposiform hemangioendothelioma,Q55786078, , , , , , , , , , , , , ,D18.0,C1367420,C537007,C27510, ,"Kaposiform hemangioendothelioma is a very rare, aggressive, vascular tumor manifesting in the neonatal period or in infancy as cutaneous vascular tumors to large infiltrative lesions","Congenital cutaneous multifocal kaposiform hemangioendothelioma,KH,KHE,Kaposiform Hemangioendothelioma,Kaposiform hemangio-endothelioma"
Keratolytic winter erythema,Q1976193, , , , , , , , , , , , ,695.89, ,C0406756,C536155, ,https://en.wikipedia.org/wiki/Keratolytic_winter_erythema,medical condition,"Erythrokeratolysis hiemalis,Erythrokeratolysis hiemalis ichthyosis,KERATOLYTIC WINTER ERYTHEMA,KERATOLYTIC WINTER ERYTHEMA, KWE,KWE,Oudtshoorn Skin Disease,Oudtshoorn disease,Oudtshoorn skin"
Kounis syndrome,Q6434647, , , , , , , , ,hypersensitivity,Q5958765, , , , ,C2609176, , ,https://en.wikipedia.org/wiki/Kounis_syndrome,medical condition,allergic acute coronary syndrome
John Langdon Down,Q315940, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/John_Langdon_Down,British physician and first person to describe Down syndrome (1828-1896),John Langdon Haydon Down
lead poisoning,Q110315,"Burton line,abdominal pain,anemia,anorexia,arterial hypertension,colic,constipation,encephalopathy,eye irritation,facial pallor,fatigue,insomnia,kidney disease,malnutrition,paralysis,tremor,weight loss","Q1054718,Q107231,Q11820606,Q12167,Q13522706,Q178436,Q183425,Q1869874,Q21111985,Q223907,Q254327,Q41861,Q5000947,Q5445,Q576349,Q718113,Q9690","D-penicillamine,dimercaprol,meso-2,3-dimercaptosuccinic acid","Q413968,Q421239,Q423814", , , , ,lead,Q708,Blood lead level,Q3392515,"984.8,984.9",T56.0,C0023176,D007855, ,https://en.wikipedia.org/wiki/Lead_poisoning,"poisoning by lead in the body, especially affects the brain","Lead intoxication,Plumbism,Saturnism"
left ventricular hypertrophy,Q1628627, , , , , , , , , , , , , , ,C0149721,D017379, ,https://en.wikipedia.org/wiki/Left_ventricular_hypertrophy,medical condition, 
"Leigh syndrome, French Canadian type",Q112221244, , , , , , , , , , , , , , , , , ,"https://en.wikipedia.org/wiki/Leigh_syndrome,_French_Canadian_type",mitochondrial disorder, 
[Spastic levator syndrome],Q72475133, , , , , , , , , , , , , , , , , , ,scientific article published on 01 December 1994, 
Lichen planopilaris,Q6543201, , , , , , , , , , , , , ,L66.1,C0023645,C535892, ,https://en.wikipedia.org/wiki/Lichen_planopilaris,"Lichen planopilaris (LPP) is a rare cutaneous variant of lichen planus (see this term) which affects hair follicles. It may occur on its own or in association with more common forms of lichen planus, usually classical type and/or oral lichen planus.","Follicular lichen planus,LPP,Lichen follicularis,Lichen planus follicularis"
lichen spinulosus,Q6543215, , , , , , , , , , , , , , ,C0263373, , ,https://en.wikipedia.org/wiki/Lichen_spinulosus,medical condition,keratosis spinulosa
lissencephaly due to LIS1 mutation,Q55999740, , , , , , , , , , , , , ,Q04.3,CL939321, , , ,human disease,"Lissencephaly Sequence, Isolated,PAFAH1B1-related lissencephaly,Subcortical Band Heterotopia,Subcortical Laminar Heterotopia"
Livedoid dermatitis,Q1335036, , , , , , , , , , , , , , , ,D065148, ,https://en.wikipedia.org/wiki/Livedoid_dermatitis,medical condition,"Embolia cutis medicamentosa,Nicolau syndrome"
ergine,Q2041643, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Ergine,chemical compound,"LSA,d-lysergamide,d-lysergic acid amide"
Familial association of the lupus anticoagulant,Q33486846, , , , , , , , , , , , , , , , , , ,scientific article, 
[Hereditary genital lymphedema of the Milroy-None type],Q71191017, , , , , , , , , , , , , , , , , , ,scientific article published on 01 December 1983, 
[Congenital lymphedema],Q68918646, , , , , , , , , , , , , , , , , , ,scientific article published on 01 January 1986, 
[Small non-cleaved follicular cell lymphoma],Q69253576, , , , , , , , , , , , , , , , , , ,scientific article published on 01 January 1987, 
Lymphomatoid papulosis,Q1878745, , , , , , , , , , , , ,447.8,"C86.6,L41.2",C0206182,D017731,C3721,https://en.wikipedia.org/wiki/Lymphomatoid_papulosis,medical condition,LyP
macrophagic myofasciitis,Q3331434, , , , , , , , , , , , , ,M60.8,C2931639,C537829, ,https://en.wikipedia.org/wiki/Macrophagic_myofasciitis,human disease,"MMF,Macrophagic myofasciitis, childhood"
Malonyl-CoA decarboxylase deficiency,Q6744526, , , , , , , , , , , , , ,E72.8,C0342793,C535702, ,https://en.wikipedia.org/wiki/Malonyl-CoA_decarboxylase_deficiency,Malonic aciduria is a metabolic disorder caused by deficiency of malonyl-CoA decarboxylase (MCD),"MALONYL-CoA DECARBOXYLASE DEFICIENCY,malonic aciduria"
Marek's disease,Q53843869, , , , , , , , ,infection,Q166231, , , , , ,D008380,C84884,https://en.wikipedia.org/wiki/Marek%27s_disease,highly contagious viral neoplastic disease in chickens,"MD,Marek disease"
marfanoid hypermobility syndrome,Q55781208, , , , , , , , , , , , , , ,C0268365,C531742, , ,human disease,"Contractural arachnodactyly,MARFANOID HYPERMOBILITY SYNDROME,marfanoid joint hypermobility syndrome"
Non-chromosome 15 marker chromosome in a Prader-Willi syndrome patient with uniparental disomy,Q57557316, , , , , , , , , , , , , , , , , , , , 
sociogenic illness,Q4532199, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Mass_psychogenic_illness,spread of illness symptoms through a population where there is no viral or bacterial agent responsible for contagion,"MPI,epidemic hysteria,mass hysteria,mass psychogenic disorder,mass psychogenic illness,mass sociogenic illness"
systemic mastocytosis,Q3851644, , , , , , , , , , , , , ,D47.02,C0221013,D034721,C9235, ,human disease,"Mastocytosis, Systemic,SMCD - systemic mast cell disease,systemic tissue mast cell disease"
familial Mediterranean fever,Q1144618,inflammation,Q101991,(+/-)-Colchicine,Q26998324, , , , , , , , ,277.31,M04.1,C0031069,D010505,C84707,https://en.wikipedia.org/wiki/Familial_Mediterranean_fever,Human disease,"FAMILIAL MEDITERRANEAN FEVER,FAMILIAL MEDITERRANEAN FEVER, FMF,FMF,Familial Mediterranean Fever, Autosomal Recessive,Polyserositis, Familial Paroxysmal,Polyserositis, Recurrent,benign paroxysmal peritonitis"
meningococcal septicemia,Q18966489, , , , , , , , , , , , , , ,C0025306, , , ,Human disease,"Meningococcal sepsis,Meningococcal septicaemia,Meningococcemia,Meningococcemia (disorder),Meningococcemia, unspecified (disorder),obsolete meningococcal septicemia"
metageria,Q6822520, , , , , , , , , , , , , , , ,C538187, ,https://en.wikipedia.org/wiki/Metageria,medical condition,Acrogeria type Gottron
Michels Caskey syndrome,Q6837318, , , , , , , , , , , , , , ,C2931537,C537576, ,https://en.wikipedia.org/wiki/Michels_Caskey_syndrome,medical condition,Hypoplastic thumb - mullerian aplasia
Pierson syndrome,Q32136429, , , , , , , , , , , , , ,N04.8,C1836876,C537185,C128145, ,Pierson syndrome is characterised by the association of congenital nephrotic syndrome and ocular anomalies with microcoria,"Microcoria - congenital nephrosis,Microcoria - congenital nephrotic syndrome,Microcoria-Congenital Nephrotic Syndrome,PIERSON SYNDROME,microcoria-congenital nephrosis syndrome"
Microinfarct,Q18344610, , , , , , , , , , , , , , ,CL1379045, , ,https://en.wikipedia.org/wiki/Microinfarct, ,Cerebral microinfarction
mild cognitive impairment,Q1472703, , , , ,attention deficit hyperactivity disorder,Q181923, , , , , , , , ,C0234985, , ,https://en.wikipedia.org/wiki/Mild_cognitive_impairment,brain function syndrome,MCI
MCF-7/MN1,Q54904376, , , , , , , , , , , , , , , , , , ,cell line,"MN-1,MN1"
Mondini dysplasia,Q1944248, , , , , , , , , , , , , , ,"C0395941,C1857078", , ,https://en.wikipedia.org/wiki/Mondini_dysplasia,medical condition,Mondini defect
Mondor's disease,Q555816, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Mondor%27s_disease,medical condition, 
chronic mountain sickness,Q582189, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Chronic_mountain_sickness,disease in which the proportion of blood volume that is occupied by red blood cells increases and there is an abnormally low level of oxygen in the blood,"CMS,Monge's disease"
Morel's ear,Q6911278, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Morel%27s_ear, , 
Spastic ataxia-corneal dystrophy syndrome,Q24977247, , , , , , , , , , , , , ,G11.8,C1849085,C536989, ,https://en.wikipedia.org/wiki/Spastic_ataxia-corneal_dystrophy_syndrome,"Mousa-AlDin-AlNassar syndrome is characterised by the presence of spastic ataxia in association with bilateral congenital cataract, corneal dystrophy, and nonaxial myopia","Bedouin spastic ataxia syndrome,Mousa-Al Din-Al Nassar syndrome,SPINOCEREBELLAR DEGENERATION WITH MACULAR CORNEAL DYSTROPHY, CONGENITAL CATARACTS, AND MYOPIA,Spastic ataxia-ocular anomalies syndrome,spastic ataxia-corneal dystrophy syndrome"
multiple organ dysfunction syndrome,Q1193870, , , , , , , , , , , , ,995.92, , ,D009102,C75568,https://en.wikipedia.org/wiki/Multiple_organ_dysfunction_syndrome,altered organ function in an acutely ill patient requiring medical intervention to achieve homeostasis.,"MODS,MOF,MOF , multiple organ failure,MSOF,multi system organ failure,multi-system organ failure,multiple organ failure,multisystem organ failure"
myiasis,Q304601, , , , , , , , ,infection,Q166231, , ,134.0,"B87,B87.0,B87.1,B87.2,B87.3,B87.4,B87.8,B87.9",C0027030,D009198,C128400,https://en.wikipedia.org/wiki/Myiasis,parasitic ectoparasitic infectious disease that is caused by parasitic dipterous fly larvae (maggots) feeding on the host's necrotic or living tissue,"Infestation by fly larvae (disorder),Myiasis, unspecified,Myiasis, unspecified (disorder),blowfly strike,flystrike,infestation by fly larvae,infestation by maggots,maggot infestation"
Myxozoa,Q134882, , , , , , , , , , , , , , , ,D055764, ,https://en.wikipedia.org/wiki/Myxozoa,Unranked parasitic microscopic cnidarians, 
nemaline myopathy 5,Q32144946, , , , , , , , , , , , , ,G71.2,C1854380,C538397, , ,nemaline myopathy that has material basis in homozygous mutation in the TNNT1 gene on chromosome 19q13,"ANM,Amish nemaline myopathy,NEM5,NEMALINE MYOPATHY 5,NEMALINE MYOPATHY 5, NEM5,Nemaline Myopathy type 5,Nemaline Myopathy, Amish Type,nemaline myopathy 5, Amish type"
necrophilia,Q181843, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Necrophilia,"a pathological attraction to dead bodies, especially sexual attraction or intercourse","necrochlesis,necrocoitus,necrolagnia,necrophiliac,necrophilism,thanatophilia"
"neural tube defects, folate-sensitive",Q55999628, , , , , , , , , , , , , , ,"C1866558,C1866559", , , ,human disease,"NEURAL TUBE DEFECTS, FOLATE-SENSITIVE,NEURAL TUBE DEFECTS, FOLATE-SENSITIVE, NTDFS,NTDFS,Ntd, Folate-Sensitive,Spina Bifida, Folate-Sensitive,folate-sensitive neural tube defect"
Alzheimer disease without neurofibrillary tangles,Q55345770, , , , , , , , , , , , , , ,C1858751,C536599, , ,human disease,ALZHEIMER DISEASE WITHOUT NEUROFIBRILLARY TANGLES
neurofibromatoses,Q847605, , , , , , , , , , , , ,"237.7,237.70,237.71,237.72","Q85.00,Q85.01,Q85.02","C0027831,C0027832,C0162678,C0220695",D017253,"C3273,C3274,C6727",https://en.wikipedia.org/wiki/Neurofibromatosis,human diseases,"Acoustic neurofibromatosis,NEUROFIBROMATOSIS, TYPE IV, OF RICCARDI,NEUROFIBROMATOSIS, TYPE IV, OF RICCARDI, NF4,NF4,Neurofibromatosis,Neurofibromatosis 1,Neurofibromatosis type 4,Neurofibromatosis, Atypical,Neurofibromatosis, NF,Neurofibromatosis, Variant Form(S) of,Nf 4,Recklinghausen's neurofibromatosis,central Neurofibromatosis,neurofibromatosis,neurofibromatosis type 1,neurofibromatosis type 2,neurofibromatosis type 4,neurofibromatosis type IV,peripheral Neurofibromatosis,type IV neurofibromatosis of riccardi,von Reklinghausen disease"
neurotoxic disorder,Q26989045, , , , , , , , ,neurotoxicity,Q3338704, , , , , ,D020258, , ,class of disease,neurotoxicity syndromes
nicotine withdrawal,Q3961638, , , , , , , , ,smoking cessation,Q2462253, , , , , , , ,https://en.wikipedia.org/wiki/Nicotine_withdrawal,process of withdrawing from nicotine addiction, 
"Niemann-Pick disease, type C1",Q50349678, , , , , , , , , , , , , ,E75.2,"C0220756,C0268247,C1850363,C3179455", ,C126864, ,"Type C Niemann-Pick disease associated with a mutation in the gene NPC1, encoding Niemann-Pick C1 protein","NIEMANN-PICK DISEASE, TYPE C1,NIEMANN-PICK DISEASE, TYPE C1, NPC1,NPC1,Neurovisceral Storage Disease With Vertical Supranuclear Ophthalmoplegia,Niemann-Pick Disease With Cholesterol Esterification Block,Niemann-Pick Disease Without Sphingomyelinase Deficiency,Niemann-Pick Disease, Chronic Neuronopathic Form,Niemann-Pick Disease, Nova Scotian Type,Niemann-Pick Disease, Subacute Juvenile Form,Niemann-Pick Disease, Type C,Niemann-Pick Disease, Type D,Type C1 Niemann-Pick Disease"
noise-induced hearing loss,Q1475712, , , , , , , , ,acoustic trauma,Q2230578, , ,388.12, ,"C0018781,C2751629",D006317,C34664,https://en.wikipedia.org/wiki/Noise-induced_hearing_loss,condition in which a person loses the ability to hear due to exposure to high intensity sound,"NIHL,hearing loss, noise-induced,noise induced hearing loss"
nonverbal learning disorder,Q1417880, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Nonverbal_learning_disorder,medical condition, 
notalgia paresthetica,Q494925, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Notalgia_paresthetica,neuropathy causing itching between the shoulder blades, 
Peripheral positional nystagmus,Q79551283, , , , , , , , , , , , , , , , , , ,scientific article published on 01 March 1948, 
foveal hypoplasia-presenile cataract syndrome,Q56013824, , , , , , , , , , , , , ,H26.0,C2931644,C537858, , ,human disease,O'Donnell-Pappas syndrome
Occupational asthma and wood dust,Q66640744, , , , , , , , , , , , , , , , , , ,newsletter published in 2017, 
toxoplasmic chorioretinitis,Q7830466, , , , , , , , , , , , ,130.7, ,C0040561,D014126, ,https://en.wikipedia.org/wiki/Toxoplasmic_chorioretinitis,Human disease,"Chorioretinitis due to toxoplasmosis,Conjunctivitis due to acquired toxoplasmosis (disorder),Conjunctivitis due to toxoplasmosis,Ocular toxoplasmosis (disorder),Toxoplasma chorioretinitis,Toxoplasma conjunctivitis,Toxoplasmosis chorioretinitis (disorder),obsolete ocular toxoplasmosis,ocular toxoplasmosis"
Ogilvie's Syndrome,Q93860628, , , , , , , , , , , , , , , , , , , , 
oligodactyly,Q975088, , , , , , , , , , , , , , ,"C0728895,C3887496", , ,https://en.wikipedia.org/wiki/Oligodactyly,Presence of four or fewer digits on a hand or foot,Absent finger
Olney's lesions,Q2657006, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Olney%27s_lesions,NMDA receptor antagonist neurotoxicity,NMDA receptor antagonist neurotoxicity
Omodysplasia 2,Q48989848, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Omodysplasia_2,medical condition, 
Onychocryptosis,Q71844033, , , , , , , , , , , , , , , , , , ,scientific article published on 01 April 1995, 
Onychogryphosis,Q2495793, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Onychogryphosis,medical condition, 
onychomadesis,Q7095151, , , , , , , , , , , , , ,L60.8, , , ,https://en.wikipedia.org/wiki/Onychomadesis,medical condition, 
Onychomatricoma,Q7095153, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Onychomatricoma,neoplasm involving a UBERON:0002283,"UBERON:0002283 neoplasm (disease),onychomatricoma"
Onychophosis,Q7095156, , , , , , , , , , , , , , ,CL548940, , ,https://en.wikipedia.org/wiki/Onychophosis, , 
Opioid-induced hyperalgesia,Q17146561, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Opioid-induced_hyperalgesia,Pain caused by opiod addiction, 
Organophosphate poisoning,Q3153685, , , , , , , , ,"organic compound, having C-P covalent bound",Q2182492, , , , , ,D062025, ,https://en.wikipedia.org/wiki/Organophosphate_poisoning,Bodily harm caused by consumptions of organophosphates., 
orthostatic intolerance,Q7104932, , , , , , , , , , , , , , ,C1535893,D054971, ,https://en.wikipedia.org/wiki/Orthostatic_intolerance,Human disease,"IRRITABLE HEART,MITRAL VALVE PROLAPSE SYNDROME,NEUROCIRCULATORY ASTHENIA,ORTHOSTATIC INTOLERANCE"
ocetiope,Q913236, , , , , , , , , , , , , , , ,D010011, ,https://en.wikipedia.org/wiki/Osteocyte,bone cell with single core,osteocytes
otopalatodigital syndrome,Q56014249, , , , , , , , , , , , , ,Q87.0, , , ,https://en.wikipedia.org/wiki/Oto-palato-digital_syndrome,x-linked recessive genetic disorders,"Oto-palato-digital syndrome,Taybi syndrome"
Ovarian remnant syndrome,Q48834864, , , , , , , , , , , , , , ,C0271614, , ,https://en.wikipedia.org/wiki/Ovarian_remnant_syndrome,medical condition, 
Overwhelming post-splenectomy infection,Q2106293, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Overwhelming_post-splenectomy_infection,medical condition, 
extramammary Paget's disease,Q3077016, , , , , , , , , , , , , , , ,D010145,C3302,https://en.wikipedia.org/wiki/Extramammary_Paget%27s_disease,human disease,"Extramammary Paget's disease,Extramammary Paget's disease (morphologic abnormality),Paget Disease, Extramammary,Paget's disease, extramammary, excluding Paget's disease of bone (morphologic abnormality),extramammary Paget disease,obsolete extramammary Paget's disease"
Panayiotopoulos syndrome,Q7130160, , , , , , , , , , , , ,345.80,G40.0, , , ,https://en.wikipedia.org/wiki/Panayiotopoulos_syndrome,human disease,"Early-onset benign childhood occipital epilepsy,Panayiotopoulos syndrome"
Pancreas divisum,Q585140, , , , , , , , , , , , , , ,C0266270, , ,https://en.wikipedia.org/wiki/Pancreas_divisum,congenital disorder of digestive system, 
chronic pancreatitis,Q1996053, , , , , , , , , , , , , , ,"C0149521,C4014770",D050500,C84637,https://en.wikipedia.org/wiki/Chronic_pancreatitis,human disease,"Hereditary pancreatitis,obsolete relapsing pancreatitis,relapsing pancreatitis"
parathyroid neoplasm,Q7136148, , , , , , , , , , , , ,239.7,"C75.0,D35.1,D44.2",C0030521,D010282,C3313,https://en.wikipedia.org/wiki/Parathyroid_neoplasm,any of the forms of tumor of parathyroid gland that have a rare incidence,"Neoplasm of Parathyroid,Neoplasm of the Parathyroid,Neoplasm of the Parathyroid Gland,Parathyroid Neoplasms,Parathyroid Tumor,Tumor of Parathyroid,Tumor of the Parathyroid,Tumor of the Parathyroid Gland,neoplasm of parathyroid gland,parathyroid gland neoplasm (disease),parathyroid gland tumor,tumor of parathyroid gland"
Effect of a partial deletion of Y chromosome on in vitro fertilizing ability of mouse spermatozoa,Q67504085, , , , , , , , , , , , , , , , , , ,scientific article published on 01 October 1992, 
Patterson syndrome,Q7148484, , , , , , , , , , , , , ,E34.8,C1868546,C536310, ,https://en.wikipedia.org/wiki/Patterson_syndrome,human disease,"PATTERSON PSEUDOLEPRECHAUNISM SYNDROME,Patterson syndrome,pseudoleprechaunism"
T-cell childhood acute lymphocytic leukemia,Q26492839, , , , , , , , , , , , , , ,C0279583, ,C7953, ,childhood acute lymphoblastic leukemia that has material basis in T-cells,"Childhood Precursor T-Lymphoblastic Leukemia,Childhood T-ALL,Childhood T-Cell Acute Lymphoblastic Leukemia,T Acute Lymphoblastic Leukemia,T-Cell Childhood ALL,T-Cell Childhood Acute Lymphoblastic Leukemia,T-Cell Childhood Acute Lymphocytic Leukemia,T-Cell Pediatric ALL,T-Cell Pediatric Acute Lymphoblastic Leukemia,T-Cell Pediatric Acute Lymphocytic Leukemia,childhood T acute lymphoblastic leukemia"
perioral dermatitis,Q1114789, , , , , , , , , , , , , , ,"C0263449,C0424489",D019557, ,https://en.wikipedia.org/wiki/Perioral_dermatitis,medical condition, 
B19 chronic bone marrow failure: a persistent parvovirus infection of humans,Q68462550, , , , , , , , , , , , , , , , , , ,scientific article published on 01 January 1990, 
SC phocomelia syndrome,Q52956039, , , , , , , , , , , , , , ,C0392475, ,C4681, ,human disease,"Hypomelia Hypotrichosis Facial hemangioma syndrome,Phocomelia-Pseudothalidomide Syndrome,SC PHOCOMELIA SYNDROME,SC PSEUDOTHALIDOMIDE SYNDROME"
Phosphoglucomutase,Q425427, , , , , , , , , , , , , , , ,D010733, ,https://en.wikipedia.org/wiki/Phosphoglucomutase,class of enzymes,"alpha-D-glucose 1,6-phosphomutase,glucose phosphomutase,phosphoglucose mutase"
Phosphoglycerate kinase deficiency,Q72071795, , , , , , , , , , , , , , , , , , ,scientific article published on 01 July 1994, 
phytophotodermatitis,Q1660485, , , , , , , , , , , , , , ,CL505184, , ,https://en.wikipedia.org/wiki/Phytophotodermatitis,skin condition caused by a chemical reaction which makes skin hypersensitive to ultraviolet light, 
Pickardt syndrome,Q2092226, , , , , , , , , , , , , ,E23.6,C4053775, ,C121150,https://en.wikipedia.org/wiki/Pickardt_syndrome,Rare form of tertiary hypothyroidism,"Ectopic neurohypophysis,Hypoplastic Anterior Pituitary, Missing Stalk, and Ectopic Posterior Pituitary,PSIS,Pickardt-Fahlbusch syndrome,Pituitary stalk interruption syndrome"
[Pierre Marie cerebellar heredo-ataxia. Report of 3 familial cases],Q70453764, , , , , , , , , , , , , , , , , , ,scientific article published on 01 January 1972, 
Pili multigemini,Q7193991, , , , , , , , , , , , ,704.8,L67.8, ,C537188, ,https://en.wikipedia.org/wiki/Pili_multigemini,medical condition,"Pili multigemini,pili gemini"
pili torti,Q7193994, , , , , , , , , , , , , ,Q84.1,C0263491,C562485, ,https://en.wikipedia.org/wiki/Pili_torti,medical condition,"PILI TORTI, EARLY-ONSET,Pili Torti, Ronchese Type,Pili torti,Twisted Hair,twisting of hair"
Pityriasis lichenoides chronica,Q2097355, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Pityriasis_lichenoides_chronica,medical condition, 
Pityriasis lichenoides et varioliformis acuta,Q4118211, , , , , , , , , , , , ,696.5, ,"C0162850,C0162852", , ,https://en.wikipedia.org/wiki/Pityriasis_lichenoides_et_varioliformis_acuta,human disease,"Disease, Habermann,Disease, Habermann's,Disease, Mucha-Habermann,Habermann Disease,Habermann's Disease,Habermanns Disease,Mucha Habermann Disease,Mucha Habermann disease,PLEVA,acute lichenoid pityriasis,mucha-habermann disease,mucha-habermann syndrome,parapsoriasis lichenoides et varioliformis acuta,parapsoriasis varioliformis acuta"
plague meningitis,Q18924565, , , , , , , , , , , , , , , , , , ,Human disease,"Meningeal plague,obsolete plague meningitis"
Asymptomatic pharyngeal plague infection in Vietnam.,Q41561321, , , , , , , , , , , , , , , , , , ,scientific article published on March 1967, 
autosomal recessive polycystic kidney,Q3395618, , , , , , , , , , , , ,753.14,Q61.1,C0085548,D017044,C84579,https://en.wikipedia.org/wiki/Autosomal_recessive_polycystic_kidney_disease,recessive form of polycystic kidney disease,"ARPKD,Arpkd,Autosomal Recessive Polycystic kidney disease,Pkhd1,Polycystic Kidney Disease, Infantile, Type I,Polycystic Kidney and Hepatic Disease 1,Polycystic kidney disease, infantile type (disorder),Polycystic kidney, autosomal recessive,autosomal recessive polycystic kidney,autosomal recessive polycystic kidney disease,obsolete autosomal recessive polycystic kidney"
Polyomavirus infectious disease,Q19000740, , , , , , , , ,infection,Q166231, , , , , ,D027601, , ,Human disease,"Polyomavirus Infection,Polyomavirus Infections,obsolete Polyomavirus infectious disease,polyomavirus infectious disease"
POROKERATOSIS OF MIBELLI,Q78258000, , , , , , , , , , , , , , , , , , ,scientific article published on 01 January 1965, 
rheumatoid factor-positive polyarticular juvenile idiopathic arthritis,Q55788662, , , , , , , , , , , , , ,M08.0,C3890733, ,C119034, ,"category of juvenile idiopathic arthritis defined by the presence of arthritis affecting five or more separate joints during the first six months of disease, with positive serologic testing for rheumatoid factor","Juvenile idiopathic polyarthritis, rheumatoid factor positive,Juvenile idiopathic rheumatoid factor-positive polyarthritis,Polyarthritis with rheumatoid factor,Polyarticular JIA, RF+,Polyarticular Juvenile Idiopathic Arthritis, RF+,Polyarticular Juvenile Idiopathic Arthritis, Rheumatoid Factor Positive,Rheumatoid factor-positive polyarticular JIA"
Posterior tibial tendon rupture,Q70390864, , , , , , , , , , , , , , , , , , ,scientific article published on 01 June 1988, 
Post-SSRI sexual dysfunction,Q778642, , , , , , , , ,selective serotonin reuptake inhibitor,Q334477, , , , , , , ,https://en.wikipedia.org/wiki/Post-SSRI_sexual_dysfunction,iatrogenic pathology caused by serotonin reuptake inhibitors (SSRIs) and serotonin-noradrenaline reuptake inhibitors (SNRIs), 
Post-traumatic epilepsy,Q7233592, , , , , , , , , , , , , , , ,D004834, ,https://en.wikipedia.org/wiki/Post-traumatic_epilepsy,form of acquired epilepsy,PTE
"Postural hypotension: causes, clinical features, investigation, and management",Q33144536, , , , , , , , , , , , , , , , , , ,scientific article, 
congenital prekallikrein deficiency,Q55783901, , , , , , , , , , , , ,286.9,D68.8,C0272339,C562725,C99022, , ,"Fletcher Factor Deficiency,PREKALLIKREIN DEFICIENCY,Pkk Deficiency,Prekallikrein deficiency, congenital"
presbycusis,Q1756133, , , , , , , , , , , , , , ,C0033074,D011304,C116367,https://en.wikipedia.org/wiki/Presbycusis,cumulative effect of aging on hearing,"age-related hearing loss,presbyacusis"
primary orthostatic tremor,Q55786295, , , , , , , , , , , , , ,G25.2,C0878578,C536418, , ,"Primary orthostatic tremor (POT), or ``shaky legs syndrome'', is a rare movement disorder characterized by fast, task-specific tremor, affecting the legs and trunk while standing","OT,Orthostatic tremor, primary,POT,Shaky leg syndrome"
[Congenital proconvertin deficiency],Q54143983, , , , , , , , , , , , , , , , , , ,scientific article, 
Proliferating trichilemmal cyst,Q7249604, , , , , , , , , , , , , , ,C2733650, , ,https://en.wikipedia.org/wiki/Proliferating_trichilemmal_cyst,medical condition,Proliferating pilar cyst
Prurigo nodularis,Q3924802, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Prurigo_nodularis,medical condition, 
Pseudocholinesterase deficiency,Q7254644, , , , , , , , , , , , ,289.89, ,C1283400,C537417, ,https://en.wikipedia.org/wiki/Pseudocholinesterase_deficiency,medical condition, 
Pneumonia caused by Pseudomonas aeruginosa infection,Q110979474, , , , , , , , ,Pseudomonas aeruginosa,Q31856, , , , ,C0920182, , , , , 
Chloronychia caused by Pseudomonas oryzihabitans infection,Q99407401, , , , , , , , , , , , , , , , , , ,scientific article published on 31 July 2020, 
Pseudomonas stutzeri infection of the hip joint,Q69493279, , , , , , , , , , , , , , , , , , ,scientific article published on 01 March 1986, 
Pseudopelade of Brocq,Q3409596, , , , , , , , , , , , , , ,C0086873, , ,https://en.wikipedia.org/wiki/Pseudopelade_of_Brocq,medical condition, 
