diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
Q54667120, , , , , , , , ,CL519697, ,C133085, 
luxación de la rodilla, , , , , , , , ,C0159970,D031221, , 
Q54889321, , , , , , , , , ,D018221,C3741, 
Q54889350, , , , , , , ,E70.1,"C0268467,C2673535", ,C141442, 
Q54889362, , , , , , , , , , ,C138173, 
Q54911224, , , , , , , , , ,D007575, , 
Q54911242, , , , , , , , , ,D065170, , 
Q54911298, , , , , , , , , ,D020265, , 
Q54911330, , , , , , , , , ,D012422, , 
Q54911334, , , , , , , , , ,D018754,C111655, 
Q54911376, , , , , , , , , ,D011297, , 
Q54911386, , , , , , , , , ,D003043, , 
enfermedad cutánea parasitaria, , , , , , , , , ,D012876, , 
Q54911437, , , , , , , , , ,D019106, , 
infección viral cutánea, , , , , , , , ,C0162628,D017193, , 
Q54911488, , , , , , , , , ,D008644, , 
calcificación vascular, , , , , , , , ,C0342649,D061205,C114846, 
Q54911517, , , , , , , , , ,D065166, , 
Q54911649, , , , , , , ,C45.1,"C0206680,C1266156,C1334818",D018261,"C3765,C6536", 
Q54911667, , , , , , , ,Q82.4,C0406702,D053360,C84580, 
Q54911677, , , , ,necrobiosis, , , , ,D017441, , 
Q54911678, , , , , , , , , ,D017543, , 
Q54911701, , , , , , , , , ,D056005, , 
mordeduras y picaduras,"abrasión,hemorragia,hinchazón,laceración", , , ,Animalia,http://www.wikidata.org/.well-known/genid/c49031be88b922c62d058dcbfa258924, , , ,D001733, , 
Q54911710, , , , , , , , , ,D017772, , 
Q54911717, , , , , , , , , ,D005124, , 
Q54911721, , , , , , , , ,C0266015,D004065, , 
Q54911741, , , , , , , , ,C2717899,D056824, , 
Q54911746, , , , , , , , , ,D061227, , 
Q54911749, , , , , , , , ,C0162679,D017254, , 
Q54911756, , , , , , , , , ,D020264, , 
Q54911767, , , , , , , , ,C0282612,D019048,C4064, 
variz esofágica y gástrica, , , , , , , , ,C0014867,D004932, , 
micosis del sistema nervioso central, , , , , , , , , ,D020314, , 
anomalía cardiovascular, , , , , , , , , ,D018376, , 
Q54911877, , , , , , , , ,C0034628,D011885,C99039, 
Q54912072, , , , ,infección, , , , ,D018175, , 
sarcoma aviaria, , , , , , , , , ,D001357, , 
Q54912150, , , , ,infección, , , , ,D018173, , 
Q54912155, , , , , , , , , ,D017577,C98957, 
Q54912176, , , , , , , ,Q04.3,C0431376,D054222, , 
Q54912179, , , , , , , , , ,D056006, , 
fractura periprostética, , , , , , , , , ,D057068, , 
Q54912204, , , , , , , , , ,D005543, , 
Q54926202, , , , , , , , , ,D003750, , 
Q54926570, , , , , , , , , ,D061219, , 
traumatismo del sistema nervioso central, , , , , , , , , ,D020196, , 
Q54927127, , , , , , , , , ,D014954, , 
Q54927311, , , , , , ,"049.8,323.4", ,C0596773,D000069544,C79550, 
Q54927356, , , , , , , , , ,D000070656, , 
Q54927442, , , , , , , , , ,D002542, , 
Q54927530, , , , , , , , , ,D061223, , 
Q54927621, , , , , , , , , ,D020819, , 
Q54927701, , , , , , ,339.81,G44.8,C0752150,D051270, , 
Q54927807, , , , , , , , , ,D052776, , 
neoplasia otorrinolaringológica, , , , , , , , , ,D010039, , 
Q54927959, , , , , , , , ,C0086533,D018230,C3486, 
Q54928062, , , , , , , , , ,D057971, , 
Q54928159, , , , , , , , , ,D017001, , 
Q54928207, , , , , , , , ,C0751815,D020215, , 
Q54928327, , , , , , , , , ,D000072717, , 
Q54928386, , , , , , , , , ,D006227, , 
Q54930744, , , , , , , , , ,D061228, , 
Q54930822, , , , , , , , , ,D000072039, , 
Q54930906, , , , ,sustancia química, , , ,C0520761,D064419, , 
Q54931036, , , , , , , , , ,D043604, , 
Q54931164, , , , , , , , , ,D015597, , 
Q54931334, , , , , , , , ,C0021833,D007412,C34732, 
Q54931551, , , , , , , , , ,D020361, , 
infección del sistema reproductor, , , , , , , , , ,D060737, , 
Q54931797, , , , , , , , ,C0026633,D009056, , 
Q54931852, , , , , , , , , ,D011833, , 
Q54931978, , , , , , , , , ,D020222, , 
Q54932022, , , , , , , , ,CL497918,D010236,C3309, 
Q54932054, , , , , , , , , ,D020923, , 
Q54932060, , , , , , , , , ,D009066, , 
Q54932066, , , , , , , , , ,D000070625, , 
Q54932071, , , , , , , , , ,D052801, , 
epifisiolisis, , , , , , , , ,C0014571,D004839,C118382, 
Q54932081, , , , , , , , , ,D061247, , 
Q54932084, , , , , , , , , ,D020263, , 
deformidad congénita de la mano, , , , , , , , , ,D006228, , 
Q54943748, , , , , , , , , ,D018255, , 
Q54943809, , , , , , , , , ,D003789, , 
Q54943822, , , , , , , , ,C2718000,D057165, , 
Q54943847, , , , ,infección, , , , ,D045827, , 
Q54943865, , , , , , , , , ,D057772, , 
Q54943899, , , , , , ,457.1,I89.0,C0024215,D008201, , 
Q54943919, , , , , , , , , ,D008338, , 
Q54943934, , , , , , , , ,C2936421,D058533, , 
Q54943948, , , , , , , , , ,D017759,C118393, 
Q54943954, , , , , , , , , ,D020221, , 
Q54943978, , , , , , , , , ,D064068, , 
Síndrome POEMS, , , , , , , , ,"C0085404,C1510415,C3898068",D016878,"C7765,C80303", 
Xantomatosis cerebrotendinosa, , , , , , , ,E75.5,C0238052,D019294,C84628, 
anemia sideroblástica, , , , , , ,285.0,"D64.0,D64.1,D64.2,D64.3",C0002896,D000756,C36078, 
Q2613277, , , , , , , ,D56.0,C1845055,C538258,C118631, 
Síndrome de Marinesco-Sjögren, , , , , , ,742.4,G11.1,C0024814, , , 
hipercolesterolemia familiar, ,"Colesevelam,estatina,ezetimiba,rosuvastatina", , , , , ,"E78.00,E78.01","C0020445,C0549399",D006938,"C123416,C34704", 
Q2756703, , , , , , , , ,C0338503,D025962,C85063, 
Síndrome de Mowat-Wilson, , , , , , ,759.89,Q43.1,C1856113,C536990,C74999, 
Q2787011, ,Etanercept, , , , , ,M86.3,C0410422,C535456,C119042, 
Q2869826, , , , , , , ,Q25.5,C0344976,C562833,C99033, 
esclerosis lateral primaria, , , , , , ,335.24,"G12.2,G12.23,G12.29","C0154682,C1968845",D016472,C129933, 
Diabetes insípida nefrogénica, , , , , , ,588.1,N25.1,C0162283,D018500,C84919, 
Q2966733, , , , , , ,758.89,Q93.2,"C0265482,C2930886","C535369,C580424",C169001, 
Q3010837, , , , , , ,"745.3,746.89",Q20.4,C0152424, , , 
inmunodeficiencia primaria, , , , , , ,279.3,D84.9,C0021051,D000081207,"C3131,C39725", 
Q3053945, , , , , , ,270.7,"E72.5,E72.51","C0268560,C0751748",D020158,C84937, 
Truncus arteriosus persistente, , , , , , , ,Q20.0,C0041207,D014339,C98880, 
Q3144300, , , , , , , , , , ,C35261, 
Intolerancia a la proteína lisinúrica, , , , , , ,270.8,E72.0,C0268647,C562687,C121563, 
Acidemia isovalérica, , , , , , , ,"E71.1,E71.110",C0268575,C538167,C98964, 
Q3281284, , , , , , ,758.89,E75.2,C1857316,C536329, , 
enfermedad peroxisomal, ,Ácido cólico, , , , ,277.86,"E71.5,E71.50",C0282528,D018901,C85005, 
Síndrome de supresión 1p36, , , , , , ,758.39,Q93.5,C1842870,C535362,C74983, 
Meningocele, , , , , , , ,"Q05,Q05.0,Q05.1,Q05.2,Q05.3,Q05.4,Q05.5,Q05.6,Q05.7,Q05.8,Q05.9","C0025312,C0086664,C0751316",D008591,"C101201,C98874", 
corea acantocítica, , , , , , ,333.0,E78.6,C0393576, ,C84926, 
Q3338664, , , , , , ,333.0,G23.0,C1853578,C548080, , 
Déficit familiar de LCAT, , , , , , , ,E78.6,C0023195,D007863,C84813, 
Q3501283, , , , , , , ,Q20.3,C1275836, ,C99096, 
Q3508622, , , , , , ,323.81,G61.0,C1960543, , , 
Q3508729, , , , , , , ,E83.0,"C0268353,C1096660",C537860, , 
Síndrome miasténico congénito, , , , , , , , ,C0751882,D020294,C84647, 
Síndrome periódico asociado a factor necrosis tumoral, , , , , , , ,E85.0,C1275126,C536657,C119051, 
Q3589156, , , , , , , , ,C3494976, , , 
aciduria 3-metilglutacónica, , , , , , , ,"E71.1,E71.111",C3696376,C579867,C98678, 
distrofia muscular congénita de Ullrich, , , , , , , ,G71.2,C0410179, ,C123438, 
Q3801602, , , , , , , , ,CL495526, , , 
"EFMR, Epilepsia rosa", , , , , , , , , , , , 
Q3843800,Esplenomegalia, , , , , ,289.51,D73.2,C0154307,C537903, , 
Q4348144, , , , , , ,759.89,Q87.3,"C0220765,C0265210","C536687,C562443",C125599, 
Q4357083, , , , , , , ,Q04.3,C0795949,C537548,C132195, 
Distrofia macular corneal, , , , , , ,371.55,H18.55,C0024439, ,C34793, 
Q4652470, , , , , , , ,E85.9,C0268381,C531616, , 
Q4891136, , , , , , , , ,C1608393,C536138,C98982, 
Q4897218, , , , , , , ,E71.1,"C1533628,C1536500","C535434,C535818",C98841, 
extrofia cloacal, , , , , , , , , , , , 
Q5160422, , , , , , ,285.8,D64.4,C0002876,D000742,C84646, 
distrofia muscular distal, , , , , , , ,G71.0,"C0751336,C1864706",D049310,C84675, 
Q5326887, ,"Clobazam,clonazepam", , , , , , ,C0270855, ,C116593, 
esclerodermia sistémica,Q102186567,"Cloroquina,Q27114267,Q27258445,Q410789,Q413772", , , , ,710.1,"M34.0,M34.1,M34.2,M34.8,M34.9",C0036421,D012595,C72070, 
Q5369177,"cardiopatía congénita,discapacidad cognitiva,hipotonía,labio leporino", , , , , ,758.5,Q92.6,C1836929,C535733, , 
Q5737835, , , , , , ,323.81,E75.2,"C1857300,C3711381",C580150,C153289, 
Q5988903, , , , , , , , , , , , 
Neuropatía motora multifocal, , , , , , ,357.89,"G61.8,G61.82",C0393847, , , 
Q6934914, , , , , , , ,"D81.81,D81.819,E53.8",C0026755,D009100, , 
Q6947909, , , , , , , , ,C4085238, ,C165674, 
Q6960193, , ,Q56013902, , , , , , ,C538334, , 
Síndrome PAPA, , , , , , , , ,C1858361,C536253,C119055, 
Q7170405, , , , , , , , ,C0266225, ,C99014, 
Q7243138,acropaquia, , , , , , ,M89.4,"C0029411,C2678439",D010004,"C179057,C85023", 
Acidemia propiónica, , , , , , , ,"E71.1,E71.121","C0268579,C0311298,C2717876",D056693,C85030, 
Q7259524, , , , , , ,416.8,D18.0,"C0340548,C0340848",C535861, , 
Tirosinemia tipo 2, , , , , , , , , , ,C129032, 
Q7643329, , , , , , , ,I69.0, , , , 
Tirosinemia tipo 3, ,"Q3877355,ascorbato de sodio", , , , , , , , , , 
Q8037137, , , , , , , ,G80.8,C0796204,C536747, , 
Q8058422,ptosis palpebral, , , , , ,759.89,Q87.8,C1863557,C536717, , 
Q9390341, , , , , , ,759.89,"G71.1,Q78.8",C0036391, ,C35008, 
Q11283959, , , , , , , , , , , , 
Q11488367, , , , , , , , ,C1865343,D017887,C84975, 
Q11571042, , , , , , , , , , , , 
Q11677816, , , , , , , , , , , , 
poliquistosis renal, , , , , , ,753.12,Q61.3,"C0022680,C1567435", ,C75464, 
Q15815863, , , , , , , ,E78.0,C0342881,D000090542, , 
Q16070735, , , , , , , , ,C2973725,D000081029, , 
Q17143712, , , , , , , ,G40.5, , , , 
artritis juvenil idiopática sistémica, ,"Etanercept,Metotrexato,Prednisolona,anakinra,tocilizumab", , , , , ,M08.2,"C0087031,C1384600", ,C119031, 
Q17156923, , , , , , ,277.89,G24.1,C0268468,C562657, , 
Síndrome hemolítico urémico atípico, , , , , , , , , ,D065766,C123223, 
Q18345704, , , , , , ,416.8, ,"C0034091,C4280802",D011668,C85039, 
Q18553304, , , , , , , , , , , , 
Q18555183, , , , , , , , ,C0017927,D006015, , 
Q18556421, , , , , , ,228.09, ,C0334532, ,C4296, 
Q18557191, , , , , , , , ,C0346302,D049912,C7461, 
Q18557201, , , , , , , , ,"C0346303,C2362538", ,"C7915,C8011", 
Síndrome de Perry, , , , , , ,348.89, ,C1868594,C566822, , 
Q25324161,demencia, , , , , , , , , , , 
Q26689941, , , , , , , , ,C1850568, , , 
gastroenteritis eosinofílica, , , , , , ,558.41, ,C1262481,C535952,C35330, 
colitis eosinofílica, , , , , , ,558.42,"K52.8,K52.82",C0267448, ,C27053, 
Q28873218, , , , , , , , ,C0265767, , , 
Q30989658,ptosis palpebral, , , , , ,270.8,G24.8,"C0342686,C1291564",C537437,C142085, 
Q40103033, , , , , , ,742.4,Q04.5,C0431391,D065705,C177779, 
Q50349818, , , , , , , ,D36.0,C1334815,C537372,C27855, 
Q54945704, , , , , , , , ,C1704375,D063730,C131449, 
Q55345933, , , , , , , , , , , , 
Q55782242, , , , , , , ,Q22.6,C0344975,C562832,C99032, 
Q55786076, , , , , , , , , , , , 
Q55787303, , , , , , , ,E71.3, , , , 
Q55787788, , , , , , , ,G40.4, , , , 
Q55787960, , , , , , , , ,C0752207, , , 
Q54944059, , , , , , , ,Q56.0,"C0266361,C2748895",D050090,C127167, 
Q54944124, , , , , , , , , ,D019767, , 
Q54944146, , , , , , , , , ,D010483, , 
Q54944161, , , , , , , , , ,D020808, , 
Q54944172, , , , , , , , , ,D014770, , 
Q54944911, , , , , , , , , ,D008440, , 
Q54945172, , , , , , , , , ,D056828, , 
enfermedad del prematuro, , , , , , , , , ,D007235, , 
Q54945591, , , , , , , , , ,D000291, , 
Q54945651, , , , , , , , , ,D009364, , 
Q54945665, , , , , , , , , ,D018640, , 
Q54945688, , , , ,arma de electrochoque, , , , ,D057667, , 
Q54945704, , , , , , , , ,C1704375,D063730,C131449, 
Q54945742, , , , , , , , , ,D053307, , 
Q54945783, , , , , , , , ,C0079746,D016400, , 
Q54945820, , , , , , , , , ,D005532, , 
Q54945855, , , , , , , , , ,D019954, , 
infección pélvica, , , , , , , , , ,D034161, , 
Q54945930, , , , , , , , , ,D020785, , 
Q54945966, , , , , , , , ,C0021645,D007331, , 
enfermedad bacteriana del sistema nervioso central, , , , , , , , , ,D020806, , 
parasitosis hepática, , , , , , , , , ,D008109, , 
Q54946225, , , , , , , , , ,D058387, , 
Q54946292, , , , , , , , ,C0029163,D006472, , 
Q54946387, , , , , , , , , ,D047489, , 
Q54946565, , , , , , , , , ,D003763, , 
aspergilosis pulmonar invasiva, , , , , , , , , ,D055744, , 
Q54946694, , , , , , , , , ,D005383, , 
Q54946755, , , , , , , , ,C0039234,D013612,C99113, 
Q54947001, , , , , , , , , ,D000070639, , 
Q54947033, , , , , , , , , ,D020204, , 
Q54947136, , , , , , , , , ,D055954, , 
Q54947288, , , , , , , , , ,D004934, , 
trastorno de la audición central, , , , , , , , , ,D001304, , 
fístula urinaria, , , , , , , , , ,D014548, , 
Q54962877, , , , , , , , , , , , 
Q54963515, , , , , , , , ,C3280153, , , 
Q54963646, , , , , , , , ,C4310678, , , 
Q54963647, , , , , , , , ,"C4310677,CL602185", , , 
Q54963650, , , , , , , , ,C4310675, , , 
Q54963651, , , , , , , , ,C4310674, , , 
Q54963652, , , , , , , , ,C4310673, , , 
Q54963653, , , , , , , , ,C4310672, , , 
Q54963654, , , , , , , , ,C4310671, , , 
Q54963655, , , , , , , , ,C4310670, , , 
Q54963657, , , , , , , , ,C4310668, , , 
Q54971166, , , , , , , , , ,D004692, , 
Q54971278, , , , , , , , ,C0027746,D009410, , 
Q54971415, , , , , , , , ,"C1306068,C1444680",D058442, , 
lesión del nervio vestibulococlear, , , , , , , , , ,D061285, , 
Q54971563, , , , , , , , , ,D006083, , 
Q54971630, , , , , , ,"758.8,758.81", ,"C0036868,C0949683",D012729, , 
Q54971712, , , , , , , , , ,D044504, , 
Q54971821, , , , , , , , , ,D015428, , 
Q54971935, , , , , , ,238.72,D46.7,C0002893,D000753,C2872, 
Q54972151, , , , , , , ,"Q05.0,Q05.1,Q05.2,Q05.3,Q05.4,Q05.5,Q05.6,Q05.7,Q05.8,Q05.9","C0025312,C0037917",D016137,C101201, 
Q54972217, , , , , , , , , ,D000067011, , 
Q54972345, , , , , , , , , ,D017688, , 
Q54972453, ,"Alprazolam,Eszopiclona,Gabapentina,Mirtazapina,Olanzapina,Q417689,Q7553347,Q7650517,Temazepam,Trazodona,Triazolam,Zolpidem,armodafinilo,clonazepam,diazepam,ibuprofeno,lorazepam,quetiapina,risperidona", , , , , , , ,D012893, , 
nódulos pulmonares múltiples, , , ,fumar, , , , , ,D055613, , 
Q54973000, , , , , , , , , ,D006679, , 
Q54973095, , , , , , , , , ,D001036, , 
Q54973148, , , , , , , , , ,D005265, , 
Q54973435, , , , , , , , , ,D009384, , 
infección relacionada a una prótesis, , , , , , , , , ,D016459, , 
Q54973753, , , , , , , , ,C4082144,D000070591, , 
Q54973841, , , , , , , , , ,D000027,C50608, 
Q54974010, , , , , , , , , ,D000016, , 
Q54974031, , , , , , , , , ,D017622, , 
Q54974057, , , , , , , , , ,D038061, , 
Q54974104, , , , , , , , , ,D020207, , 
Q54974116, , , , , , , , ,C1956261,D020787, , 
Q54974186, , , , , , , , , ,D005548, , 
Q54974218, , , , , , , , , ,D020299, , 
Q54974239, , , , , , , , ,C1565107,D051271, , 
Q54974362, , , , , , , , ,C2936476,D058625,C84428, 
Q55008903, , , , , , , , , ,D000072656, , 
Q55009044, , , , , , , , ,C0571411, , , 
alergia a la carbamazepina, , , , ,carbamazepina, , , ,C0570787, , , 
Q55009048, , , , ,abacavir, , , , , , , 
alergia al fenobarbital, , , , ,fenobarbital, , , ,C0570785, , , 
Q55009061, , , , , , , , ,C0570633, , , 
Q55009066, , , , ,Amodiaquina, , , ,C0571303, , , 
Q55009068, , , , , , , , ,C0571453, , , 
Q55009076, , , , , , , , ,C0571460, , , 
Q55009083, , , , , , , , ,C0571147, , , 
Q55009084, , , , ,Aztreonam, , , ,C0571476, , , 
Q55009085, , , , ,Meropenem, , , ,C2711220, , , 
Q55009108, , , , , , , , , , , , 
asma alérgica al níquel, , , , , , , , , , , , 
Q55009115, , , , ,Q21045245, , , , , , , 
Q55009121, , , , , , , , , , , , 
Q55009126, , , , ,dicromato de potasio, , , , , , , 
Q55009127, , , , , , , , ,C0570547, , , 
Q55009129, , , , , , , , , , , , 
Q55009135, , , , , , , , , , , , 
Q55009144, , , , , , , , ,C0571482, , , 
Q55009146, , , , ,Q27225753, , , , , , , 
Q55009176, , , , ,anhídrido de ácido, , , , , , , 
sepsis bacteriana, , , , ,bacteriemia, ,995.91, ,C0684256, , , 
Q55787135, , , , , , , ,Q74.8, , , , 
Q55787136, , , , , , , ,Q69.1, , , , 
Q55787137, , , , , , , ,Q69.1, , , , 
Q55787138, , , , , , , ,Q69.1, , , , 
Q55787139, , , , , , , ,Q69.1, , , , 
Q55787141, , , , , , , ,Q69.0, , , , 
Q55787142, , , , , , , ,Q69.0, , , , 
Q55787143, , , , , , , ,Q70.4, , , , 
Q55787144, , , , , , , ,Q70.4, , , , 
Q55787145, , , , , , , ,Q69.0, , , , 
Q55787146, , , , , , , ,Q69.0, , , , 
Q55787147, , , , , , , ,Q69.0, , , , 
Q55787149, , , , , , , ,Q69.0, , , , 
Q55787150, , , , , , , ,Q69.0, , , , 
Q55787151, , , , , , , ,Q69.0, , , , 
Q55787160, , , , , , , ,Q69.2, , , , 
Q55787161, , , , , , , ,Q69.2, , , , 
Q55787162, , , , , , , ,Q69.2, , , , 
Q55787163, , , , , , , ,Q69.2, , , , 
Q55787164, , , , , , , ,Q69.2, , , , 
Q55787166, , , , , , , ,Q69.2, , , , 
Q55787167, , , , , , , ,"Q70.0,Q70.1,Q70.2,Q70.3", , , , 
Q55787168, , , , , , , ,"Q70.0,Q70.1,Q70.2,Q70.3", , , , 
Q55787169, , , , , , , ,Q70.3, , , , 
Q55787170, , , , , , , ,Q66.8, , , , 
Q55787171, , , , , , , ,Q66.8, , , , 
Q55787172, , , , , , , ,Q74.0, , , , 
Q55787173, , , , , , , ,Q74.0, , , , 
Q55787174, , , , , , , ,Q74.0, , , , 
Q55787175, , , , , , , ,Q74.0, , , , 
Q55787176, , , , , , , ,Q74.0, , , , 
Q55787177, , , , , , , ,Q74.0, , , , 
Q55787178, , , , , , , ,Q74.0, , , , 
Q55787180, , , , , , , ,Q74.0, , , , 
Q55787181, , , , , , , ,Q74.0, , , , 
Q55787182, , , , , , , ,Q74.0, , , , 
Q55787183, , , , , , , ,Q68.8, , , , 
Q55787184, , , , , , , ,Q68.8, , , , 
Q55787185, , , , , , , ,Q68.2, , , , 
Q55787186, , , , , , , ,Q74.1, , , , 
Q55787187, , , , , , , ,Q74.1, , , , 
Q55787189, , , , , , , ,Q74.0, , , , 
Q55787190, , , , , , , ,Q74.0, , , , 
Q55787191, , , , , , , ,Q74.2, , , , 
Q55787192, , , , , , , ,Q74.2, , , , 
Q55787193, , , , , , , ,Q87.8,"C2931761,C2931790","C538180,C538277", , 
Q55787196, , , , , , , ,Q56.2, , , , 
Q55787200, , , , , , , ,Q92.3, , , , 
Q55787201, , , , , , , ,Q87.2, , , , 
Q55787223, , , , , , , ,Q87.8,C0796264,C536715, , 
Q55787236, , , , , , , , , , , , 
Q55787265, , , , , , , ,Q87.8, , , , 
Q55787278, , , , , , , ,Q87.2,C2931547,C537615, , 
Q55787293, , , , , , , , , , , , 
Q55787305, , , , , , , , , , , , 
Q55787309, , , , , , , ,E77.1, , , , 
Q55787311, , , , , , , ,E77.1, , , , 
Q55787312, , , , , , , ,E77.1, , , , 
Q55787346, , , , , , , ,Q93.5, , , , 
Q55787355, , , , , , , ,Q92.3, , , , 
Q55787374, , , , , , , ,Q78.0, , , , 
Q55787375, , , , , , , ,Q92.3, , , , 
Q55787376, , , , , , , , , , , , 
Q55787377, , , , , , , ,Q99.8, , , , 
Q55787379, , , , , , , ,K43.6, , , , 
Q55787386, , , , , , , , , , , , 
Q55787388, , , , , , , ,Q89.2, , , , 
Q55787391, , , , , , , ,Q93.5, , , , 
Q55787396, , , , , , , , , , , , 
Q55787452, , , , , , , ,Q93.5, ,C538302, , 
Q55787468, , , , , , , ,Q05.9, , , , 
Q55787472, , , , , , , ,Q26.3,"C0265915,C0344679", , , 
Q55787474, , , , , , , ,Q24.3,C3165028, , , 
Q55787475, , , , , , , ,Q93.5, , , , 
Q55787476, , , , , , , ,Q04.8, , , , 
Q55787477, , , , , , , ,Q77.6, , , , 
Q55787478, , , , , , , ,Q25.6,C2910138, , , 
Q55787483, , , , , , , ,Q74.3, , , , 
Q55787533, , , , , , , , , , , , 
Q55787550, , , , , , , , ,C2931292,C536701, , 
Q55787551, , , , , , , ,Q87.8,C2931654,C537887, , 
Q55787552, , , , , , , , ,C2931369, , , 
Q55787554, , , , , , , , , , , , 
Q55787557, , , , , , , ,Q68.4, , , , 
Q55787558, , , , , , , ,Q93.5, , , , 
Q55787559, , , , , , , ,H47.4, , , , 
Q55787561, , , , , , , ,M85.8, , , , 
Q55787563, , , , , , , , , , , , 
Q55787564, , , , , , , ,I42.2, , , , 
Q55787565, , , , , , , ,Q87.0, , , , 
Q55787566, , , , , , , ,E16.1, , , , 
Q55787615, , , , , , , ,Q87.1, , , , 
Q55787624, , , , , , , , , , , , 
Q55787625, , , , , , , , , , , , 
Q55787626, , , , , , , ,Q56.2, , , , 
Q55787627, , , , , , , ,Q56.2, , , , 
Q55787628, , , , , , , , , , , , 
Q55787629, , , , , , , , , , , , 
Q55787645, , , , , , , , , , , , 
Q55787650, , , , , , , , , , , , 
Q55787653, , , , , , , , , , , , 
Q55787654, , , , , , , , , , , , 
Q55787655, , , , , , , ,E25.0, , , , 
Q55787656, , , , , , , ,E25.0, , , , 
Q55787657, , , , , , , , , , , , 
Q55787662, , , , , , , , , , , , 
Q55787663, , , , , , , , , , , , 
Q55787664, , , , , , , ,Q74.0, , , , 
Q55787670, , , , , , , , , , , , 
Q55787671, , , , , , , , , , , , 
Q55787672, , , , , , , , , , , , 
Q55787673, , , , , , , ,Q87.2, , , , 
Q55787679, , , , , , , , , , , , 
Q55787688, , , , , , , ,H90.5, , , , 
Q55787692, , , , , , , ,Q99.8, , , , 
Q55787706, , , , , , , , ,C2931364,C536898, , 
Q55787712, , , , , , , , ,C2931485,C537402, , 
Q55787714, , , , , , , ,Q87.0, , , , 
Q55787716, , , , , , , ,Q92.3,C2931247,C536579, , 
Q55787720, , , , , , , ,Q20.8,C4023262, , , 
Q55787735, , , , , , ,745.19,Q20.2,C0265809, , , 
Q55787736, , , , , , , ,Q87.8,C2931177,C536349, , 
Q55787738, , , , , , , ,Q87.8, , , , 
Q55787751, , , , , , , , , , , , 
Q55787752, , , , , , , ,Q87.2, , , , 
Q55787753, , , , , , , ,Q04.8, , , , 
Q55787755, , , , , , , ,Q93.5, , , , 
Q55787756, , , , , , , ,M89.5, , , , 
Q55787758, , , , , , , ,Q93.5, , , , 
Q55787759, , , , , , , , , , , , 
Q55787767, , , , , , , ,Q93.5, , , , 
Q55787782, , , , , , , , ,C0158632, , , 
Q55787783, , , , , , , , , , , , 
Q55787787, , , , , , , ,E88.8, , , , 
Q55787794, , , , , , , ,Q93.5, , , , 
Q55787795, , , , , , , ,Q93.5, , , , 
Q55787797, , , , , , , ,Q93.5, , , , 
Q55787804, , , , , , , , , , , , 
Q55787806, , , , , , , , , , , , 
Q55787807, , , , , , , , , , , , 
Q55787808, , , , , , , , , , , , 
Q55787809, , , , , , , , , , , , 
Q55787817, , , , , , , ,Q93.5, , , , 
Q55787818, , , , , , , ,Q93.5, , , , 
Q55787820, , , , , , , ,Q87.8, , , , 
Q55787821, , , , , , , ,Q87.2, , , , 
Q55787822, , , , , , , ,Q87.0, , , , 
Q55787823, , , , , , , ,Q77.8, , , , 
Q55787824, , , , , , , ,Q77.8, , , , 
Q55787827, , , , , , , ,Q06.4, , , , 
Q55787831, , , , , , , ,Q86.8,C1739111, , , 
Q55787832, , , , , , ,760.8,Q86.8, , , , 
Q55787839, , , , , , , ,E77.8, , , , 
Q55787890, , , , , , , ,E77.8, , , , 
Q55787895, , , , , , , ,E77.8, , , , 
Q55787913, , , , , , , ,E77.8, , , , 
Q55787919, , , , , , , ,E77.8, , , , 
Q55787920, , , , , , , ,E77.8, , , , 
Q55787951, , , , , , , ,M80.5, , , , 
Q55787965, , , , , , , ,Q87.1, , , , 
Síndrome de microdeleción 3q27.3, , , , , , , ,Q93.5, , , , 
Q55787978, , , , , , , ,G72.3, , , , 
Q55787986, , , , , , , ,Q87.1, , , , 
Q55787987, , , , , , , ,Q87.1, , , , 
Q55788073, , , , , , , ,E88.8, , , , 
Q55788075, , , , , , , ,Q93.5, , , , 
Q55788076, , , , , , , ,Q93.5, , , , 
Q55788077, , , , , , , ,Q04.3, , , , 
Q55788087, , , , ,"Q554297,acitretina", , ,Q86.8,C2931755,C538169, , 
Q55788088, , , , , , , ,Q87.8, , , , 
Q55788090, , , , , , , ,Q87.3, , , , 
Q55788096, , , , , , , , , , , , 
Q55788097, , , , , , , , , , , , 
Q55788100, , , , , , , ,Q93.5, , , , 
Q55788101, , , , , , , ,Q93.5, , , , 
Q55788106, , , , , , , ,Q93.5, , , , 
Q55788120, , , , , , , ,Q77.7, , , , 
Q55788123, , , , , , , ,Q87.1, , , , 
Q55788125, , , , , , , , , , , , 
Q55788127, , , , , , , ,Q20.1, , , , 
Q55788128, , , , , , , ,Q24.8, , , , 
Q55788168, , , , , , , ,Q64.4,C0266357, ,C99005, 
Q55788170, , , , , , , ,Q64.4,C0431743, ,C123254, 
Q55788175, , , , , , , , , , , , 
Q55788176, , , , , , , ,Q64.7, , , , 
Q55788180, , , , , , , ,Q72.8, , , , 
Q55788181, , , , , , , ,Q93.5, , , , 
Q55788182, , , , , , , , ,C1739100, , , 
Q55788183, , , , , , , ,M89.8, , , , 
Q55788185, , , , , , , ,Q87.8, , , , 
Q55788187, , , , , , , ,Q87.0, , , , 
Q55788188, , , , , , , ,Q87.8, , , , 
