diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
McLeod syndrome, , ,Swyer-James syndrome, , , ,289.89,G10,"C0398568,C3151853",C564038, ,https://en.wikipedia.org/wiki/McLeod_syndrome
CADASIL,"dementia,headache,stroke", , , ,mutation,"genetic testing,magnetic-resonance imaging,medical history,neurological diagnostic techniques","323.9,447.8",F01.1,"C0751587,C1272305",D046589,C84606,https://en.wikipedia.org/wiki/CADASIL
CHARGE syndrome, , , , , , ,759.89,"Q87.8,Q89.8","C0265354,C2936502",D058747,C75100,https://en.wikipedia.org/wiki/CHARGE_syndrome
West syndrome, , , , , , , , , , ,C84788,https://en.wikipedia.org/wiki/Epileptic_spasms
Carney complex, , ,Carney's triad, , , , , ,"C0406810,C1854540,C2607929",D056733,C4705,https://en.wikipedia.org/wiki/Carney_complex
adult acute myeloid leukemia, , , , , , , , , , ,C9154, 
ovarian serous cystadenocarcinoma, , , , , , , , , , ,C7978, 
buccal mucosa squamous cell carcinoma, , , , , , , , , , ,C4040, 
floor of mouth basaloid squamous cell carcinoma, , , , , , , , , , ,C129873, 
gingival squamous cell carcinoma, , , ,smoking, , , , , , ,C129857, 
tonsillar squamous cell carcinoma, , , , , , , , , , ,C8183, 
retromolar trigone squamous cell carcinoma, , , , , , , , , , ,C8172, 
pyriform fossa squamous cell carcinoma, , , , , , , , ,C0748214, ,C4943, 
oropharyngeal squamous cell carcinoma, , , , , , , , , , ,C8181, 
floor of mouth squamous cell carcinoma, , , , , , , , ,C0280300, ,C4041, 
hypopharyngeal squamous cell carcinoma, , , , , , , , , , ,C4043, 
lower gingival squamous cell carcinoma, , , , , , , , , , ,C8171, 
nasal cavity and paranasal sinus squamous cell carcinoma, , , , , , , , , , ,C68611, 
clear cell sarcoma of soft tissue, , , , , , , , , , ,C3745, 
upper gingival squamous cell carcinoma, , , , , , , , , , ,C8173, 
micropapillary lung adenocarcinoma, , , , , , , , , , ,C128847, 
childhood acute megakaryoblastic leukemia, , , , , , , , , , ,C7972, 
adult acute megakaryoblastic leukemia, , , , , , , , , , ,C7965, 
rectosigmoid adenocarcinoma, , , , , , , , , , ,C43584, 
childhood acute myeloid leukemia with maturation, , , , , , , , , , ,C9381, 
natural killer cell lymphoblastic leukemia/lymphoma, , , , , , , , , , ,C82217, 
sporadic retinoblastoma, , , , , , , , , , ,C42596, 
muscular dystrophy-dystroglycanopathy type B2, , , , , , , , , , ,C126690, 
hindgut carcinoid tumor, , , , , , , , , , ,C6423, 
midgut carcinoid tumor, , , , , , , , ,C1334763, ,C6422, 
Miyoshi muscular dystrophy 1, , , , , , , , ,C1850808, ,C118846, 
vaginal squamous cell carcinoma, , , , , , , , , , ,C7736, 
tonsillar neoplasm, , , , , , , , ,C0040422,D014067,C3417, 
benign parathyroid gland neoplasm, , , , , , ,227.1,D35.1,C0154041, ,C3630, 
blastic plasmacytoid dendritic cell neoplasm, , , , , , , , , , ,C7203, 
liver adenosquamous carcinoma, , , , , , , , , , ,C118630, 
adult B acute lymphoblastic leukemia with t(9;22)(q34;q11.2) BCR-ABL1, , , , , , , , , , ,C114819, 
childhood B acute lymphoblastic leukemia with t(9;22)(q34;q11.2) BCR-ABL1, , , , , , , , , , ,C68659, 
oral cavity leukoplakia, , , , , , , , , , ,C36262, 
thymus neoplasm, , , , , , ,239.89, ,C3714644,D013953,C3412, 
gastric choriocarcinoma, , , , , , , , ,C2987398, ,C95749, 
gingival spindle cell carcinoma, , , , , , , , , , ,C129289, 
high grade ovarian serous adenocarcinoma, , , , , , , , , , ,C105555, 
low grade ovarian serous adenocarcinoma, , , , , , , , , , ,C105556, 
diffuse large B-cell lymphoma activated B-cell type, , , , , , , , , , ,C36081, 
diffuse large B-cell lymphoma germinal center B-cell type, , , , , , , , , , ,C36080, 
undifferentiated liver carcinoma, , , , , , , , , , ,C96792, 
undifferentiated pancreatic carcinoma, , , , , , , , , , ,C5722, 
undifferentiated ovarian carcinoma, , , , , , , , , , ,C4509, 
parotid gland mucoepidermoid carcinoma, , , , , , , , , , ,C5938, 
parotid gland pleomorphic adenoma, , , , , , , , , , ,C4650, 
myxofibrosarcoma, , , , , , , ,C49.9,"C0334454,C3714524", ,C6496,https://en.wikipedia.org/wiki/Myxofibrosarcoma
ampulla of Vater hepatoid adenocarcinoma, , , , , , , , , , ,C95966, 
oral cavity mucosal melanoma, , , , , , , , ,C1335122, ,C5915, 
testicular teratoma, , , , , , , ,C62.9,C0238451,C562472,C3877, 
acute myeloid leukemia with myelodysplasia-related changes, , , , , , , , , , ,C7600, 
dedifferentiated liposarcoma, , , , , , ,171.9,C49.9,C0205824, ,C3704, 
submandibular gland squamous cell carcinoma, , , , , , , , , , ,C5943, 
lung carcinosarcoma, , , , , , , , , , ,C45543, 
Emery-Dreifuss muscular dystrophy 2, , , , , , , , , , ,C126745, 
congenital bilateral aplasia of the vas deferens, , , , , , , , ,C0403814,C535984,C129303, 
Nipah virus infection,"abdominal pain,coma,cough,dyspnea,fever,headache,nausea,sleep disorder,somnolence,vomiting","remdesivir,ribavirin", , ,Nipah virus,ELISA, ,A98.8, , , ,https://en.wikipedia.org/wiki/Nipah_virus_infection
dedifferentiated chondrosarcoma, , , , , , , , , , ,C6476, 
"anaplastic large cell lymphoma, ALK-negative", , , , , , , , , , ,C37194, 
recurrent bladder carcinoma, , , , , , , , , , ,C7899, 
sarcomatoid hepatocellular carcinoma, , , , , , , , , , ,C43627, 
therapy-related acute myeloid leukemia, , , , , , , , ,C1336735, ,"C27912,C8252", 
infantile parkinsonism-dystonia,"dystonia,tremor", , , , ,genetic testing, , ,C2751067,C567730,C129866,https://en.wikipedia.org/wiki/Dopamine_transporter_deficiency_syndrome
hard palate mucoepidermoid carcinoma, , , , , , , , , , ,C6214, 
salivary gland mucoepidermoid carcinoma, , , , , , , , ,C1335903, ,C5908, 
salivary gland squamous cell carcinoma, , , , , , , , , , ,C7991, 
colorectal neuroendocrine carcinoma, , , , , , , , , , ,C96156, 
Very early onset inflammatory bowel disease, , , , , , , , , , , , 
extrarenal rhabdoid tumowr, , , , , , , , , , ,C6586, 
extra-adrenal retroperitoneal paraganglioma, , , , , , , , , , ,C5328, 
lung pleomorphic carcinoma, , , , , , , , , , ,C45542, 
benign salivary gland myoepithelioma, , , , , , , , , , ,C5978, 
carbonic anhydrase I deficiency, , , , , , , , , , ,C132290, 
lissencephaly 3, , , , , , , , , , ,C148461, 
intestinal type sinonasal adenocarcinoma, , , , , , , , ,C3898709, ,C116316, 
clear cell odontogenic carcinoma, , , , , , , , ,C0475829, ,C54300, 
renal cell carcinoma associated with Xp11.2 translocations/TFE3 gene fusions, , , , , , , , , , ,C27891, 
rippling muscle disease 2, , , , , , , , , , ,C148325, 
type V Ehlers-Danlos syndrome, , , , , , , ,Q79.6,C0268341,C536197,C141423, 
hereditary optic atrophy, , , , , , ,377.16,H47.22,C0029125,D015418,C34864, 
cutaneous malignant melanoma 2, , , , , , , , , , ,C128801, 
parotid gland squamous cell carcinoma, , , , , , , , , , ,C5942, 
malignant ovarian thecoma, , , , , , , , ,C0334398, ,C6929, 
pyothorax-associated lymphoma, , , , , , , , , , ,C45691, 
adult immunoblastic lymphoma, , , , , , , , , , ,C7873, 
pancreatic neuroendocrine tumor G2, , , , , , , , , , ,C45835, 
carboxypeptidase N deficiency, , , , , , ,279.8, ,C0398782,C562876,C132196, 
CODAS syndrome, , , , , , , ,Q87.8,C1838180,C536434,C126744, 
X-linked mental retardation 102, , , , , , , , ,C4085582, ,C129931, 
primary hyperoxaluria type I, , , , , , ,271.8,E74.8,C0268164,C536414,C123212, 
hard skin syndrome Parana type, , , , , , , ,L91.8,C1850079,C564905,C126559, 
inosine triphosphatase deficiency, , , , , , ,277.2, ,"C0342800,C1840173",C564127,C129974, 
hyperCKmia, , , , , ,serum creatine kinase level, , ,C0241005, ,C148327, 
MIRAGE syndrome, , , , , , , , ,C4284088, ,C147530, 
Temtamy syndrome, , , , , , , ,Q87.8,C1857512,C536959,C148371, 
fetal akinesia deformation sequence, , , , , , , , ,C1276035, ,C129071, 
AIDS-related immunoblastic lymphoma, , , , , , , , , , ,C8285, 
malignant mixed tumor of the salivary gland, , , , , , , , , , ,C8025, 
hyperinsulinism due to HNF4A deficiency, , , , , , , ,E16.1, , , , 
complex chromosomal rearrangement, , , , , , , , , , , , 
X chromosome number anomaly, , , , , , , , , , , , 
X chromosome number anomaly with female phenotype, , , , , , , , , , , , 
X chromosome number anomaly with male phenotype, , , , , , , , , , , , 
Polysomy of X chromosome, , , , , , , , , , , , 
partial deletion of chromosome X, , , , , , , ,"Q93.5,Q99.8", , , , 
partial monosomy of the short arm of chromosome X, , , , , , , ,Q99.8, , , , 
Y chromosome number anomaly, , , , , , , , , , , , 
partial deletion of the long arm of chromosome X, , , , , , , ,Q99.8, , , , 
partial duplication of chromosome X, , , , , , , ,Q99.8, , , , 
partial duplication of the short arm of chromosome X, , , , , , , ,Q99.8, , , , 
partial duplication of the long arm of chromosome X, , , , , , , ,Q99.8, , , , 
uniparental disomy of chromosome X, , , , , , , ,Q99.8, , , , 
partial duplication of the short arm of chromosome 1, , , , , , , , , , , , 
trisomy 8p, , , , , , , ,Q92.2, ,C538019, , 
osteochondrodysplatic nanism-deafness-retinitis pigmentosa syndrome, , , , , , , , , , , , 
neuroectodermal-endocrine syndrome, , , , , , , ,E31.8, , , , 
mycophenolate mofetil embryopathy, , , , ,mycophenolate mofetil, , ,Q86.8, , , , 
DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion, , , , , , , ,Q93.5, , , , 
open iniencephaly, , , , , , , ,Q00.2,C0431285, , , 
closed iniencephaly, , , , , , , ,Q00.2,C0431286, , , 
spina bifida aperta, , , , , , , ,"Q05.0,Q05.1,Q05.2,Q05.3,Q05.4,Q05.5,Q05.6,Q05.7,Q05.8,Q05.9", , , , 
total spina bifida aperta, , , , , , , , , , , , 
Thoracolumbosacral spina bifida aperta, , , , , , , , , , , , 
lumbosacral spina bifida aperta, , , , , , , , , , , , 
cervical spina bifida aperta, , , , , , ,741.91, , , , , 
Cervicothoracic spina bifida aperta, , , , , , , , , , , , 
upper thoracic spina bifida aperta, , , , , , , , , , , , 
total spina bifida cystica, , , , , , , , , , , , 
Thoracolumbosacral spina bifida cystica, , , , , , , , , , , , 
lumbosacral spina bifida cystica, , , , , , , , , , , , 
cervical spina bifida cystica, , , , , , , , , , , , 
Cervicothoracic spina bifida cystica, , , , , , , , , , , , 
upper thoracic spina bifida cystica, , , , , , , , , , , , 
posterior meningocele, , , , , , , ,"Q05.1,Q05.2,Q05.3,Q05.4,Q05.6,Q05.7,Q05.8,Q05.9", , , , 
myelocystocele, , , , , , , ,"Q05.0,Q05.1,Q05.2,Q05.3,Q05.4,Q05.5,Q05.6,Q05.7,Q05.8,Q05.9", , , , 
cephalocele, , , , , , ,742.0,"Q01.0,Q01.1,Q01.2,Q01.8,Q01.9",C0014065, , , 
cranial meningocele, , , , , , , ,"Q01.0,Q01.1,Q01.2,Q01.8,Q01.9",C0009694, ,C124517, 
occipital encephalocele, , , , , , , ,Q01.2,C0014067, , , 
parietal encephalocele, , , , , , , ,Q01.8,C0431294, , , 
basal encephalocele, , , , , , , ,Q01.8, , , , 
lipoma associated with neurospinal dysraphism, , , , , , , , , , , , 
Leptomyelolipoma, , , , , , , , , , , , 
"malformation of the neurenteric canal, spinal cord and column", , , , , , , , , , , , 
neurenteric cyst, , , , , , , , ,C0027806, , , 
isolated megalencephaly, , , , , , , ,Q04.5,C0221355, , , 
midline cerebral malformation, , , , , , , ,Q04.8, , , , 
unilateral polymicrogyria, , , , , , , ,Q04.3, , , , 
unilateral focal polymicrogyria, , , , , , , ,Q04.3, , , , 
isolated focal cortical dysplasia type i, , , , , , , ,Q04.8, , , , 
isolated focal cortical dysplasia type Ia, , , , , , , ,Q04.8, , , , 
isolated focal cortical dysplasia type IB, , , , , , , ,Q04.8, , , , 
isolated focal cortical dysplasia type Ic, , , , , , , ,Q04.8, , , , 
neutropenia-monocytopenia-deafness syndrome, , , , , , , ,D82.8, , , , 
isolated focal cortical dysplasia type IIa, , , , , , , ,Q04.8, , , , 
isolated focal cortical dysplasia type IIb, , , , , , , ,Q04.8, , , , 
Encephaloclastic disorder, , , , , , , , , , , , 
central nervous system cystic malformation, , , , , , , , , , , , 
Glioependymal/ependymal cyst, , , , , , , , , , , , 
Retrocerebellar cyst, , , , , , , , ,C1845370, , , 
isolated cerebellar vermis agenesis, , , , , , , ,Q04.3, , , , 
isolated total cerebellar vermis agenesis, , , , , , , ,Q04.3, , , , 
isolated partial cerebellar vermis agenesis, , , , , , , ,Q04.3, , , , 
isolated Dandy-Walker malformation with hydrocephalus, , , , , , , ,Q03.1, , , , 
isolated Dandy-Walker malformation without hydrocephalus, , , , , , , ,Q03.1, , , , 
isolated unilateral hemispheric cerebellar hypoplasia, , , , , , , ,Q04.3, , , , 
isolated bilateral hemispheric cerebellar hypoplasia, , , , , , , ,Q04.3, , , , 
global cerebellar malformation, , , , , , , ,Q04.3, , , , 
syndrome with a cerebellar malformation as major feature, , , , , , , , , , , , 
syndrome with microcephaly as major feature, , , , , , , , , , , , 
other syndrome with a central nervous system malformation as major feature, , , , , , , , , , , , 
syndrome with a Dandy-Walker malformation as major feature, , , , , , , , , , , , 
genetic syndrome with corpus callosum agenesis/dysgenesis as a major feature, , , , , , , , , , , , 
oculo-skeletal-renal syndrome, , , , , , , , , , , , 
odonto-onycho dysplasia-alopecia syndrome, , , , , , , , , , , , 
olivopontocerebellar atrophy-deafness syndrome, , , , , , , , , , , , 
oromandibular-limb hypogenesis syndrome, , , , , , , ,Q87.5, , , , 
imperforate oropharynx-costo vetebral anomalies syndrome, , , , , , , , , , , , 
"mucopolysaccharidosis type 6, rapidly progressing", , , , , , , ,E76.2, , , , 
"mucopolysaccharidosis type 6, slowly progressing", , , , , , , ,E76.2, , , , 
10q22.3q23.3 microduplication syndrome, , , , , , , ,Q92.3, , , , 
hyperinsulinism due to UCP2 deficiency, , , , , , , ,E16.1, , , , 
Diazoxide-resistant hyperinsulinism, , , , , , , ,E16.1, , , , 
symptomatic form of Coffin-Lowry syndrome in female carriers, , , , , , , ,Q87.0, , , , 
osteopathia striata-pigmentary dermopathy-white forelock syndrome, , , , , , , ,Q77.8,C2931096,C536054, , 
osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome, , , , , , , , , , , , 
laryngotracheoesophageal cleft type 0, , , , , , , ,Q32.1, , , , 
distal monosomy 12p, , , , , , , ,Q93.5, , , , 
familial omphalocele syndrome with facial dysmorphism, , , , , , , , , , , , 
intralobar congenital pulmonary sequestration, , , , , , , ,Q33.2, , , , 
extralobar congenital pulmonary sequestration, , , , , , , ,Q33.2, , , , 
communicating congenital bronchopulmonary-foregut malformation, , , , , , , ,Q33.2, , , , 
congenital pulmonary airway malformation type 0, , , , , , , ,Q33.0, , , , 
congenital pulmonary airway malformation type 1, , , , , , , ,Q33.0, , , , 
congenital pulmonary airway malformation type 2, , , , , , , ,Q33.0, , , , 
congenital pulmonary airway malformation type 3, , , , , , , ,Q33.0, , , , 
congenital pulmonary airway malformation type 4, , , , , , , ,Q33.0, , , , 
partial deletion of chromosome 12, , , , , , , ,Q93.5, , , , 
renal caliceal diverticuli-deafness syndrome, , , , , , , , , , , , 
inherited pseudoxanthoma elasticum, , , , , , ,757.39,Q82.8,"C0033847,C0376359,C3279392,C3279393",D011561,C85036,https://en.wikipedia.org/wiki/Pseudoxanthoma_elasticum
Charcot–Marie–Tooth disease,"hyporeflexia,muscle atrophy,muscle weakness,pes cavus,scoliosis,sensory loss", , , ,mutation,"electromyography,genetic testing,neurological diagnostic techniques",356.1,G60.0,C0007959,D002607,C75467,https://en.wikipedia.org/wiki/Charcot%E2%80%93Marie%E2%80%93Tooth_disease
Stevens-Johnson syndrome, , , , , , ,"695.13,695.15","L51.1,L51.2","C0014518,C0038325,C1274933,C3658301,C3658302",D013262,"C79484,C79777",https://en.wikipedia.org/wiki/Stevens%E2%80%93Johnson_syndrome
primary sclerosing cholangitis, , , , , , , ,K83.0,C0566602,C536419,C4828,https://en.wikipedia.org/wiki/Primary_sclerosing_cholangitis
primary biliary cirrhosis, ,"D-penicillamine,obeticholic acid,ursodiol", , , , ,571.6,"K74.3,K74.5","C0008312,C0023892",D008105,"C27167,C51225",https://en.wikipedia.org/wiki/Primary_biliary_cholangitis
chronic inflammatory demyelinating polyradiculoneuropathy, , , , , , ,"357.81,357.89","G61.8,G61.81","C0393819,C1841700",D020277,C84636,https://en.wikipedia.org/wiki/Chronic_inflammatory_demyelinating_polyneuropathy
cardiofaciocutaneous syndrome,heart failure, , , , , , ,Q87.8,"C1275081,CN029449", , ,https://en.wikipedia.org/wiki/Cardiofaciocutaneous_syndrome
Joubert syndrome, , , , , , , ,Q04.3,C0431399, ,C74996,https://en.wikipedia.org/wiki/Joubert_syndrome
Coffin-Lowry syndrome, , , , , , ,759.89,Q87.0,"C0265252,C0795900",D038921,C84643,https://en.wikipedia.org/wiki/Coffin%E2%80%93Lowry_syndrome
syringomyelia, , , , ,Arnold-Chiari malformation, , , ,C0039144,D013595,C85179,https://en.wikipedia.org/wiki/Syringomyelia
tetralogy of Fallot, ,alprostadil,teratology, , , ,745.2,Q21.3,C0039685,D013771,C84505,https://en.wikipedia.org/wiki/Tetralogy_of_Fallot
Costello syndrome, , , , , , ,799.89,Q87.8,"C0587248,C1968782",D056685,C84652,https://en.wikipedia.org/wiki/Costello_syndrome
muscular dystrophy, , , , , , ,359.1,G71.0,"C0026850,C1864711",D009136,C84910,https://en.wikipedia.org/wiki/Muscular_dystrophy
Ehlers-Danlos syndrome,"Joint hypermobility,skin hyperelasticity", , , , , ,756.83,Q79.6,C0013720,D004535,C34568,https://en.wikipedia.org/wiki/Ehlers%E2%80%93Danlos_syndromes
familial Mediterranean fever,inflammation,(+/-)-Colchicine, , , , ,277.31,M04.1,C0031069,D010505,C84707,https://en.wikipedia.org/wiki/Familial_Mediterranean_fever
IgA glomerulonephritis, ,mycophenolate mofetil,Henoch-Schoenlein purpura, , , ,583.9, ,"C0017661,C4025827",D005922,"C34643,C35280",https://en.wikipedia.org/wiki/IgA_nephropathy
Wolfram syndrome, , , , , , ,250.80,E13.8,C0043207,D014929,C35133,https://en.wikipedia.org/wiki/Wolfram_syndrome
Werner syndrome, , ,Hypoplastic tibiae-postaxial polydactyly syndrome, , , ,259.8,E34.8,C0043119,D014898,C3447,https://en.wikipedia.org/wiki/Werner_syndrome
granulomatosis with polyangiitis,"granulomatous inflammation,vasculitis",(RS)-cyclophosphamide, , , , ,446.4,"M31.3,M31.30","C0043092,C3495801,C4050407",D014890,"C123111,C3444",https://en.wikipedia.org/wiki/Granulomatosis_with_polyangiitis
adult-onset Still's disease,"hemophagocytic lymphohistiocytosis,leukocytosis,liver disease,lymphadenopathy,pharyngitis,polyarthritis,remittent fever,salmon-colored rash,splenomegaly","cyclosporine,methotrexate,non-steroidal anti-inflammatory drug,prednisolone,steroid,tocilizumab", , , , , ,M06.1,C0085253,D016706, ,https://en.wikipedia.org/wiki/Adult-onset_Still%27s_disease
Diamond-Blackfan anemia, , , , , , , ,D61.01,C1260899,D029503,C61236,https://en.wikipedia.org/wiki/Diamond%E2%80%93Blackfan_anemia
phosphofructokinase deficiency, , , , , , , ,"E74.0,E74.09",C0017926,D006014,C118437,https://en.wikipedia.org/wiki/Phosphofructokinase_deficiency
Dravet syndrome, , , , , , , ,G40.3, , ,C116573,https://en.wikipedia.org/wiki/Dravet_syndrome
Leber hereditary optic neuropathy, , , , , , , ,"H47.2,H47.22",C0917796,D029242,C84808,https://en.wikipedia.org/wiki/Leber%27s_hereditary_optic_neuropathy
tricuspid atresia, ,alprostadil, , , , , ,Q22.4,C0243002,D018785,C85202,https://en.wikipedia.org/wiki/Tricuspid_atresia
Pfeiffer syndrome, , ,infectious mononucleosis, , , , , ,C0220658,D000168,C99100,https://en.wikipedia.org/wiki/Pfeiffer_syndrome
hypophosphatasia, , , , , , ,277.6,"E83.3,E83.39","C0020630,C0220743",D007014,C26798,https://en.wikipedia.org/wiki/Hypophosphatasia
focal cortical dysplasia, , , , , ,Palmini classification, ,Q04.8,"C1846385,C2938983", , ,https://en.wikipedia.org/wiki/Focal_cortical_dysplasia
Alport syndrome,"glomerulonephritis,hearing loss,hematuria,kidney failure", , , , , , , ,C0027706,D009394,C34842,https://en.wikipedia.org/wiki/Alport_syndrome
sitosterolemia, , , , , , , ,E78.0,"C0342907,C2749759",C537345,C125694,https://en.wikipedia.org/wiki/Sitosterolemia
Hirschsprung's disease, , , , , , , ,Q43.1,"C0019569,C0085758",D006627,C34700,https://en.wikipedia.org/wiki/Hirschsprung%27s_disease
Goodpasture syndrome,bleeding, , , , , ,446.21,"M31.0,M31.0+,N08.5*",C0403529,D019867,"C34649,C84566",https://en.wikipedia.org/wiki/Goodpasture_syndrome
Epstein syndrome, , , , , , , , , ,C535507, ,https://en.wikipedia.org/wiki/Epstein_syndrome
tuberous sclerosis, , ,tuberculosis, , , ,759.5,Q85.1,"C0041341,C0265319,C1368816",D014402,C3424,https://en.wikipedia.org/wiki/Tuberous_sclerosis
hypertrophic cardiomyopathy,"dyspnea,edema,fatigue,heart failure,pain,tachycardia,vertigo", , , , ,Hypertrophic cardiomyopathy screening,"425.1,425.11",I42.1,"C0007194,C0949658",D002312,"C34449,C84773",https://en.wikipedia.org/wiki/Hypertrophic_cardiomyopathy
multiple acyl-CoA dehydrogenase deficiency, , , , , , , ,"E71.3,E71.313","C0268596,C1856401,C1856403,C1856405,C2931346,C3278154,C3278155,C3278156",D054069,"C84907,C99102",https://en.wikipedia.org/wiki/Glutaric_acidemia_type_2
fibrodysplasia ossificans progressiva, , , , , , ,728.11,"M61.1,M61.10",C0016037,D009221,C3040,https://en.wikipedia.org/wiki/Fibrodysplasia_ossificans_progressiva
Mobius syndrome,facial paralysis, , , , , ,759.89,Q87.0,"C0221060,C0853240",D020331,C84893,https://en.wikipedia.org/wiki/M%C3%B6bius_syndrome
Cronkhite-Canada syndrome, , , , , , , ,D12.6,"C0282207,C0744333,C1257915,C1333764",D044483,C7035,https://en.wikipedia.org/wiki/Cronkhite%E2%80%93Canada_syndrome
thrombotic thrombocytopenic purpura, ,rituximab, , , , , ,M31.1,C0034155,D011697,C78797,https://en.wikipedia.org/wiki/Thrombotic_thrombocytopenic_purpura
fragile X-associated tremor/ataxia syndrome, , , , , , , ,G11.2,"C1839780,C3164069",C564105,C126566,https://en.wikipedia.org/wiki/Fragile_X-associated_tremor/ataxia_syndrome
Tangier disease, , , , , , , ,E78.6,C0039292,D013631,C85182,https://en.wikipedia.org/wiki/Tangier_disease
HAM,muscle weakness, , , , , ,323.01,G04.1,C0030481,D015493,C179058,https://en.wikipedia.org/wiki/Tropical_spastic_paraparesis
spinal stenosis,"obdormition,pain",pregabalin, , ,"Paget's disease of bone,achondroplasia,osteoarthritis,rheumatoid arthritis,scoliosis,spinal cord neoplasm,spondylosis",medical imaging,"723.0,724.00,724.09","M48.0,M48.00,M48.02,M48.06,M48.061","C0037944,C0158280,C0158288,C1861329",D013130, ,https://en.wikipedia.org/wiki/Spinal_stenosis
paroxysmal nocturnal hemoglobinuria, ,eculizumab, , , , , ,"D59.1,D59.5,D59.6","C0019050,C0024790,C0086774",D006457,C61233,https://en.wikipedia.org/wiki/Paroxysmal_nocturnal_hemoglobinuria
pemphigus, ,"aminobenzoate potassium,auranofin,aurothioglucose,chloroquine",pemphigoid, , , ,694.4,"L10,L10.9",C0030807,D010392,C34909,https://en.wikipedia.org/wiki/Pemphigus
encephalopathy due to GLUT1 deficiency, , , , , , , ,G93.4,"C1847501,C3149117,CN030711",C536830,C168599,https://en.wikipedia.org/wiki/GLUT1_deficiency
rapidly progressive glomerulonephritis, , , , , , , ,N01,C0221239, ,C35264,https://en.wikipedia.org/wiki/Rapidly_progressive_glomerulonephritis
thyroid hormone resistance syndrome, , , , , , ,259.8, ,C2937288,D018382, ,https://en.wikipedia.org/wiki/Thyroid_hormone_resistance
parkinsonian syndrome, ,"Carbidopa/levodopa,pimavanserin,procyclidine,ropinirol", , , , , , ,C0242422,D020734, ,https://en.wikipedia.org/wiki/Parkinsonism
lipodystrophy, , , , , , ,272.6,E88.1,C0023787,D008060,C97093,https://en.wikipedia.org/wiki/Lipodystrophy
Kabuki syndrome, , , , , , , ,Q87.0,C0796004,C537705,C124837,https://en.wikipedia.org/wiki/Kabuki_syndrome
Gorham's disease, , , , , , ,733.09, ,C0029436,D010015, ,https://en.wikipedia.org/wiki/Gorham%27s_disease
multiple system atrophy, ,droxidopa, , , , , ,G90.3,"C0020651,C0037019,C0393571,C0393911,C3714927",D019578,"C84909,C85066",https://en.wikipedia.org/wiki/Multiple_system_atrophy
Noonan syndrome, , , , , , , ,Q87.1,C0028326,D009634,"C34854,C75459",https://en.wikipedia.org/wiki/Noonan_syndrome
Alagille syndrome,cholestasis facies, , , , , ,759.89,Q44.7,C0085280,D016738,C35139,https://en.wikipedia.org/wiki/Alagille_syndrome
lissencephaly, , , , , , , ,"Q04.3,Q04.8","C0266463,C0266483,C1879312",D054082,C103921,https://en.wikipedia.org/wiki/Lissencephaly
Lennox-Gastaut syndrome, , , , , , , , , ,D065768,C84816,https://en.wikipedia.org/wiki/Lennox%E2%80%93Gastaut_syndrome
Rothmund-Thomson syndrome, , , , , , ,759.89,Q82.8,C0032339,D011038,C3335,https://en.wikipedia.org/wiki/Rothmund%E2%80%93Thomson_syndrome
arteriovenous malformation, , , , , , , ,I77.0,"C0003857,C0334533",D001165,C2882,https://en.wikipedia.org/wiki/Arteriovenous_malformation
urea cycle disorder, , , , , , ,270.6,"E72.2,E72.20",C0154246,D056806,C84785, 
hypoparathyroidism, ,"ergocalciferol,ergosterol", , , , ,252.1,"E20,E20.9",C0020626,D007011,C78350,https://en.wikipedia.org/wiki/Hypoparathyroidism
hereditary folate malabsorption, , , , , , , ,D52.8,C0342705,C562799,C156424,https://en.wikipedia.org/wiki/Hereditary_folate_malabsorption
mixed connective tissue disease, , , , , , , ,M35.1,C0026272,D008947,C84892,https://en.wikipedia.org/wiki/Mixed_connective_tissue_disease
Landau–Kleffner syndrome, , , , , , , ,G40.8,C0282512,D018887,C84806,https://en.wikipedia.org/wiki/Landau%E2%80%93Kleffner_syndrome
Rasmussen's encephalitis, , , , , ,"Brain biopsy,electroencephalogram,magnetic-resonance imaging",323.9,G04.8,"C0393484,C2930868",C535291,C125384,https://en.wikipedia.org/wiki/Rasmussen%27s_encephalitis
Hyper-IgD syndrome, , , , ,mevalonic aciduria, , ,E85.0,C0398691, , ,https://en.wikipedia.org/wiki/Hyper-IgD_syndrome
hypoplastic left heart syndrome, ,alprostadil, , , , ,746.7,Q23.4,C0152101,D018636,C98894,https://en.wikipedia.org/wiki/Hypoplastic_left_heart_syndrome
interstitial cystitis, , , , , , , , ,C0282488,D018856,C27189,https://en.wikipedia.org/wiki/Interstitial_cystitis
tyrosinemia type I, , , , , , , , , , ,C98641,https://en.wikipedia.org/wiki/Tyrosinemia_type_I
VACTERL association, , , , , , ,759.89,Q87.2,"C0220708,C1735591","C536495,C536534",C99105,https://en.wikipedia.org/wiki/VACTERL_association
osteopetrosis, ,Interferon gamma-1b, , , , ,756.52,Q78.2,C0029454,D010022,C26840,https://en.wikipedia.org/wiki/Osteopetrosis
corticobasal degeneration, , , , , , , , ,C0393570,D000088282,C129069,https://en.wikipedia.org/wiki/Corticobasal_degeneration
cryopyrin-associated periodic syndrome, , , , , , , , , ,D056587,C84657,https://en.wikipedia.org/wiki/Cryopyrin-associated_periodic_syndrome
