diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
Q55787821, , , , , , , ,Q87.2, , , , 
Q55787822, , , , , , , ,Q87.0, , , , 
Q55787823, , , , , , , ,Q77.8, , , , 
Q55787824, , , , , , , ,Q77.8, , , , 
Q55787827, , , , , , , ,Q06.4, , , , 
Q55787831, , , , , , , ,Q86.8,C1739111, , , 
Q55787832, , , , , , ,760.8,Q86.8, , , , 
Q55787839, , , , , , , ,E77.8, , , , 
Q55787890, , , , , , , ,E77.8, , , , 
Q55787895, , , , , , , ,E77.8, , , , 
Q55787913, , , , , , , ,E77.8, , , , 
Q55787919, , , , , , , ,E77.8, , , , 
Q55787920, , , , , , , ,E77.8, , , , 
Q55787951, , , , , , , ,M80.5, , , , 
Q55787965, , , , , , , ,Q87.1, , , , 
Q55787977, , , , , , , ,Q93.5, , , , 
Q55787978, , , , , , , ,G72.3, , , , 
Q55787986, , , , , , , ,Q87.1, , , , 
Q55787987, , , , , , , ,Q87.1, , , , 
Q55788073, , , , , , , ,E88.8, , , , 
Q55788075, , , , , , , ,Q93.5, , , , 
Q55788076, , , , , , , ,Q93.5, , , , 
Q55788077, , , , , , , ,Q04.3, , , , 
Q55788087, , , , ,"Q554297,acitretina", , ,Q86.8,C2931755,C538169, , 
Q55788088, , , , , , , ,Q87.8, , , , 
Q55788090, , , , , , , ,Q87.3, , , , 
Q55788096, , , , , , , , , , , , 
Q55788097, , , , , , , , , , , , 
Q55788100, , , , , , , ,Q93.5, , , , 
Q55788101, , , , , , , ,Q93.5, , , , 
Q55788106, , , , , , , ,Q93.5, , , , 
Q55788120, , , , , , , ,Q77.7, , , , 
Q55788123, , , , , , , ,Q87.1, , , , 
Q55788125, , , , , , , , , , , , 
Q55788127, , , , , , , ,Q20.1, , , , 
Q55788128, , , , , , , ,Q24.8, , , , 
Q55788168, , , , , , , ,Q64.4,C0266357, ,C99005, 
Q55788170, , , , , , , ,Q64.4,C0431743, ,C123254, 
Q55788175, , , , , , , , , , , , 
Q55788176, , , , , , , ,Q64.7, , , , 
Q55788180, , , , , , , ,Q72.8, , , , 
Q55788181, , , , , , , ,Q93.5, , , , 
Q55788182, , , , , , , , ,C1739100, , , 
Q55788183, , , , , , , ,M89.8, , , , 
Q55788185, , , , , , , ,Q87.8, , , , 
Q55788187, , , , , , , ,Q87.0, , , , 
Q55788188, , , , , , , ,Q87.8, , , , 
Q55788208, , , , , , , , , , , , 
Q55788216, , , , , , , ,H26.0, , , , 
Q55788220, , , , , , , , , , , , 
Q55788229, , , , , , , ,Q93.5, , , , 
Q55788230, , , , , , , ,Q93.5, , , , 
Q55788233, , , , , , , , , , , , 
Q55788243, , , , , , , , , , , , 
Q55788244, , , , , , , , , , , , 
Q56002983, , , , , , , ,I15.1,C1840390, , , 
Q56002985, , , , , , , ,I15.1,C1840391, , , 
Q56002992, , , , , , , ,I15.1,C3469605, , , 
Q56002994, , , , , , , ,I15.1,C3469606, , , 
Q56003003, , , , , , , , ,C3281089, , , 
Q56003006, , , , , , , , ,C3281092, , , 
Q56003019, , , , , , , , ,C3281288, , , 
Q56003053, , , , , , , , ,C3553404, , , 
Q56003071, , , , , , , , ,"C0265970,C3553549", , , 
Q56003074, , , , , , , , ,C3553587, , , 
Q56003077, , , , , , , , ,C3553625, , , 
Q56003079, , , , , , , , ,C3553637, , , 
Q56003107, , , , , , , ,E71.1,C3553915, ,C183526, 
Q56003137, , , , , , , ,Q82.8,C3554246, , , 
Q56003152, , , , , , , ,P00.4,C0035528, , , 
Q56003177, , , , , , , , ,C3554496, ,C157266, 
Q56003211, , , , , , , , ,C3808889, , , 
Q56003216, , , , , , , ,Q43.8,C0021847, , , 
Q56003253, , , , , , , , ,"C3809288,C3809289", , , 
Q56003262, , , , , , , , ,"C3715165,C3809346", , , 
Q56003263, , , , , , , , ,C3809352, , , 
Q56003265, , , , , , , , ,"C3809374,C4016410", , , 
Q56003301, , , , , , , , ,C3809803, , , 
Q56003344, , , , , , , , ,C3810332, , , 
Q56003346, , , , , , , , ,C3810354, , , 
Q56003348, , , , , , , , ,C3714948, , , 
Q56003349, , , , , , , , ,C3714949, , , 
Q56003350, , , , , , , , ,C3810401, , , 
Q56003352, , , , , , , , ,C4014310, , , 
Q56003353, , , , , , , , ,C4014393, , , 
Q56003377, , , , , , , ,E34.3,C1858656, , , 
Q56003379, , , , , , , , ,C4014737, , , 
Q56003380, , , , , , , , ,C4014767, , , 
Q56003403, , , , , , , , ,C4014958, , , 
Q56013512, , , , , , , , ,C4015080, , , 
Q56013514, , , , , , , , ,C4015124, , , 
Q56013517, , , , , , , , ,C4015128, , , 
Q56013523, , , , , , , , ,C4015307, , , 
Q56013526, , , , , , , , ,C4015316, , , 
Q56013532, , , , , , , , ,C4015368, , , 
Q56013535, , , , , , , , ,C4015395, , , 
Q56013537, , , , , , , , ,C4015424, , , 
Q56013550, , , , , , , ,Q80.8,C4015729, , , 
Q56013553, , , , , , , , ,C4225391, ,C174218, 
Q56013560, , , , , , , , ,C4225376, , , 
Q56013573, , , , , , , , ,C4225360, , , 
Q56013574, , , , , , , , ,C4225357, , , 
Q56013580, , , , , , , , ,C4225335, , , 
Q56013581, , , , , , , , ,C4225333, , , 
Q56013596, , , , , , , , ,C4225313, , , 
Q56013598, , , , , , , , ,C4225310, , , 
Q56013602, , , , , , , , ,C4225154, , , 
Q56013603, , , , , , , , ,C4225304, , , 
Q56013617, , , , , , , , ,C4225292, , , 
Q56013627, , , , , , , ,D64.0,"C2673914,C4225155", , , 
Q56013638, , , , , , , , ,C4310769, , , 
Q56013641, , , , , , , , ,C4310752, , , 
Q56013657, , , , , , ,520.5,K00.5,C0399367, , , 
Q56013659, , , , , , ,520.5,K00.5,C0399372,C536606, , 
Q56013710, , , , , , , ,Q92.3,C3150928, , , 
Q56013751, , , , , , , ,D81.2, , , , 
Q56013827, , , , , , , ,Q93.5, , , , 
Q56013869, , , , , , , ,D57.2, , , , 
Q56013896, , , , , , , ,G31.8, , , , 
Q56013917, , , , , , , ,D32.9, , , , 
Q56013927, , , , , , , , , , , , 
Q56013966, , , , , , ,199.1, ,C3839822, ,C123317, 
Q56014104, , , , , , , ,D68.8,C1856883, , , 
Q56014148, , , , , , , ,N46, , , , 
Q56014255, , , , , , , ,Q87.8,C1832216, , , 
Q56014317, , , , , , , ,Q87.8,"C1848519,C3266898", , , 
Q56014325, , , , , , , ,L65.8,C1840299, , , 
Q56014413, , , , , , , ,D64.4,C0271933, , , 
Q56014425, , , , , , , ,Q12.0, , , , 
Q56014426, , , , , , , ,Q12.0,C0858617, , , 
Q56014435, , , , , , , ,H47.2, , , , 
Q56014446, , , , , , , ,E75.2,C1847967, , , 
Q56014472, , , , , , ,239.5, ,C0042076,D014571,C3431, 
Q56014489, , , , , , , , ,C0017416,D005833,C3053, 
Q56014502, , , , , , , , ,C0007873,D002583,C2940, 
Q56014508, , , , , , , , ,C0031347,D010610,C3325, 
neoplàsia de pròstata, , , , , , , , ,C0033578,D011471,C3343, 
neoplàsia uterina, , , , , , ,239.5, ,C0042138,D014594,C3435, 
neoplàsia d'esòfag, , , , , , , , ,C0014859,D004938,C3028, 
Q56014549, , , , , , , , ,C0005396,D001650,C2898, 
Q56014558, , , , , , , , ,C2931663,C537906, , 
Q56014598, , , , , , , , ,C2931740,C538125, , 
Q56014603, , , , , , , , ,C2930989, , , 
Q56014605, , , , , , , , ,C2931088,C536023, , 
Q56014634, , , , , , , , ,C4225427, , , 
Q56014653, , , , , , , , ,"C4479229,CN240514", , , 
Q56042345, , , , ,infecció, , , , , , , 
Q56070785, , , , , , , , , , , , 
Q56196009, , , , , , , , , , , , 
Q56217799, , ,fractura per sobrecàrrega, ,"osteomalàcia,osteoporosi", , , ,C2350177, , , 
Q56244339,"diarrea,esternut,febre,pneumònia atípica,rinorrea,tos", , , ,Q667756,"ELISA,reacció en cadena de la polimerasa", , ,C4087161, , , 
Q56277527, , , , , , , , ,C4053775, , , 
Q56278375, , , , , , , , , , , , 
Q56291718, , , , , , , , , , , , 
Q56297308, , , , , , , , , , , , 
Q55788245, , , , , , , ,Q77.8, , , , 
Q55788261, , , , , , , ,Q93.5, , , , 
Q55788263, , , , , , , , , , , , 
Q55788265, , , , , , , , , , , , 
Q55788268, , , , , , , ,G31.8, , , , 
Q55788271, , , , , , , , , , , , 
Q55788284, , , , , , , , , , , , 
Q55788285, , , , , , , ,Q04.0, , , , 
Q55788292, , , , , , , , , , , , 
Q55788293, , , , , , , , , , , , 
Q55788315, , , , , , , ,J34.8, , , , 
Q55788318, , , , , , , , , , , , 
Q55788319, , , , , , , , , , , , 
Q55788323, , , , , , , , , , , , 
Q55788329, , , , , , , , , , , , 
Q55788331, , , , , , , , , , , , 
Q55788359, , , , , , , , , , , , 
Q55788360, , , , , , , , , , , , 
Q55788367, , , , , , , , , , , , 
Q55788368, , , , , , , , , , , , 
Q55788369, , , , , , , , , , , , 
Q55788370, , , , , , , , , , , , 
Q55788373, , , , , , , , , ,C538514, , 
Q55788380, , , , , , , , , , , , 
Q55788386, , , , , , , ,Q87.8, , , , 
Q55788389, , , , , , , , , , , , 
Q55788409, , , , , , , ,Q93.0,C0795875,C537108,C36469, 
Q55788412, , , , , , ,"215.9,733.29",M85.0, , , , 
Q55788427, , , , , , , ,Q43.3,C0266235, , , 
Q55788430, , , , , , ,740.1,Q00.1,C0152426, ,C98907, 
Q55788433, , , , , , , ,Q87.8,C2931271,C536633, , 
Q55788435, , , , , , , ,Q75.4, , , , 
Q55788448, , , , , , , , , , , , 
Q55788458, , , , , , , , , , , , 
síndrome amb braquidactília, , , , , , , ,Q73.8, , , , 
Q55788481, , , , , , , ,P35.8, , , , 
Q55788485, , , , , , , , , , , , 
Q55788500, , , , , , , ,Q79.8, , , , 
Q55788501, , , , , , , ,G12.8, , , , 
Q55788503, , , , , , , ,Q87.8, , , , 
Q55788508, , , , , , , ,Q87.8, , , , 
Q55788514, , , , , , , ,Q93.5, , , , 
Q55788517, , , , , , , ,Q87.0, , , , 
Q55788531, , , , , , , , , , , , 
Q55788534, , , , , , , , , , , , 
Q55788560, , , , , , , , , , , , 
Q55788568, , , , , , , ,E77.1, , , , 
Q55788575, , , , , , , ,E16.1, , , , 
Q55788606, , , , , , , , , , , , 
Q55788608, , , , , , , ,Q81.8, , , , 
Q55788612, , , , , , ,759.6,Q85.8, , , , 
Q55788613, , , , , , ,759.6,Q85.8, , , , 
Q55788614, , , , , , ,759.6,Q85.8, , , , 
Q55788620, , , , , , , ,Q79.6,C1845235, , , 
Q55788621, , , , , , , , , , ,C35107, 
Q55788633, , , , , , , ,Q87.0, , , , 
Q55788642, , , , , , , ,Q87.5,C4303862, , , 
Q55788643, , , , , , , ,Q78.8,CL952027, , , 
Q55788644, , , , , , , ,Q77.3,C1300228,C535392, , 
Q55788646, , , , , , , ,Q78.4, , , , 
Q55788647, , , , , , , ,Q77.8, , , , 
Q55788648, , , , , , , ,Q87.8, , , , 
Q55788650, , , , , , , ,Q87.8, , , , 
Q55788652, , , , , , , ,Q87.8, , , , 
Q55788654, , , , , , , ,Q87.8, , , , 
Q55788655, , , , , , , ,Q87.8, , , , 
Q55788657, , , , , , , ,Q87.8, , , , 
Q55788658, , , , , , , ,Q87.8, , , , 
Q55788667, , , , , , , ,Q04.3, , , , 
Q55788668, , , , , , , ,Q04.3, , , , 
malformació esofàgica, , , , , , , , , , , , 
Q55788698, , , , , , , ,Q81.2, , , , 
Q55788700, , , , , , , ,Q81.2, , , , 
Q55788725, , , , , , , ,Q79.6,C0268336,C536195,C125697, 
Q55788726, , , , , , , ,Q82.8,C0432337,C567855, , 
Q55788734, , , , , , , ,H90.3, , , , 
Q55788736, , , , , , , ,E25.0, , , , 
Q55788737, , , , , , , , , , , , 
Q55788738, , , , , , , , , , , , 
Q55788739, , , , , , , ,E29.1, , , , 
Q55788743, , , , , , , ,Q87.5, , , , 
Q55788747, , , , , , , ,Q56.2, , , , 
Q55788753, , , , , , , ,Q39.8, , , , 
Q55788754, , , , , , ,750.4,Q39.6, , , , 
Q55788761, , , , , , , ,Q60.0,C0266294, ,C101220, 
Q55788762, , , , , , ,753.3,Q63.8,C0266317, , , 
Q55788766, , , , , , , ,Q61.4,C0431697, , , 
Q55788767, , , , , , , ,Q61.4,C0431698, ,C101313, 
Q55788768, , , , , , , ,Q63.8, , , , 
Q55788769, , , , , , , ,Q63.8, , , , 
Q55788781, , , , , , , ,Q87.0, , , , 
Q55788782, , , , , , , ,Q87.0, , , , 
Q55788783, , , , , , , ,Q87.0, , , , 
Q55788786, , , , , , ,755.59,Q71.5, , , , 
Q55788790, , , , , , , ,Q73.8,C1862138, , , 
Q55788791, , , , , , , ,Q73.8, , , , 
Q55788793, , , , , , , ,E77.1, , , , 
Q55788794, , , , , , , ,E77.1, , , , 
Q55788803, , , , , , ,756.3,Q77.2,C0432195, , , 
Q55788804, , , , , , , ,Q78.8, , , , 
Q56297467, , , , , , , , ,C2930971,C535663, , 
Q56297474, , , , , , , , ,C2674705, , , 
Q56297481, , , , , , , , , , , , 
Q56297493, , , , , , , , ,C0267774, , , 
Q56298920, ,amantadina, , , , , , ,C3203495, , , 
Q56325571, , , , , , , , , , , , 
Q56344558, , , , ,trastorn congènit del metabolisme, , , , , , , 
Q56605326, , , , , , , , , , ,C153290, 
Q56605329, , , , , , , , , , ,C153291, 
Q56792371, , , , , , , , , , , , 
Q57157864, , , , , , , , ,C0156604, , , 
Q57759391, , , , , , , , , , , , 
Q57823731, , , , , , , , , , , , 
disfunció cognitiva, , , , , , , , , ,D060825,C116921, 
Q58833940, , , , , , , , , ,D005185, , 
Q58833942, , , , , , , , , ,D005770, , 
neoplàsia nasofaríngia, , , , , , , , , ,D009303, , 
Q58833955, , , , , , , , , ,D009373, , 
Q58833962, , , , , , , , , ,D010911, , 
Q58833963, , , , , , , , , ,D012142, , 
Q58833969, , , , , , , , , ,D014523, , 
neoplàsia colorectal, , , , , , , , , ,D015179, , 
neoplàsia d'endometri, , , , , , , , ,C0014170,D016889, , 
Q58833980, , , , , , , , , ,D018365, , 
Q58833981, , , , , , , , , ,D018567, , 
Q58833983, , , , , , , , , ,D064726, , 
Q58845312, , , , , , , , , ,D004067, , 
Q58845352, , , , , , , , , ,D018204, , 
Q59282179, , , , , , , , , , , , 
Q59484501, , , , , , , , ,"C0269684,C0271930", , , 
Q59554760, , , , , , , , , , , , 
Q60194992, , , , , , , , , , , , 
Q60194994, , , , , , , , , , , , 
Q60194997, , , , , , , , , , , , 
Q60195020, , , , , , , , , , , , 
Q60195060, , , , , , , , , , , , 
Q60195062, , , , , , , , , , , , 
Q60195068, , , , , , , , , , , , 
Q60195088, , , , , , , , , , , , 
Q60195093, , , , , , , , , , , , 
Q60195100, , , , , , , , , , , , 
Q60195103, , , , , , , , , , , , 
Q60195127, , , , , , , , , , , , 
Q60195133, , , , , , , , , , , , 
Q60195176, , , , , , , , , , , , 
Q60195329, , , , , , , , , , , , 
Q60195332, , , , , , , , , , , , 
Q60195338, , , , , , , , , , , , 
Q60195370, , , , , , , , , , , , 
Q60196522, , , , , , , , , , , , 
Q60456290, , , , , , , ,K31.89,C0542029, , , 
Q60464424, , , , , , , , ,C0341753, , , 
Q60589325, , ,microcefàlia, , , , , , , , , 
Q60786772, , , , , , , , , , , , 
Q60786881, , , , , , , , , , , , 
Q60791934, , , , , , , , , , , , 
Q60875818, , , , , , , , ,C0266857, , , 
Q60964900, , , , , , , , ,C0406299, , , 
Q61466307, , , , , , , , , , , , 
Q61588794, , , , ,Gyrodactylus salaris, , , , , , , 
Q61913387, , , , , , , , , , ,C123095, 
Q61913404, , , , , , , , , , , , 
Q61913407, , , , , , , , , , , , 
Q61913415, , , , , , , , , , , , 
Q61913449, , , , , , , , , , ,C162472, 
Q61913454, , , , , , , , , , , , 
Q61913473, , , , , , , , ,C3150667, , , 
Q61913507, , , , , , , , , , , , 
Q61913522, , , , , , , , , , , , 
Q61967974, , , , , , , , , , , , 
Q61967976, , , , , , , , , , , , 
Q62006223, , , , , , , , , , , , 
Q62019625, , , , , , , , ,C0019189,D006521, , 
Q63253280, , ,estat hipnagògic, , , , , , , , , 
Q63677197, , , , , , , , , , , , 
Q63762876, , , , , , , , , , , , 
Q63943905, , , , , , , , , , , , 
edema de medul·la òssia, , , , , , , ,M89.8,C0948162, , , 
Q64348505, , , , , , , , ,C0856830,C563162, , 
Q64403009, , , , , , , , ,C0747526, , , 
Q64485022, , , , , , , , , , , , 
Q64698726, , ,Q65090420, , , , , , ,D020964,C112858, 
Q64732801, , , , ,Entamoeba, , , , ,D004749, , 
Q64785911, , , , , , , , , ,D000074009, , 
Q64869872, , , , , , , , ,CL495766, , , 
Q65070303, , , , , , , , , , , , 
Q65081603, , , , , , , , , , , , 
Q65085116, , , , , , , , ,CL1371085, , , 
Q65195044, , , , , , , , , , , , 
Q65214073, , , , , , , , , , , , 
Q65294828, , , , , , , , , , , , 
Q65666252, , , , ,infecció, , , , ,D016481, , 
Q66084699, , , , , , , , ,CL786786, , , 
Q66084882, , , , , , , , ,C1847532, , , 
Q66084886, , , , , , , , , , , , 
Q66084913, , , , , , , , ,C1834558, ,C126689, 
Q66084936, , , , , , , , , , ,C126742, 
Q66299816,"hemorràgia,vòmit", , , , , , , , , , , 
Q66299818, , , , , , , , , , ,C126869, 
Q66299820, , , , , , , , , , ,C126870, 
Q55788805, , , , , , , ,Q78.5, , , , 
Q55788806, , , , , , , , , , , , 
Q55788807, , , , , , , ,Q74.8, , , , 
Q55788809, , , , , , , , , , , , 
Q55788810, , , , , , ,756.59, ,C0432238, , , 
Q55788811, , , , , , , , , , , , 
Q55788812, , , , , , , , , , , , 
Q55788813, , , , , , , , ,C1300205, , , 
Q55788814, , , , , , , , ,C0432257, , , 
Q55788815, , , , , , , , , , , , 
Q55788817, , , , , , , , , , , , 
osteòlisi primària, , , , , , , , , , , , 
Q55788820, , , , , , , , , , , , 
Q55788821, , , , , , , , , , , , 
Q55788822, , , , , , , , , , , , 
disostosi amb predomini afectació vertebral i costal, , , , , , , , , , , , 
Q55788824, , , , , , , , , , , , 
Q55788825, , , , , , , ,"Q71.0,Q71.1,Q71.2,Q71.3,Q71.4,Q71.5,Q71.6,Q71.8,Q71.9,Q72.0,Q72.1,Q72.2,Q72.3,Q72.4,Q72.5,Q72.6,Q72.7,Q72.8,Q72.9,Q73.0,Q73.1,Q73.8",C0239399, , , 
Q55788826, , , , , , , , , , , , 
Q55788827, , , , , , , , , , , , 
Q55788828, , , , , , , , , , , , 
Q55788829, , , , , , , , , , , , 
Q55788831, , , , , , , , , , , , 
malformació sindròmica renal o del tracte urinari, , , , , , , , , , , , 
Q55788866, , , , , , , ,Q32.1, , , , 
Q55788867, , , , , , , ,Q32.1, , , , 
Q55788868, , , , , , , ,Q32.1, , , , 
Q55788870, , , , , , , , , , , , 
Q55788871, , , , , , , , , , , , 
Q55788872, , , , , , , , , , , , 
Q55788873, , , , , , , , , , , , 
Q55788875, , , , , , , ,Q74.0,C0431799, , , 
Q55788876, , , , , , , ,Q93.5, , , , 
Q55788877, , , , , , , ,Q87.8, , , , 
Q55788885, , , , , , , ,Q23.0,C0265843, ,C98818, 
Q55788886, , , , , , , ,Q22.4, , , , 
Q55788887, , , , , , , ,Q22.4,C0265836, , , 
Q55788888, , , , , , , ,Q22.8, , , , 
Q55788889, , , , , , , ,Q22.8, , , , 
Q55788891, , , , , , , ,Q22.8, , , , 
Q55788892, , , , , , , ,"Q23.2,Q23.3", , , , 
Q55788893, , , , , , , ,Q23.3, , , , 
Q55788894, , , , , , ,746.89,Q23.8,C0344770, , , 
Q55788895, , , , , , , , , , , , 
Q55788896, , , , , , , ,Q25.4, , , , 
anomalia del conducte arteriós, , , , , , , , , , , , 
Q55788898, , , , , , , ,Q25.8, , ,C99024, 
Q55788900, , , , , , , ,Q24.5, , , , 
Q55788901, , , , , , , ,Q24.5, , , , 
Q55788903, , , , , , ,747.49,Q26.9,C0265928, , , 
Q55788904, , , , , , ,747.49,Q26.9,C0265932, , , 
Q55788905, , , , , , , ,Q21.1, , , , 
Q55788909, , , , , , , ,Q26.8,C3163825, , , 
Q55788910, , , , , , , ,Q20.8, , , , 
Q55788913, , , , , , , ,Q87.8, , , , 
Q55788921, , , , , , , ,"Q54.2,Q54.3", , , , 
Q55788932, , , , , , , ,Q99.8, , , , 
Q55788934, , , , , , , ,Q92.1, , , , 
Q55788935, , , , , , , ,Q92.1, , , , 
Q55788936, , , , , , , ,Q92.1,C1096527,C537940, , 
Q55788937, , , , , , , ,Q92.1, , , , 
Q55788938, , , , , , , ,Q92.1,"C2931326,C2931327",C536796, , 
Q55788939, , , , , , , ,Q92.3, , , , 
Q55788940, , , , , , , ,Q92.3, , ,C185241, 
Q55788941, , , , , , , ,Q92.3, , , , 
Q55788942, , , , , , , ,Q92.3, , , , 
Q55788943, , , , , , , ,Q92.3, , , , 
Q55788945, , , , , , , ,Q87.3, , , , 
Q55788946, , , , , , , ,Q99.8, , , , 
Q55788947, , , , , , , ,Q92.3, , , , 
Q55788948, , , , , , , ,Q92.3, , , , 
Q55788949, , , , , , , ,Q92.3, , , , 
Q55788950, , , , , , , ,Q92.3,C0795817,C537810, , 
Q55788951, , , , , , , ,Q92.3, , , , 
Q55788952, , , , , , , ,Q92.3, , , , 
Q55788953, , , , , , , ,Q92.3,C2931797,C538294, , 
Q55788955, , , , , , , ,Q92.3, , , , 
Q55788956, , , , , , , ,Q92.3, , , , 
Q55788958, , , , , , , ,Q92.3, , , , 
Q55788959, , , , , , , ,Q92.3, , , , 
Q55788960, , , , , , , ,Q93.0, , ,C36461, 
Q55788961, , , , , , , ,Q93.5, , , , 
Q55788962, , , , , , , ,Q93.5, , , , 
Q55788963, , , , , , , ,Q93.5, , , , 
Q55788964, , , , , , , ,Q93.5, , , , 
Q55788965, , , , , , , ,Q93.5, , , , 
Q55788967, , , , , , , ,Q93.5, , ,C39795, 
Q55788968, , , , , , , ,Q93.5, , , , 
Q55788969, , , , , , , ,Q93.5, , , , 
Q55788974, , , , , , , ,Q93.5, , , , 
Q55788975, , , , , , , ,Q93.5, , , , 
Q55788976, , , , , , , ,Q93.2, , , , 
Q55788977, , , , , , , ,Q93.2, , , , 
Q55788978, , , , , , , ,Q93.2,"C0265430,C2931693",C538022, , 
Q55788980, , , , , , ,758.89,Q93.2,C0265444, , , 
Q55788981, , , , , , , ,Q93.2,C2931808,C538303,C179703, 
Q55788982, , , , , , , ,Q93.2,C2931703,C538035, , 
Q55788983, , , , , , , ,Q93.2, , , , 
Q55788984, , , , , , , ,Q99.8, , , , 
Q55788985, , , , , , , ,Q99.8, , , , 
Q55788986, , , , , , , ,Q99.8, , , , 
Q55788987, , , , , , , ,Q87.1, , , , 
Q55788989, , , , , , , ,Q99.8, , , , 
Q55788990, , , , , , , ,Q99.8, , , , 
Q55788991, , , , , , , ,Q99.8, , , , 
Q55788992, , , , , , , ,Q99.8, , , , 
Q55788993, , , , , , , ,Q99.8, , , , 
Q55788994, , , , , , , ,Q99.8, , , , 
Q55788995, , , , , , , ,Q99.8, , , , 
Q55788996, , , , , , , ,Q99.8, , , , 
Q55788997, , , , , , , ,Q99.8, , , , 
Q55788998, , , , , , , ,Q87.3, , , , 
Q55789000, , , , , , , ,Q99.8, , , , 
Q55789001, , , , , , , ,Q99.8, , , , 
Q55789002, , , , , , , ,Q99.8, , , , 
Q55789004, , , , , , , ,Q52.0, , , , 
Q55789005, , , , , , , ,Q98.6, , , , 
Q55789006, , , , , , , , , , , , 
Q55789009, , , , , , , ,Q87.0, , , , 
Q55789014, , , , , , , ,Q07.8,C3164501, , , 
Q55789024, , , , , , , ,Q60.3,C0431691, , , 
Q55789025, , , , , , , ,Q60.4,C0431692, , , 
Q55789027, , , , , , , ,Q63.8, , , , 
Q55789028, , , , , , , ,Q63.8, , , , 
Q55789037, , , , , , , ,Q99.8, , , , 
Q55789040, , , , , , , , , , , , 
Q55789041, , , , , , , , ,C0745360, , , 
Q55789045, , , , , , , , , , , , 
Q55789047, , , , , , , ,Q25.7, , , , 
Q55789060, , , , , , , , , , , , 
Q55789061, , , , , , , , , , , , 
Q55789062, , , , , , , , , , , , 
Q55789075, , , , , , , , , , , , 
Q55789076, , , , , , , , , , , , 
Q55789077, , , , , , , , , , , , 
Q55789081, , , , , , ,758.5, ,C0041107, , , 
trisomia autosòmica total, , , , , , , , , , , , 
Q55789083, , , , , , , , , , , , 
Q55789084, , , , , , , ,"Q93.0,Q93.1", , , , 
Q55789085, , , , , , , ,"Q93.3,Q93.4,Q93.5", , , , 
Q55789086, , , , , , , ,Q99.8, , , , 
Q55789087, , , , , , , ,Q99.8, , , , 
Q55789089, , , , , , , ,Q99.8, , , , 
Q55789091, , , , , , , , ,C3869819, , , 
Q55789092, , , , , , , , , , , , 
Q55789093, , , , , , , ,Q98.6, , , , 
Q55789094, , , , , , , ,Q99.8, , , , 
Q55789095, , , , , , , , , , , , 
Q55789096, , , , , , ,746.01,Q22.2,"C0265831,C0344983", , , 
Q55789140, , , , , , , , , , , , 
Q55789141, , , , , , , ,Q04.3, , , , 
aplàsia de nervi cranial i nuclear, , , , , , , , , , , , 
Q55789143, , , , , , , , , , , , 
Q55789144, , , , , , ,742.4, , , , , 
Q55789151, , , , , , , , , , , , 
Q55789152, , , , , , , ,"Q11.0,Q11.1,Q11.2", , , , 
Q55789153, , , , , , , , , , , , 
Q55789154, , , , , , , , , , , , 
Q55789198, , , , , , , , , , , , 
anomalia cromosòmica amb cataractes, , , , , , , , , , , , 
Q55789278, , , , , , , , , , , , 
Q55789279, , , , , , , , , , , , 
Q55789280, , , , , , , , , , , , 
Q55789281, , , , , , , , , , , , 
Q55789282, , , , , , , , , , , , 
Q55789283, , , , , , , ,"Q22.4,Q22.5,Q22.8,Q22.9",C4025753, , , 
Q55789284, , , , , , , , ,C0948632, , , 
Q55789285, , , , , , , ,Q25.4,C0345043, , , 
Q55789286, , , , , , , ,Q21.1, , , , 
Q55789287, , , , , , , , ,C0265914, ,C110942, 
Q55789288, , , , , , , , , , , , 
Q55789289, , , , , , , ,Q87.1, , , , 
Q55789290, , , , , , , ,Q87.1, , , , 
Q55789291, , , , , , , ,Q93.5, , , , 
Q55789292, , , , , , , ,Q93.5, , , , 
Q55789293, , , , , , , ,Q98.6, , , , 
Q55789294, , , , , , , ,Q98.6, , , , 
Q55789302, , , , , , , ,Q03.1, , , , 
Q55789303, , , , , , , ,Q13.4, , , , 
Q55789305, , , , , , , ,Q10.3,C0521573, ,C98878, 
Q55789306, , , , , , , ,Q14.2, , , , 
Q55789307, , , , , , , ,Q11.2,C0152454, , , 
Q55789308, , , , , , , ,Q11.2, , , , 
Q55789309, , , , , , , ,Q11.2, , , , 
Q55789319, , , , , , , ,Q20.3, , , , 
Q55789320, , , , , , , ,"Q20.1,Q21.3",C1956411, , , 
Q55789322, , , , , , , ,Q20.1, , , , 
Q55789323, , , , , , , ,Q22.2, , , , 
Q55789324, , , , , , , ,Q25.7, , , , 
Q55789325, , , , , , , ,Q25.7, , , , 
Q55789327, , , , , , , ,Q24.4, , , , 
Q55789328, , , , , , , ,Q24.4, , , , 
Q55789329, , , , , , , ,Q22.8, , , , 
Q55789330, , , , , , , ,Q22.8, , , , 
Q55789331, , , , , , ,746.5,Q23.2,C0158618, , , 
Q55789332, , , , , , ,746.89,Q23.2,C3165203, , , 
Q55789333, , , , , , , ,Q23.2, , , , 
Q55789335, , , , , , , ,Q23.3, , , , 
Q55789336, , , , , , , ,Q23.8, , , , 
Q55789338, , , , , , , ,Q23.3, , , , 
Q66299822, , , , , , , , , , ,C126871, 
