name,link
Hygroma cervical,https://en.wikipedia.org/wiki/Cystic_hygroma
Hyperammonemia,https://en.wikipedia.org/wiki/Hyperammonemia
Hypercalcinuria idiopathic,https://en.wikipedia.org/wiki/Idiopathic_hypercalcinuria
Hypercalcinuria,https://en.wikipedia.org/wiki/Hypercalciuria
Hypercementosis,https://en.wikipedia.org/wiki/Hypercementosis
Hypergeusia,https://en.wikipedia.org/wiki/Hypergeusia
Hyperglycemia,https://en.wikipedia.org/wiki/Hyperglycemia
Hyperhidrosis,https://en.wikipedia.org/wiki/Hyperhidrosis
Hyperhomocysteinemia,https://en.wikipedia.org/wiki/Hyperhomocysteinemia
Hyperkalemia,https://en.wikipedia.org/wiki/Hyperkalemia
Hyperkeratosis lenticularis perstans of Flegel,https://en.wikipedia.org/wiki/Hyperkeratosis#Other
Hyperlipoproteinemia type I,https://en.wikipedia.org/wiki/Hyperlipidemia#type_I
Hyperostosis frontalis interna,https://en.wikipedia.org/wiki/Hyperostosis_frontalis_interna
Hyperreflexia,https://en.wikipedia.org/wiki/Hyperreflexia
Hypersensitivity,https://en.wikipedia.org/wiki/Hypersensitivity
Hypersensitivity type I,https://en.wikipedia.org/wiki/Type_I_hypersensitivity
Hypersensitivity type II,https://en.wikipedia.org/wiki/Type_II_hypersensitivity
Hypersensitivity type III,https://en.wikipedia.org/wiki/Type_III_hypersensitivity
Hypersensitivity type IV,https://en.wikipedia.org/wiki/Type_IV_hypersensitivity
Hypersomnolence,https://en.wikipedia.org/wiki/Hypersomnia
Hypertensive retinopathy,https://en.wikipedia.org/wiki/Hypertensive_retinopathy
Hyperthermia,https://en.wikipedia.org/wiki/Hyperthermia
Hypertrichosis lanuginosa congenita,https://en.wikipedia.org/wiki/Hypertrichosis
"Hypertrichosis lanuginosa, acquired",https://en.wikipedia.org/wiki/Hypertrichosis
Hypertropia,https://en.wikipedia.org/wiki/Hypertropia
Hypertryptophanemia,https://en.wikipedia.org/wiki/Hypertryptophanemia
Hypervitaminosis D,https://en.wikipedia.org/wiki/Vitamin_D_toxicity
Hypoactive sexual desire disorder,https://en.wikipedia.org/wiki/Hypoactive_sexual_desire_disorder
Hypoaldosteronism,https://en.wikipedia.org/wiki/Hypoaldosteronism
"Hypobetalipoprotéinemia, familial",https://en.wikipedia.org/wiki/Hypobetalipoproteinemia
Hypochondriasis,https://en.wikipedia.org/wiki/Hypochondriasis
Hypochondrogenesis,https://en.wikipedia.org/wiki/Hypochondrogenesis
Hypocomplementemic urticarial vasculitis,https://en.wikipedia.org/wiki/Urticarial_vasculitis
Hypodysfibrinogenemia,https://en.wikipedia.org/wiki/Hypodysfibrinogenemia
Hypoglycemia,https://en.wikipedia.org/wiki/Hypoglycemia
"Hypogonadism, isolated, hypogonadotropic",https://en.wikipedia.org/wiki/Hypogonadism
Hypokalemia,https://en.wikipedia.org/wiki/Hypokalemia
Hypokalemic sensory overstimulation,https://en.wikipedia.org/wiki/Hypokalemic_sensory_overstimulation
Hypolipoproteinemia,https://en.wikipedia.org/wiki/Hypolipoproteinemia
Hypoplastic thumb mullerian aplasia,https://en.wikipedia.org/wiki/Michels_Caskey_syndrome
Hyporeninemic hypoaldosteronism,https://en.wikipedia.org/wiki/Hypoaldosteronism
Hypospadias familial,https://en.wikipedia.org/wiki/Hypospadias
Hypothalamic dysfunction,https://en.wikipedia.org/wiki/Hypothalamic_disease
Hypothalamic hamartomas,https://en.wikipedia.org/wiki/Tuber_cinereum_hamartoma
Hypotropia,https://en.wikipedia.org/wiki/Hypertropia
Ichthyoallyeinotoxism,https://en.wikipedia.org/wiki/Ichthyoallyeinotoxism
Ichthyosis deafness mental retardation skeletal anomaly,https://en.wikipedia.org/wiki/Ruzicka_Goerz_Anton_syndrome
Idiopathic acute eosinophilic pneumonia,https://en.wikipedia.org/wiki/Eosinophilic_pneumonia
Idiopathic adolescent scoliosis,https://en.wikipedia.org/wiki/Adolescent_idiopathic_scoliosis
Idiopathic eosinophilic chronic pneumopathy,https://en.wikipedia.org/wiki/Eosinophilic_pneumonia
Idiopathic pulmonary haemosiderosis,https://en.wikipedia.org/wiki/Idiopathic_pulmonary_haemosiderosis
Idiopathic sclerosing mesenteritis,https://en.wikipedia.org/wiki/Idiopathic_sclerosing_mesenteritis
IgA deficiency,https://en.wikipedia.org/wiki/Selective_immunoglobulin_A_deficiency
IgA vasculitis,https://en.wikipedia.org/wiki/Henoch%E2%80%93Sch%C3%B6nlein_purpura
Iminoglycinuria,https://en.wikipedia.org/wiki/Iminoglycinuria
Inborn amino acid metabolism disorder,https://en.wikipedia.org/wiki/Inborn_errors_of_metabolism
Inborn branched chain aminoaciduria,https://en.wikipedia.org/wiki/Organic_acidemia
Inborn error of metabolism,https://en.wikipedia.org/wiki/Inborn_errors_of_metabolism
Inborn metabolic disorder,https://en.wikipedia.org/wiki/Inborn_errors_of_metabolism
Inborn renal aminoaciduria,https://en.wikipedia.org/wiki/Inborn_errors_of_renal_tubular_transport
Incisors fused,https://en.wikipedia.org/wiki/Tooth_fusion
Incontinentia pigmenti achromians,https://en.wikipedia.org/wiki/Incontinentia_pigmenti_achromians
Indomethacin antenatal infection,https://en.wikipedia.org/wiki/Indometacin
Infantile apnea,https://en.wikipedia.org/wiki/Infantile_apnea
Infantile digital fibromatosis,https://en.wikipedia.org/wiki/Infantile_digital_fibromatosis
Infective endocarditis,https://en.wikipedia.org/wiki/Infective_endocarditis
Inhalant abuse,https://en.wikipedia.org/wiki/Inhalant
"Inhalant abuse, aliphatic hydrocarbons",https://en.wikipedia.org/wiki/Inhalant
"Inhalant abuse, aromatic hydrocarbons",https://en.wikipedia.org/wiki/Inhalant
"Inhalant abuse, ketones",https://en.wikipedia.org/wiki/Inhalant
"Inhalant abuse, haloalkanes",https://en.wikipedia.org/wiki/Inhalant
"Inhalant abuse, nitrites",https://en.wikipedia.org/wiki/Inhalant
Insulinoma,https://en.wikipedia.org/wiki/Insulinoma
Intracranial arteriovenous malformations,https://en.wikipedia.org/wiki/Cerebral_arteriovenous_malformation
Intrauterine infections,https://en.wikipedia.org/wiki/Vertically_transmitted_infection
Iodine antenatal infection,https://en.wikipedia.org/wiki/Iodine
Iodine deficiency,https://en.wikipedia.org/wiki/Iodine_deficiency
Iridocyclitis,https://en.wikipedia.org/wiki/Uveitis#Classification
Iron deficiency,https://en.wikipedia.org/wiki/Iron_deficiency
Isochromosome i (5p),https://en.wikipedia.org/wiki/Small_supernumerary_marker_chromosome#Isochromosome_i_(5p)
Jejunal atresia,https://en.wikipedia.org/wiki/Intestinal_atresia
Jeune syndrome,https://en.wikipedia.org/wiki/Asphyxiating_thoracic_dysplasia
Kallmann syndrome with Spastic paraplegia,https://en.wikipedia.org/wiki/Kallmann_syndrome
Kallmann syndrome with heart disease,https://en.wikipedia.org/wiki/Kallmann_syndrome
"Kallmann syndrome, type 1, X linked",https://en.wikipedia.org/wiki/Kallmann_syndrome
"Kallmann syndrome, type 3, recessive",https://en.wikipedia.org/wiki/Kallmann_syndrome
Kaposiform hemangioendothelioma,https://en.wikipedia.org/wiki/Vascular_tumor#Borderline
Kartagener syndrome,https://en.wikipedia.org/wiki/Primary_ciliary_dyskinesia
Kawasaki syndrome,https://en.wikipedia.org/wiki/Kawasaki_disease
Keratoacanthoma familial,https://en.wikipedia.org/wiki/Keratoacanthoma
Keratoacanthoma,https://en.wikipedia.org/wiki/Keratoacanthoma
Keratoconjunctivitis sicca,https://en.wikipedia.org/wiki/Dry_eye_syndrome
Keratolytic winter erythema,https://en.wikipedia.org/wiki/Keratolytic_winter_erythema
Keratomalacia,https://en.wikipedia.org/wiki/Keratomalacia
"Keratosis, seborrheic",https://en.wikipedia.org/wiki/Seborrheic_keratosis
Kernicterus,https://en.wikipedia.org/wiki/Kernicterus
Ki-1cell lymphoma,https://en.wikipedia.org/wiki/Anaplastic_large-cell_lymphoma
Kimura disease,https://en.wikipedia.org/wiki/Kimura%27s_disease
Klüver–Bucy syndrome,https://en.wikipedia.org/wiki/Kl%C3%BCver%E2%80%93Bucy_syndrome
Kohler disease,https://en.wikipedia.org/wiki/K%C3%B6hler_disease
Koilonychia,https://en.wikipedia.org/wiki/Koilonychia
Kounis syndrome,https://en.wikipedia.org/wiki/Kounis_syndrome
Kwashiorkor,https://en.wikipedia.org/wiki/Kwashiorkor
Labrador lung,https://en.wikipedia.org/wiki/Pneumoconiosis
Labyrinthitis,https://en.wikipedia.org/wiki/Labyrinthitis
Lambert–Eaton myasthenic syndrome,https://en.wikipedia.org/wiki/Lambert%E2%80%93Eaton_myasthenic_syndrome
Lambert–Eaton syndrome,https://en.wikipedia.org/wiki/Lambert%E2%80%93Eaton_myasthenic_syndrome
Landouzy–Dejerine muscular dystrophy,https://en.wikipedia.org/wiki/Facioscapulohumeral_muscular_dystrophy
Langdon Down,https://en.wikipedia.org/wiki/John_Langdon_Down
Large B-cell diffuse lymphoma,https://en.wikipedia.org/wiki/Diffuse_large_B-cell_lymphoma
Laryngeal carcinoma,https://en.wikipedia.org/wiki/Laryngeal_cancer
Laryngeal neoplasm,https://en.wikipedia.org/wiki/Laryngeal_cancer
Launois–Bensaude adenolipomatosis,https://en.wikipedia.org/wiki/Raoul_Bensaude
Lead poisoning,https://en.wikipedia.org/wiki/Lead_poisoning
Ledderhose disease,https://en.wikipedia.org/wiki/Plantar_fibromatosis
Left ventricular hypertrophy,https://en.wikipedia.org/wiki/Left_ventricular_hypertrophy
"Leigh syndrome, French Canadian type","https://en.wikipedia.org/wiki/Leigh_syndrome,_French_Canadian_type"
Leiomyomatosis familial,https://en.wikipedia.org/wiki/Leiomyoma
Leiomyosarcoma,https://en.wikipedia.org/wiki/Leiomyosarcoma
Léri–Weill dyschondrosteosis,https://en.wikipedia.org/wiki/L%C3%A9ri%E2%80%93Weill_dyschondrosteosis
Letterer–Siwe disease,https://en.wikipedia.org/wiki/Letterer%E2%80%93Siwe_disease
"Leukemia, B-Cell, chronic",https://en.wikipedia.org/wiki/Chronic_lymphocytic_leukemia
"Leukemia, Myeloid",https://en.wikipedia.org/wiki/Myeloid_leukemia
Leukocyte adhesion deficiency syndrome,https://en.wikipedia.org/wiki/Leukocyte_adhesion_deficiency
Leukocytoclastic angiitis,https://en.wikipedia.org/wiki/Cutaneous_small-vessel_vasculitis
Leukomalacia,https://en.wikipedia.org/wiki/Periventricular_leukomalacia
Levator syndrome,https://en.wikipedia.org/wiki/Levator_ani
Lhermitte–Duclos disease,https://en.wikipedia.org/wiki/Lhermitte%E2%80%93Duclos_disease
Lichen planus follicularis,https://en.wikipedia.org/wiki/Lichen_planus#Classification
Lichen sclerosus et atrophicus,https://en.wikipedia.org/wiki/Lichen_sclerosus
Lichen spinulosus,https://en.wikipedia.org/wiki/Lichen_spinulosus
"Lissencephaly, isolated",https://en.wikipedia.org/wiki/Lissencephaly#Classification
Livedoid dermatitis,https://en.wikipedia.org/wiki/Livedoid_dermatitis
Liver neoplasms,https://en.wikipedia.org/wiki/Hepatocellular_carcinoma
Locked-in syndrome,https://en.wikipedia.org/wiki/Locked-in_syndrome
Loose anagen hair syndrome,https://en.wikipedia.org/wiki/Loose_anagen_syndrome
Loose anagen syndrome,https://en.wikipedia.org/wiki/Loose_anagen_syndrome
LSA,https://en.wikipedia.org/wiki/Lichen_sclerosus
Ludomania,https://en.wikipedia.org/wiki/Problem_gambling
"Lupus anticoagulant, familial",https://en.wikipedia.org/wiki/Lupus_anticoagulant
Lutz–Lewandowsky epidermodysplasia verruciformis,https://en.wikipedia.org/wiki/Epidermodysplasia_verruciformis
Lymphatic filariasis,https://en.wikipedia.org/wiki/Lymphatic_filariasis
Lymphedema hereditary type 1,https://en.wikipedia.org/wiki/Milroy%27s_disease
Lymphedema hereditary type 2,https://en.wikipedia.org/wiki/Meige_disease
"Lymphedema, congenital",https://en.wikipedia.org/wiki/Lymphedema#Congenital_lymphedema
Lymphoblastic lymphoma,https://en.wikipedia.org/wiki/Acute_lymphoblastic_leukemia
"Lymphoma, large-cell, immunoblastic",https://en.wikipedia.org/wiki/Lymphoma
"Lymphoma, large-cell",https://en.wikipedia.org/wiki/Anaplastic_large-cell_lymphoma
"Lymphoma, small cleaved-cell, diffuse",https://en.wikipedia.org/wiki/Small_cleaved_cells
"Lymphoma, small cleaved-cell, follicular",https://en.wikipedia.org/wiki/Small_cleaved_cells
Lymphomatoid Papulosis (LyP),https://en.wikipedia.org/wiki/Lymphomatoid_papulosis
LyP (lymphomatoid papulosis),https://en.wikipedia.org/wiki/Lymphomatoid_papulosis
Macroglobulinemia,https://en.wikipedia.org/wiki/Macroglobulinemia
Macroglossia exomphalos gigantism,https://en.wikipedia.org/wiki/Beckwith%E2%80%93Wiedemann_syndrome
Macrophagic myofasciitis,https://en.wikipedia.org/wiki/Macrophagic_myofasciitis
Madelung's disease,https://en.wikipedia.org/wiki/Benign_symmetric_lipomatosis
Maffucci syndrome,https://en.wikipedia.org/wiki/Maffucci_syndrome
Major depressive disorder,https://en.wikipedia.org/wiki/Major_depressive_disorder
Malignant astrocytoma,https://en.wikipedia.org/wiki/Astrocytoma
Malignant fibrous histiocytoma,https://en.wikipedia.org/wiki/Undifferentiated_pleomorphic_sarcoma
Malignant mixed Müllerian tumor,https://en.wikipedia.org/wiki/Mixed_M%C3%BCllerian_tumor
Malonic aciduria,https://en.wikipedia.org/wiki/Malonyl-CoA_decarboxylase_deficiency
Malonyl-CoA decarboxylase deficiency,https://en.wikipedia.org/wiki/Malonyl-CoA_decarboxylase_deficiency
Malpuech facial clefting syndrome,https://en.wikipedia.org/wiki/Malpuech_facial_clefting_syndrome
"Manic Depression, Bipolar",https://en.wikipedia.org/wiki/Bipolar_disorder
Mantle cell lymphoma,https://en.wikipedia.org/wiki/Mantle_cell_lymphoma
Marchiafava–Bignami disease,https://en.wikipedia.org/wiki/Marchiafava%E2%80%93Bignami_disease
Marcus Gunn phenomenon,https://en.wikipedia.org/wiki/Marcus_Gunn_phenomenon
Marek disease,https://en.wikipedia.org/wiki/Marek%27s_disease
Marfanoid hypermobility,https://en.wikipedia.org/wiki/Marfanoid
Marker chromosome 15 syndrome,https://en.wikipedia.org/wiki/Small_supernumerary_marker_chromosome#Marker_chromosome_15_syndrome
MASA syndrome,https://en.wikipedia.org/wiki/MASA_syndrome
Mass psychogenic illness,https://en.wikipedia.org/wiki/Mass_psychogenic_illness
Mast cell disease,https://en.wikipedia.org/wiki/Mast_cell#Role_in_disease
Mastoiditis,https://en.wikipedia.org/wiki/Mastoiditis
Maturity onset diabetes of the young,https://en.wikipedia.org/wiki/Maturity-onset_diabetes_of_the_young
Peripartum cardiomyopathy,https://en.wikipedia.org/wiki/Peripartum_cardiomyopathy
Mediterranean fever,https://en.wikipedia.org/wiki/Brucellosis
Medullary thyroid carcinoma,https://en.wikipedia.org/wiki/Medullary_thyroid_cancer
Meige syndrome,https://en.wikipedia.org/wiki/Meige%27s_syndrome
Menetrier's disease,https://en.wikipedia.org/wiki/M%C3%A9n%C3%A9trier%27s_disease
Meningocele,https://en.wikipedia.org/wiki/Spina_bifida
Meningococcemia,https://en.wikipedia.org/wiki/Meningococcal_disease#Meningococcemia
Metabolic acidosis,https://en.wikipedia.org/wiki/Metabolic_acidosis
Metageria,https://en.wikipedia.org/wiki/Metageria
Methimazole antenatal infection,https://en.wikipedia.org/wiki/Thiamazole
Methionine adenosyltransferase deficiency,https://en.wikipedia.org/wiki/Hypermethioninemia
Methyl mercury antenatal infection,https://en.wikipedia.org/wiki/Methylmercury
Michels Caskey syndrome,https://en.wikipedia.org/wiki/Michels_Caskey_syndrome
"Microcoria, congenital",https://en.wikipedia.org/wiki/Microcoria
macular hypoplasia,https://en.wikipedia.org/wiki/Macular_hypoplasia
Microinfarct,https://en.wikipedia.org/wiki/Microinfarct
Mild cognitive impairment,https://en.wikipedia.org/wiki/Mild_cognitive_impairment
Miller Fisher syndrome,https://en.wikipedia.org/wiki/Guillain%E2%80%93Barr%C3%A9_syndrome#Clinical_subtypes
Miller–Dieker syndrome,https://en.wikipedia.org/wiki/Miller%E2%80%93Dieker_syndrome
Minkowski–Chauffard syndrome,https://en.wikipedia.org/wiki/Hereditary_spherocytosis
Mirhosseini–Holmes–Walton syndrome,https://en.wikipedia.org/wiki/Mirhosseini%E2%80%93Holmes%E2%80%93Walton_syndrome
Mixed Müllerian tumor,https://en.wikipedia.org/wiki/Mixed_M%C3%BCllerian_tumor
Mixed receptive-expressive language disorder,https://en.wikipedia.org/wiki/Mixed_receptive-expressive_language_disorder
MN1,https://en.wikipedia.org/wiki/MN1_(gene)
MODY syndrome,https://en.wikipedia.org/wiki/Maturity-onset_diabetes_of_the_young
Mondini dysplasia,https://en.wikipedia.org/wiki/Mondini_dysplasia
Mondor's disease,https://en.wikipedia.org/wiki/Mondor%27s_disease
Monge's disease,https://en.wikipedia.org/wiki/Chronic_mountain_sickness
Monoclonal gammopathy of undetermined significance,https://en.wikipedia.org/wiki/Monoclonal_gammopathy_of_undetermined_significance
Mononeuritis multiplex,https://en.wikipedia.org/wiki/Peripheral_neuropathy#Mononeuritis_multiplex
Morel's ear,https://en.wikipedia.org/wiki/Morel%27s_ear
Mounier-Kuhn syndrome,https://en.wikipedia.org/wiki/Tracheobronchomegaly
Mount–Reback syndrome,https://en.wikipedia.org/wiki/Paroxysmal_nonkinesigenic_dyskinesia
Mousa Al din Al Nassar syndrome,https://en.wikipedia.org/wiki/Spastic_ataxia-corneal_dystrophy_syndrome
Mucha–Habermann disease,https://en.wikipedia.org/wiki/Pityriasis_lichenoides_et_varioliformis_acuta
Mucoepithelial dysplasia,https://en.wikipedia.org/wiki/Hereditary_mucoepithelial_dysplasia
Mucormycosis,https://en.wikipedia.org/wiki/Mucormycosis
Multicentric reticulohistiocytosis,https://en.wikipedia.org/wiki/Multicentric_reticulohistiocytosis
Multi-infarct dementia,https://en.wikipedia.org/wiki/Vascular_dementia
Multiple chemical sensitivity,https://en.wikipedia.org/wiki/Multiple_chemical_sensitivity
Multiple myeloma,https://en.wikipedia.org/wiki/Multiple_myeloma
Multiple organ failure,https://en.wikipedia.org/wiki/Multiple_organ_dysfunction_syndrome
Mumps,https://en.wikipedia.org/wiki/Mumps
Münchausen syndrome,https://en.wikipedia.org/wiki/Factitious_disorder_imposed_on_self
"Muscular dystrophy, facioscapulohumeral",https://en.wikipedia.org/wiki/Facioscapulohumeral_muscular_dystrophy
Myalgia eosinophilia associated with tryptophan,https://en.wikipedia.org/wiki/Eosinophilia%E2%80%93myalgia_syndrome
Mycosis fungoides lymphoma,https://en.wikipedia.org/wiki/Mycosis_fungoides
"Mycosis fungoides, familial",https://en.wikipedia.org/wiki/Mycosis_fungoides
Mycosis fungoides,https://en.wikipedia.org/wiki/Mycosis_fungoides
Mycositis fungoides,https://en.wikipedia.org/wiki/Mycosis_fungoides
Myelinopathy,https://en.wikipedia.org/wiki/Polyneuropathy
"Myelofibrosis, idiopathic",https://en.wikipedia.org/wiki/Primary_myelofibrosis
Myelofibrosis,https://en.wikipedia.org/wiki/Primary_myelofibrosis
Myiasis,https://en.wikipedia.org/wiki/Myiasis
Myocarditis,https://en.wikipedia.org/wiki/Myocarditis
Myocardium disorder,https://en.wikipedia.org/wiki/Cardiomyopathy
"Myopia, severe",https://en.wikipedia.org/wiki/Myopia
Myositis ossificans,https://en.wikipedia.org/wiki/Myositis_ossificans
Myxedema,https://en.wikipedia.org/wiki/Myxedema
Myxozoa,https://en.wikipedia.org/wiki/Myxozoa
Narcissistic personality disorder,https://en.wikipedia.org/wiki/Narcissistic_personality_disorder
Narcolepsy,https://en.wikipedia.org/wiki/Narcolepsy
Narcolepsy-Cataplexy,https://en.wikipedia.org/wiki/Narcolepsy
Necrotizing fasciitis,https://en.wikipedia.org/wiki/Necrotizing_fasciitis
"Nemaline myopathy, type 1",https://en.wikipedia.org/wiki/Nemaline_myopathy#Genetic_qualities
"Nemaline myopathy, type 2",https://en.wikipedia.org/wiki/Nemaline_myopathy#Genetic_qualities
"Nemaline myopathy, type 3",https://en.wikipedia.org/wiki/Nemaline_myopathy#Genetic_qualities
"Nemaline myopathy, type 4",https://en.wikipedia.org/wiki/Nemaline_myopathy#Genetic_qualities
"Nemaline myopathy, type 5",https://en.wikipedia.org/wiki/Nemaline_myopathy#Genetic_qualities
Neonatal diabetes mellitus,https://en.wikipedia.org/wiki/Neonatal_diabetes
"Neonatal diabetes mellitus, permanent",https://en.wikipedia.org/wiki/Permanent_neonatal_diabetes
Neonatal transient jaundice,https://en.wikipedia.org/wiki/Neonatal_jaundice
Necrophilia,https://en.wikipedia.org/wiki/Necrophilia
Nephronophthisis,https://en.wikipedia.org/wiki/Nephronophthisis
Nephrosclerosis,https://en.wikipedia.org/wiki/Hypertensive_kidney_disease
Nerve sheath neoplasm,https://en.wikipedia.org/wiki/Nerve_sheath_tumor
"Neural tube defect, folate-sensitive",https://en.wikipedia.org/wiki/Neurulation
Neuroendocrine cancer,https://en.wikipedia.org/wiki/Neuroendocrine_tumor
Neuroendocrine tumor,https://en.wikipedia.org/wiki/Neuroendocrine_tumor
Neurofibrillary tangles,https://en.wikipedia.org/wiki/Neurofibrillary_tangle
Neurofibroma,https://en.wikipedia.org/wiki/Neurofibroma
"Neurofibromatosis, Type IV, of Riccardi",https://en.wikipedia.org/wiki/Neurofibromatosis_type_4
Neurofibrosarcoma,https://en.wikipedia.org/wiki/Malignant_peripheral_nerve_sheath_tumor
Neuroleptic malignant syndrome,https://en.wikipedia.org/wiki/Neuroleptic_malignant_syndrome
Neurotoxicity syndromes,https://en.wikipedia.org/wiki/Neurotoxicity
Nevoid basal cell carcinoma syndrome,https://en.wikipedia.org/wiki/Nevoid_basal-cell_carcinoma_syndrome
Nezelof syndrome,https://en.wikipedia.org/wiki/Nezelof_syndrome
Nicotine withdrawal,https://en.wikipedia.org/wiki/Nicotine_withdrawal
Niemann–Pick disease,https://en.wikipedia.org/wiki/Niemann%E2%80%93Pick_disease
Niemann-Pick disease type D,"https://en.wikipedia.org/wiki/Niemann%E2%80%93Pick_disease,_type_C#.22Type_D.22_variant"
NMDA receptor antagonist neurotoxicity,https://en.wikipedia.org/wiki/Olney%27s_lesions
Noise-induced hearing loss,https://en.wikipedia.org/wiki/Noise-induced_hearing_loss
Non-24-hour sleep–wake disorder,https://en.wikipedia.org/wiki/Non-24-hour_sleep%E2%80%93wake_disorder
Non-Hodgkin lymphoma,https://en.wikipedia.org/wiki/Non-Hodgkin_lymphoma
Non-small cell lung cancer,https://en.wikipedia.org/wiki/Non-small-cell_lung_carcinoma
Nonverbal learning disorder,https://en.wikipedia.org/wiki/Nonverbal_learning_disorder
Notalgia paresthetica,https://en.wikipedia.org/wiki/Notalgia_paresthetica
"Nuchal bleb, familial",https://en.wikipedia.org/wiki/Cystic_hygroma
Nut allergy,https://en.wikipedia.org/wiki/Tree_nut_allergy
"Nystagmus, central",https://en.wikipedia.org/wiki/Nystagmus
"Nystagmus, peripheral",https://en.wikipedia.org/wiki/Nystagmus
O Donnell Pappas syndrome,https://en.wikipedia.org/wiki/Macular_hypoplasia
Obsessive–compulsive disorder,https://en.wikipedia.org/wiki/Obsessive%E2%80%93compulsive_disorder
Obsessive–compulsive personality disorder,https://en.wikipedia.org/wiki/Obsessive%E2%80%93compulsive_personality_disorder
Obstructive sleep apnea,https://en.wikipedia.org/wiki/Obstructive_sleep_apnea
Occupational asthma,https://en.wikipedia.org/wiki/Occupational_asthma
"Occupational asthma - animals, insects and fungi",https://en.wikipedia.org/wiki/Occupational_asthma#Occupations_at_risk
Occupational asthma - chemicals and materials,https://en.wikipedia.org/wiki/Occupational_asthma#Occupations_at_risk
Occupational asthma - drugs and enzymes,https://en.wikipedia.org/wiki/Occupational_asthma#Occupations_at_risk
"Occupational asthma - grains, flours, plants and gums",https://en.wikipedia.org/wiki/Occupational_asthma#Occupations_at_risk
Occupational asthma - isocyanates and metals,https://en.wikipedia.org/wiki/Occupational_asthma#Occupations_at_risk
Occupational asthma - wood,https://en.wikipedia.org/wiki/Occupational_asthma#Occupations_at_risk
Ocular albinism,https://en.wikipedia.org/wiki/Ocular_albinism
Ocular histoplasmosis,https://en.wikipedia.org/wiki/Presumed_ocular_histoplasmosis_syndrome
Ocular toxoplasmosis,https://en.wikipedia.org/wiki/Toxoplasmic_chorioretinitis
Oculomotor nerve palsy,https://en.wikipedia.org/wiki/Oculomotor_nerve_palsy
Ogilvie's syndrome,https://en.wikipedia.org/wiki/Ogilvie_syndrome
Oligodactyly,https://en.wikipedia.org/wiki/Oligodactyly
Olney's lesions,https://en.wikipedia.org/wiki/Olney%27s_lesions
Omodysplasia type 2,https://en.wikipedia.org/wiki/Omodysplasia_2
Oncocytoma,https://en.wikipedia.org/wiki/Oncocytoma
Onychocryptosis,https://en.wikipedia.org/wiki/Ingrown_nail
Onychogryphosis,https://en.wikipedia.org/wiki/Onychogryphosis
Onycholysis,https://en.wikipedia.org/wiki/Onycholysis
Onychomadesis,https://en.wikipedia.org/wiki/Onychomadesis
Onychomatricoma,https://en.wikipedia.org/wiki/Onychomatricoma
Onychophosis,https://en.wikipedia.org/wiki/Onychophosis
Opioid dependence,https://en.wikipedia.org/wiki/Opioid_use_disorder
Opioid-induced hyperalgesia,https://en.wikipedia.org/wiki/Opioid-induced_hyperalgesia
Oppositional defiant disorder,https://en.wikipedia.org/wiki/Oppositional_defiant_disorder
"Optic atrophy, autosomal dominant",https://en.wikipedia.org/wiki/Optic_neuropathy
Optic disc drusen,https://en.wikipedia.org/wiki/Optic_disc_drusen
Optic neuritis,https://en.wikipedia.org/wiki/Optic_neuritis
Oral lichenoid lesions,https://en.wikipedia.org/wiki/Lichen_planus
Oral submucous fibrosis,https://en.wikipedia.org/wiki/Oral_submucous_fibrosis
Organophosphate poisoning,https://en.wikipedia.org/wiki/Organophosphate_poisoning
Ornithine aminotransferase deficiency,https://en.wikipedia.org/wiki/Ornithine_aminotransferase_deficiency
Ornithosis,https://en.wikipedia.org/wiki/Psittacosis
Orthostatic intolerance,https://en.wikipedia.org/wiki/Orthostatic_intolerance
Osebold–Remondini syndrome,https://en.wikipedia.org/wiki/Brachydactyly
Osgood–Schlatter disease,https://en.wikipedia.org/wiki/Osgood%E2%80%93Schlatter_disease
Osteogenic sarcoma,https://en.wikipedia.org/wiki/Osteosarcoma
Osteomalacia,https://en.wikipedia.org/wiki/Osteomalacia
Osteonecrosis,https://en.wikipedia.org/wiki/Avascular_necrosis
Osteopoikilosis,https://en.wikipedia.org/wiki/Osteopoikilosis
Osteocytes,https://en.wikipedia.org/wiki/Osteocyte
Oto-palato-digital syndrome,https://en.wikipedia.org/wiki/Oto-palato-digital_syndrome
"Otosclerosis, familial",https://en.wikipedia.org/wiki/Otosclerosis
Otosclerosis,https://en.wikipedia.org/wiki/Otosclerosis
ovarian remnant syndrome,https://en.wikipedia.org/wiki/Ovarian_remnant_syndrome
Overwhelming post-splenectomy infection,https://en.wikipedia.org/wiki/Overwhelming_post-splenectomy_infection
Paget disease extramammary,https://en.wikipedia.org/wiki/Extramammary_Paget%27s_disease
Paget's disease of the breast,https://en.wikipedia.org/wiki/Paget%27s_disease_of_the_breast
Palindromic rheumatism,https://en.wikipedia.org/wiki/Palindromic_rheumatism
Palmitoyl-protein thioesterase deficiency,https://en.wikipedia.org/wiki/Neuronal_ceroid_lipofuscinosis
Palsy cerebral,https://en.wikipedia.org/wiki/Cerebral_palsy
Panayiotopoulos syndrome,https://en.wikipedia.org/wiki/Panayiotopoulos_syndrome
Pancreas divisum,https://en.wikipedia.org/wiki/Pancreas_divisum
Pancreatic adenoma,https://en.wikipedia.org/wiki/Pancreatic_cancer
Pancreatic cancer,https://en.wikipedia.org/wiki/Pancreatic_cancer
